"","REF_AREA","Reference.area","ACTIVITY","TIME_PERIOD","OBS_VALUE","OBS_STATUS","Observation.status","CURRENCY","Currency","percent_change"
"705","GRC","Greece","_T",2020,144712.487,"A","Normal value","EUR","Euro",-8.9279090349501
"706","GRC","Greece","_T",2021,158159.814,"P","Provisional value","EUR","Euro",9.29244412750644
"707","GRC","Greece","_T",2022,181706.016,"P","Provisional value","EUR","Euro",14.8876009679677
"708","HKG","Hong Kong (China)","_T",2000,1283035,"A","Normal value","HKD","Hong Kong dollar",NA
"709","HKG","Hong Kong (China)","_T",2001,1269989,"A","Normal value","HKD","Hong Kong dollar",-1.01680780337247
"710","HKG","Hong Kong (China)","_T",2002,1249781,"A","Normal value","HKD","Hong Kong dollar",-1.59119488436514
"711","HKG","Hong Kong (China)","_T",2003,1227056,"A","Normal value","HKD","Hong Kong dollar",-1.81831856941336
"712","HKG","Hong Kong (China)","_T",2004,1285324,"A","Normal value","HKD","Hong Kong dollar",4.74860153081848
"713","HKG","Hong Kong (China)","_T",2005,1378002,"A","Normal value","HKD","Hong Kong dollar",7.21047766944366
"714","HKG","Hong Kong (China)","_T",2006,1473535,"A","Normal value","HKD","Hong Kong dollar",6.93271853016179
"715","HKG","Hong Kong (China)","_T",2007,1605245,"A","Normal value","HKD","Hong Kong dollar",8.93836929560547
"716","HKG","Hong Kong (China)","_T",2008,1620013,"A","Normal value","HKD","Hong Kong dollar",0.919984176870197
"717","HKG","Hong Kong (China)","_T",2009,1581824,"A","Normal value","HKD","Hong Kong dollar",-2.35732676219265
"718","HKG","Hong Kong (China)","_T",2010,1737298,"A","Normal value","HKD","Hong Kong dollar",9.82877994011976
"719","HKG","Hong Kong (China)","_T",2011,1901049,"A","Normal value","HKD","Hong Kong dollar",9.42561379797824
"720","HKG","Hong Kong (China)","_T",2012,2013038,"A","Normal value","HKD","Hong Kong dollar",5.89090549480839
"721","HKG","Hong Kong (China)","_T",2013,2098080,"A","Normal value","HKD","Hong Kong dollar",4.22456009275533
"722","HKG","Hong Kong (China)","_T",2014,2205972,"A","Normal value","HKD","Hong Kong dollar",5.14241592312972
"723","HKG","Hong Kong (China)","_T",2015,2325443,"A","Normal value","HKD","Hong Kong dollar",5.41579856861284
"724","HKG","Hong Kong (China)","_T",2016,2417849,"A","Normal value","HKD","Hong Kong dollar",3.97369447455818
"725","HKG","Hong Kong (China)","_T",2017,2551086,"A","Normal value","HKD","Hong Kong dollar",5.51055917884037
"726","HKG","Hong Kong (China)","_T",2018,2700413,"A","Normal value","HKD","Hong Kong dollar",5.85346789563347
"727","HKG","Hong Kong (China)","_T",2019,2740721,"A","Normal value","HKD","Hong Kong dollar",1.49266056710585
"728","HKG","Hong Kong (China)","_T",2020,2560655,"A","Normal value","HKD","Hong Kong dollar",-6.57002299759808
"729","HKG","Hong Kong (China)","_T",2021,2745846,"A","Normal value","HKD","Hong Kong dollar",7.23217301823166
"730","HKG","Hong Kong (China)","_T",2022,2735415,"A","Normal value","HKD","Hong Kong dollar",-0.379882921329164
"731","HRV","Croatia","_T",1995,12985.559,"A","Normal value","EUR","Euro",NA
"732","HRV","Croatia","_T",1996,14486.405,"A","Normal value","EUR","Euro",11.5578081775301
"733","HRV","Croatia","_T",1997,16510.063,"A","Normal value","EUR","Euro",13.9693595477967
"734","HRV","Croatia","_T",1998,17966.916,"A","Normal value","EUR","Euro",8.82403053216698
"735","HRV","Croatia","_T",1999,18558.345,"A","Normal value","EUR","Euro",3.2917669342919
"736","HRV","Croatia","_T",2000,19822.707,"A","Normal value","EUR","Euro",6.81290276692236
"737","HRV","Croatia","_T",2001,21386.611,"A","Normal value","EUR","Euro",7.8894572774546
"738","HRV","Croatia","_T",2002,23456.774,"A","Normal value","EUR","Euro",9.67971503292411
"739","HRV","Croatia","_T",2003,26042.521,"A","Normal value","EUR","Euro",11.0234553140172
"740","HRV","Croatia","_T",2004,28332.522,"A","Normal value","EUR","Euro",8.79331536297888
"741","HRV","Croatia","_T",2005,30502.123,"A","Normal value","EUR","Euro",7.65763457273588
"742","HRV","Croatia","_T",2006,33187.522,"A","Normal value","EUR","Euro",8.80397407091958
"743","HRV","Croatia","_T",2007,36533.502,"A","Normal value","EUR","Euro",10.0820422808307
"744","HRV","Croatia","_T",2008,39341.766,"A","Normal value","EUR","Euro",7.68681852618455
"745","HRV","Croatia","_T",2009,38005.171,"A","Normal value","EUR","Euro",-3.3973945145218
"746","HRV","Croatia","_T",2010,37641.134,"A","Normal value","EUR","Euro",-0.957861760443083
"747","HRV","Croatia","_T",2011,38464.401,"A","Normal value","EUR","Euro",2.18714717787195
"748","HRV","Croatia","_T",2012,37582.915,"A","Normal value","EUR","Euro",-2.29169303845391
"749","HRV","Croatia","_T",2013,37353.321,"A","Normal value","EUR","Euro",-0.610899926203163
"750","HRV","Croatia","_T",2014,37205.071,"A","Normal value","EUR","Euro",-0.396885728045439
"751","HRV","Croatia","_T",2015,37992.378,"A","Normal value","EUR","Euro",2.11612820198621
"752","HRV","Croatia","_T",2016,39332.019,"A","Normal value","EUR","Euro",3.52607830970729
"753","HRV","Croatia","_T",2017,41042.689,"A","Normal value","EUR","Euro",4.34930635012659
"754","HRV","Croatia","_T",2018,42816.706,"A","Normal value","EUR","Euro",4.32237030083482
"755","HRV","Croatia","_T",2019,45117.833,"A","Normal value","EUR","Euro",5.37436719209554
"756","HRV","Croatia","_T",2020,42195.913,"A","Normal value","EUR","Euro",-6.47619756028619
"757","HRV","Croatia","_T",2021,48298.123,"A","Normal value","EUR","Euro",14.4616138534554
"758","HRV","Croatia","_T",2022,57037.269,"P","Provisional value","EUR","Euro",18.0941731420908
"759","HUN","Hungary","_T",1995,4942722,"A","Normal value","HUF","Forint",NA
"760","HUN","Hungary","_T",1996,6076238,"A","Normal value","HUF","Forint",22.9330316372234
"761","HUN","Hungary","_T",1997,7629846,"A","Normal value","HUF","Forint",25.5685837190709
"762","HUN","Hungary","_T",1998,9009577,"A","Normal value","HUF","Forint",18.0833400831419
"763","HUN","Hungary","_T",1999,9984353,"A","Normal value","HUF","Forint",10.8193314736086
"764","HUN","Hungary","_T",2000,11357758,"A","Normal value","HUF","Forint",13.7555733456139
"765","HUN","Hungary","_T",2001,13307856,"A","Normal value","HUF","Forint",17.1697442400164
"766","HUN","Hungary","_T",2002,15134489,"A","Normal value","HUF","Forint",13.7259750932081
"767","HUN","Hungary","_T",2003,16442337,"A","Normal value","HUF","Forint",8.64150748664193
"768","HUN","Hungary","_T",2004,18071239,"A","Normal value","HUF","Forint",9.906754739305
"769","HUN","Hungary","_T",2005,19473280,"A","Normal value","HUF","Forint",7.75841103092046
"770","HUN","Hungary","_T",2006,21140813,"A","Normal value","HUF","Forint",8.56318504124626
"771","HUN","Hungary","_T",2007,22142363,"A","Normal value","HUF","Forint",4.7375188456565
"772","HUN","Hungary","_T",2008,23346169,"A","Normal value","HUF","Forint",5.43666455111408
"773","HUN","Hungary","_T",2009,22548144,"A","Normal value","HUF","Forint",-3.4182267763075
"774","HUN","Hungary","_T",2010,23332783,"A","Normal value","HUF","Forint",3.47983851797292
"775","HUN","Hungary","_T",2011,24285160,"A","Normal value","HUF","Forint",4.08171198437837
"776","HUN","Hungary","_T",2012,24409415,"A","Normal value","HUF","Forint",0.511649912950954
"777","HUN","Hungary","_T",2013,25632129,"A","Normal value","HUF","Forint",5.00919010144241
"778","HUN","Hungary","_T",2014,27718713,"A","Normal value","HUF","Forint",8.14050210187379
"779","HUN","Hungary","_T",2015,29459765,"A","Normal value","HUF","Forint",6.28114299534758
"780","HUN","Hungary","_T",2016,30714361,"A","Normal value","HUF","Forint",4.25867619785833
"781","HUN","Hungary","_T",2017,33309001,"A","Normal value","HUF","Forint",8.44764440972742
"782","HUN","Hungary","_T",2018,36642166,"A","Normal value","HUF","Forint",10.0067996635504
"783","HUN","Hungary","_T",2019,40267050,"A","Normal value","HUF","Forint",9.89265754649984
"784","HUN","Hungary","_T",2020,40886413,"A","Normal value","HUF","Forint",1.53813850282054
"785","HUN","Hungary","_T",2021,46716869,"A","Normal value","HUF","Forint",14.2601308654785
"786","HUN","Hungary","_T",2022,56053756,"A","Normal value","HUF","Forint",19.9861146516476
"787","IRL","Ireland","_T",1995,49450.811,"A","Normal value","EUR","Euro",NA
"788","IRL","Ireland","_T",1996,53516.197,"A","Normal value","EUR","Euro",8.22107042895616
"789","IRL","Ireland","_T",1997,61844.904,"A","Normal value","EUR","Euro",15.5629649842271
"790","IRL","Ireland","_T",1998,72754.141,"A","Normal value","EUR","Euro",17.6396700365159
"791","IRL","Ireland","_T",1999,82670.786,"A","Normal value","EUR","Euro",13.6303512950555
"792","IRL","Ireland","_T",2000,96721.759,"A","Normal value","EUR","Euro",16.9962978215787
"793","IRL","Ireland","_T",2001,108813.82,"A","Normal value","EUR","Euro",12.5019035272094
"794","IRL","Ireland","_T",2002,120604.618,"A","Normal value","EUR","Euro",10.8357541349068
"795","IRL","Ireland","_T",2003,128986.895,"A","Normal value","EUR","Euro",6.95021230447411
"796","IRL","Ireland","_T",2004,137429.175,"A","Normal value","EUR","Euro",6.54506800865311
"797","IRL","Ireland","_T",2005,149522.682,"A","Normal value","EUR","Euro",8.7998105205827
"798","IRL","Ireland","_T",2006,162578.076,"A","Normal value","EUR","Euro",8.73138029987985
"799","IRL","Ireland","_T",2007,175065.933,"A","Normal value","EUR","Euro",7.68114453513399
"800","IRL","Ireland","_T",2008,167334.953,"A","Normal value","EUR","Euro",-4.41603907026273
"801","IRL","Ireland","_T",2009,152335.859,"A","Normal value","EUR","Euro",-8.96351523163246
"802","IRL","Ireland","_T",2010,152323.745,"A","Normal value","EUR","Euro",-0.00795216574713469
"803","IRL","Ireland","_T",2011,155174.676,"A","Normal value","EUR","Euro",1.87162612106209
"804","IRL","Ireland","_T",2012,158691.251,"A","Normal value","EUR","Euro",2.26620418398681
"805","IRL","Ireland","_T",2013,164131.598,"A","Normal value","EUR","Euro",3.42825894037473
"806","IRL","Ireland","_T",2014,178525.655,"A","Normal value","EUR","Euro",8.76982688001368
"807","IRL","Ireland","_T",2015,244180.639,"A","Normal value","EUR","Euro",36.7762179615025
"808","IRL","Ireland","_T",2016,250893.735,"A","Normal value","EUR","Euro",2.74923352952647
"809","IRL","Ireland","_T",2017,274823.182,"A","Normal value","EUR","Euro",9.53768215854413
"810","IRL","Ireland","_T",2018,306261.192,"A","Normal value","EUR","Euro",11.4393588529224
"811","IRL","Ireland","_T",2019,334579.04,"A","Normal value","EUR","Euro",9.24630633580242
"812","IRL","Ireland","_T",2020,352055.314,"A","Normal value","EUR","Euro",5.22336186988881
"813","IRL","Ireland","_T",2021,401447.507,"A","Normal value","EUR","Euro",14.0296683605804
"814","ISL","Iceland","_T",1995,377738.997,"A","Normal value","ISK","Iceland krona",NA
"815","ISL","Iceland","_T",1996,402997.13,"A","Normal value","ISK","Iceland krona",6.68666280172286
"816","ISL","Iceland","_T",1997,463988.122,"A","Normal value","ISK","Iceland krona",15.1343489716664
"817","ISL","Iceland","_T",1998,523616.124,"A","Normal value","ISK","Iceland krona",12.8511914794233
"818","ISL","Iceland","_T",1999,556524.656,"A","Normal value","ISK","Iceland krona",6.28485840898206
"819","ISL","Iceland","_T",2000,614067.939,"A","Normal value","ISK","Iceland krona",10.3397544708244
"820","ISL","Iceland","_T",2001,710572.633,"A","Normal value","ISK","Iceland krona",15.7156379401856
"821","ISL","Iceland","_T",2002,755784.793,"A","Normal value","ISK","Iceland krona",6.36277811729345
"822","ISL","Iceland","_T",2003,768813.885,"A","Normal value","ISK","Iceland krona",1.72391560675395
"823","ISL","Iceland","_T",2004,840891.423,"A","Normal value","ISK","Iceland krona",9.37516080370998
"824","ISL","Iceland","_T",2005,904946.622,"A","Normal value","ISK","Iceland krona",7.61753506433375
"825","ISL","Iceland","_T",2006,1046628.844,"A","Normal value","ISK","Iceland krona",15.6564175781851
"826","ISL","Iceland","_T",2007,1197381.534,"A","Normal value","ISK","Iceland krona",14.4036437428816
"827","ISL","Iceland","_T",2008,1413719.473,"A","Normal value","ISK","Iceland krona",18.0675860498113
"828","ISL","Iceland","_T",2009,1469049.733,"A","Normal value","ISK","Iceland krona",3.91380758748309
"829","ISL","Iceland","_T",2010,1514177.063,"A","Normal value","ISK","Iceland krona",3.07187217602524
"830","ISL","Iceland","_T",2011,1586747.795,"A","Normal value","ISK","Iceland krona",4.79275071412172
"831","ISL","Iceland","_T",2012,1651238.938,"A","Normal value","ISK","Iceland krona",4.06436002011272
"832","ISL","Iceland","_T",2013,1767569.682,"A","Normal value","ISK","Iceland krona",7.04505818769639
"833","ISL","Iceland","_T",2014,1871009.66,"A","Normal value","ISK","Iceland krona",5.85210184658507
"834","ISL","Iceland","_T",2015,2073631.662,"A","Normal value","ISK","Iceland krona",10.8295540280642
"835","ISL","Iceland","_T",2016,2248396.222,"A","Normal value","ISK","Iceland krona",8.42794615854974
"836","ISL","Iceland","_T",2017,2344447.334,"A","Normal value","ISK","Iceland krona",4.27198333906468
"837","ISL","Iceland","_T",2018,2532865.11,"A","Normal value","ISK","Iceland krona",8.03676726994457
"838","ISL","Iceland","_T",2019,2717784.44,"A","Normal value","ISK","Iceland krona",7.30079660657492
"839","ISL","Iceland","_T",2020,2625953.168,"A","Normal value","ISK","Iceland krona",-3.37890197060661
"840","ISL","Iceland","_T",2021,2904485.46,"A","Normal value","ISK","Iceland krona",10.6069024914156
"841","ISL","Iceland","_T",2022,3382518.719,"A","Normal value","ISK","Iceland krona",16.4584490293851
"842","ITA","Italy","_T",1995,893037.2,"A","Normal value","EUR","Euro",NA
"843","ITA","Italy","_T",1996,947689.7,"A","Normal value","EUR","Euro",6.11984584740703
"844","ITA","Italy","_T",1997,984597.3,"A","Normal value","EUR","Euro",3.89448149536711
"845","ITA","Italy","_T",1998,1021600.1,"A","Normal value","EUR","Euro",3.75816590193777
"846","ITA","Italy","_T",1999,1051978.5,"A","Normal value","EUR","Euro",2.97360973241878
"847","ITA","Italy","_T",2000,1112455.9,"A","Normal value","EUR","Euro",5.7489197735505
"848","ITA","Italy","_T",2001,1175476.8,"A","Normal value","EUR","Euro",5.66502456411981
"849","ITA","Italy","_T",2002,1217299.9,"A","Normal value","EUR","Euro",3.55796898756316
"850","ITA","Italy","_T",2003,1261478.2,"A","Normal value","EUR","Euro",3.62920427414806
"851","ITA","Italy","_T",2004,1310293,"A","Normal value","EUR","Euro",3.86965070026577
"852","ITA","Italy","_T",2005,1346105.3,"A","Normal value","EUR","Euro",2.73315205072454
"853","ITA","Italy","_T",2006,1391185.8,"A","Normal value","EUR","Euro",3.34895791584804
"854","ITA","Italy","_T",2007,1449716.8,"A","Normal value","EUR","Euro",4.20727411104972
"855","ITA","Italy","_T",2008,1477269.4,"A","Normal value","EUR","Euro",1.9005505075198
"856","ITA","Italy","_T",2009,1425156.9,"A","Normal value","EUR","Euro",-3.52762332990855
"857","ITA","Italy","_T",2010,1449430.4,"A","Normal value","EUR","Euro",1.70321597572871
"858","ITA","Italy","_T",2011,1480874.8,"A","Normal value","EUR","Euro",2.16943152289342
"859","ITA","Italy","_T",2012,1458006.7,"A","Normal value","EUR","Euro",-1.54422912726991
"860","ITA","Italy","_T",2013,1451514.3,"A","Normal value","EUR","Euro",-0.445292878283749
"861","ITA","Italy","_T",2014,1462744.6,"A","Normal value","EUR","Euro",0.77369544344138
"862","ITA","Italy","_T",2015,1488049,"A","Normal value","EUR","Euro",1.72992605817857
"863","ITA","Italy","_T",2016,1522753.8,"A","Normal value","EUR","Euro",2.33223502720677
"864","ITA","Italy","_T",2017,1557795.8,"A","Normal value","EUR","Euro",2.30122558223135
"865","ITA","Italy","_T",2018,1589576.2,"A","Normal value","EUR","Euro",2.04008766745936
"866","ITA","Italy","_T",2019,1611368.5,"A","Normal value","EUR","Euro",1.37095031996579
"867","ITA","Italy","_T",2020,1502654.9,"A","Normal value","EUR","Euro",-6.74666285210367
"868","ITA","Italy","_T",2021,1602253.4,"A","Normal value","EUR","Euro",6.62816858348514
"869","ITA","Italy","_T",2022,1714141.5,"A","Normal value","EUR","Euro",6.98317132608363
"870","JPN","Japan","_T",1994,507736800,"A","Normal value","JPY","Yen",NA
"871","JPN","Japan","_T",1995,517306700,"A","Normal value","JPY","Yen",1.88481512468665
"872","JPN","Japan","_T",1996,530834900,"A","Normal value","JPY","Yen",2.6151217449919
"873","JPN","Japan","_T",1997,541529300,"A","Normal value","JPY","Yen",2.01463769620272
"874","JPN","Japan","_T",1998,535877000,"A","Normal value","JPY","Yen",-1.04376623757939
"875","JPN","Japan","_T",1999,529448900,"A","Normal value","JPY","Yen",-1.19954765739153
"876","JPN","Japan","_T",2000,535696700,"A","Normal value","JPY","Yen",1.1800572255415
"877","JPN","Japan","_T",2001,528543800,"A","Normal value","JPY","Yen",-1.3352518318668
"878","JPN","Japan","_T",2002,524121800,"A","Normal value","JPY","Yen",-0.836638325906008
"879","JPN","Japan","_T",2003,524457500,"A","Normal value","JPY","Yen",0.06404999753874
"880","JPN","Japan","_T",2004,530393900,"A","Normal value","JPY","Yen",1.13191250005959
"881","JPN","Japan","_T",2005,534950800,"A","Normal value","JPY","Yen",0.859153923150323
"882","JPN","Japan","_T",2006,536229100,"A","Normal value","JPY","Yen",0.238956554509312
"883","JPN","Japan","_T",2007,540420000,"A","Normal value","JPY","Yen",0.781550273940747
"884","JPN","Japan","_T",2008,528343900,"A","Normal value","JPY","Yen",-2.23457681062877
"885","JPN","Japan","_T",2009,495454300,"A","Normal value","JPY","Yen",-6.22503638255311
"886","JPN","Japan","_T",2010,505472200,"A","Normal value","JPY","Yen",2.02196246959609
"887","JPN","Japan","_T",2011,494826500,"A","Normal value","JPY","Yen",-2.10609010742826
"888","JPN","Japan","_T",2012,497635100,"A","Normal value","JPY","Yen",0.56759288356626
"889","JPN","Japan","_T",2013,505334200,"A","Normal value","JPY","Yen",1.54713765166484
"890","JPN","Japan","_T",2014,514630700,"A","Normal value","JPY","Yen",1.83967362588956
"891","JPN","Japan","_T",2015,534876000,"A","Normal value","JPY","Yen",3.93394719747578
"892","JPN","Japan","_T",2016,542415700,"A","Normal value","JPY","Yen",1.40961643446331
"893","JPN","Japan","_T",2017,550565600,"A","Normal value","JPY","Yen",1.50251919330506
"894","JPN","Japan","_T",2018,553632000,"A","Normal value","JPY","Yen",0.556954520950819
"895","JPN","Japan","_T",2019,554957800,"A","Normal value","JPY","Yen",0.239473151840934
"896","JPN","Japan","_T",2020,537656200,"A","Normal value","JPY","Yen",-3.11764245857973
"897","JPN","Japan","_T",2021,549288600,"A","Normal value","JPY","Yen",2.16353870744911
"898","JPN","Japan","_T",2022,555918300,"A","Normal value","JPY","Yen",1.20696114938486
"899","KOR","Korea","_T",1970,2550900,"A","Normal value","KRW","Won",NA
"900","KOR","Korea","_T",1971,3148500,"A","Normal value","KRW","Won",23.4270257556157
"901","KOR","Korea","_T",1972,3956600,"A","Normal value","KRW","Won",25.6661902493251
"902","KOR","Korea","_T",1973,5120300,"A","Normal value","KRW","Won",29.4116160339686
"903","KOR","Korea","_T",1974,7244200,"A","Normal value","KRW","Won",41.4799914067535
"904","KOR","Korea","_T",1975,9568600,"A","Normal value","KRW","Won",32.0863587421661
"905","KOR","Korea","_T",1976,13007200,"A","Normal value","KRW","Won",35.9362916205087
"906","KOR","Korea","_T",1977,16670900,"A","Normal value","KRW","Won",28.1667076695984
"907","KOR","Korea","_T",1978,22431700,"A","Normal value","KRW","Won",34.5560227702164
"908","KOR","Korea","_T",1979,28933500,"A","Normal value","KRW","Won",28.984874084443
"909","KOR","Korea","_T",1980,35431300,"A","Normal value","KRW","Won",22.4577047367239
"910","KOR","Korea","_T",1981,44372200,"A","Normal value","KRW","Won",25.2344678292922
"911","KOR","Korea","_T",1982,51165600,"A","Normal value","KRW","Won",15.3100364642727
"912","KOR","Korea","_T",1983,60346500,"A","Normal value","KRW","Won",17.9435011023031
"913","KOR","Korea","_T",1984,70292700,"A","Normal value","KRW","Won",16.4818175039149
"914","KOR","Korea","_T",1985,79238600,"A","Normal value","KRW","Won",12.7266416000524
"915","KOR","Korea","_T",1986,92799700,"A","Normal value","KRW","Won",17.1142599692574
"916","KOR","Korea","_T",1987,109868500,"A","Normal value","KRW","Won",18.3931629089318
"917","KOR","Korea","_T",1988,132242500,"A","Normal value","KRW","Won",20.3643446483751
"918","KOR","Korea","_T",1989,150917000,"A","Normal value","KRW","Won",14.1214057507987
"919","KOR","Korea","_T",1990,181332400,"A","Normal value","KRW","Won",20.1537268829887
"920","KOR","Korea","_T",1991,220950900,"A","Normal value","KRW","Won",21.8485499557718
"921","KOR","Korea","_T",1992,252554800,"A","Normal value","KRW","Won",14.3035850951501
"922","KOR","Korea","_T",1993,287606900,"A","Normal value","KRW","Won",13.8790076450735
"923","KOR","Korea","_T",1994,339177900,"A","Normal value","KRW","Won",17.9310718901389
"924","KOR","Korea","_T",1995,398011500,"A","Normal value","KRW","Won",17.3459414661156
"925","KOR","Korea","_T",1996,445138900,"A","Normal value","KRW","Won",11.8407131452232
"926","KOR","Korea","_T",1997,491217200,"A","Normal value","KRW","Won",10.3514431113524
"927","KOR","Korea","_T",1998,492794700,"A","Normal value","KRW","Won",0.321141034963759
"928","KOR","Korea","_T",1999,535655200,"A","Normal value","KRW","Won",8.69743526056591
"929","KOR","Korea","_T",2000,587980000,"A","Normal value","KRW","Won",9.76837338646204
"930","KOR","Korea","_T",2001,635405100,"A","Normal value","KRW","Won",8.06576754311371
"931","KOR","Korea","_T",2002,703338300,"A","Normal value","KRW","Won",10.6913211744759
"932","KOR","Korea","_T",2003,753185800,"A","Normal value","KRW","Won",7.08727222731934
"933","KOR","Korea","_T",2004,824770400,"A","Normal value","KRW","Won",9.50424184842571
"934","KOR","Korea","_T",2005,867919000,"A","Normal value","KRW","Won",5.23158930048896
"935","KOR","Korea","_T",2006,912220600,"A","Normal value","KRW","Won",5.10434729508168
"936","KOR","Korea","_T",2007,989584200,"A","Normal value","KRW","Won",8.48079949082492
"937","KOR","Korea","_T",2008,1048487000,"A","Normal value","KRW","Won",5.95227773442624
"938","KOR","Korea","_T",2009,1098608000,"A","Normal value","KRW","Won",4.78031678027482
"939","KOR","Korea","_T",2010,1203035900,"A","Normal value","KRW","Won",9.50547420007864
"940","KOR","Korea","_T",2011,1268238800,"A","Normal value","KRW","Won",5.41986319776492
"941","KOR","Korea","_T",2012,1316176600,"A","Normal value","KRW","Won",3.77987174024324
"942","KOR","Korea","_T",2013,1377158700,"A","Normal value","KRW","Won",4.63327641594601
"943","KOR","Korea","_T",2014,1434664600,"A","Normal value","KRW","Won",4.17569158877622
"944","KOR","Korea","_T",2015,1520907900,"A","Normal value","KRW","Won",6.01139109447602
"945","KOR","Korea","_T",2016,1593082800,"A","Normal value","KRW","Won",4.74551417610494
"946","KOR","Korea","_T",2017,1679018700,"A","Normal value","KRW","Won",5.39431472111807
"947","KOR","Korea","_T",2018,1736540600,"A","Normal value","KRW","Won",3.42592372556661
"948","KOR","Korea","_T",2019,1762633000,"A","Normal value","KRW","Won",1.50255053063545
"949","KOR","Korea","_T",2020,1772104300,"A","Normal value","KRW","Won",0.537338175332018
"950","KOR","Korea","_T",2021,1895260100,"A","Normal value","KRW","Won",6.9496925209199
"951","LTU","Lithuania","_T",1995,6932.25,"A","Normal value","EUR","Euro",NA
"952","LTU","Lithuania","_T",1996,8730.813,"A","Normal value","EUR","Euro",25.9448663853727
"953","LTU","Lithuania","_T",1997,10273.249,"A","Normal value","EUR","Euro",17.6665792750343
"954","LTU","Lithuania","_T",1998,11412.184,"A","Normal value","EUR","Euro",11.086414823587
"955","LTU","Lithuania","_T",1999,11172.213,"A","Normal value","EUR","Euro",-2.10276139957084
"956","LTU","Lithuania","_T",2000,11864.163,"A","Normal value","EUR","Euro",6.19349094042515
"957","LTU","Lithuania","_T",2001,12617.004,"A","Normal value","EUR","Euro",6.34550452484512
"958","LTU","Lithuania","_T",2002,13504.141,"A","Normal value","EUR","Euro",7.03128096020259
"959","LTU","Lithuania","_T",2003,14918.572,"A","Normal value","EUR","Euro",10.4740538476309
"960","LTU","Lithuania","_T",2004,16481.546,"A","Normal value","EUR","Euro",10.4766997806492
"961","LTU","Lithuania","_T",2005,18987.281,"A","Normal value","EUR","Euro",15.2032764402077
"962","LTU","Lithuania","_T",2006,21707.791,"A","Normal value","EUR","Euro",14.328065192694
"963","LTU","Lithuania","_T",2007,26047.055,"A","Normal value","EUR","Euro",19.989431444222
"964","LTU","Lithuania","_T",2008,29312.997,"A","Normal value","EUR","Euro",12.5386228884609
"965","LTU","Lithuania","_T",2009,24262.555,"A","Normal value","EUR","Euro",-17.229360750796
"966","LTU","Lithuania","_T",2010,25215.926,"A","Normal value","EUR","Euro",3.9293924320831
"967","LTU","Lithuania","_T",2011,28201.91,"A","Normal value","EUR","Euro",11.841659116544
"968","LTU","Lithuania","_T",2012,30226.851,"A","Normal value","EUR","Euro",7.18015552847307
"969","LTU","Lithuania","_T",2013,31769.972,"A","Normal value","EUR","Euro",5.10513318109122
"970","LTU","Lithuania","_T",2014,33080.707,"A","Normal value","EUR","Euro",4.12570398236423
"971","LTU","Lithuania","_T",2015,33627.468,"A","Normal value","EUR","Euro",1.65280929455346
"972","LTU","Lithuania","_T",2016,34997.019,"A","Normal value","EUR","Euro",4.07271519818263
"973","LTU","Lithuania","_T",2017,37981.863,"A","Normal value","EUR","Euro",8.52885212880559
"974","LTU","Lithuania","_T",2018,40928.144,"A","Normal value","EUR","Euro",7.75707342212256
"975","LTU","Lithuania","_T",2019,43994.773,"A","Normal value","EUR","Euro",7.49271454869784
"976","LTU","Lithuania","_T",2020,44708.598,"A","Normal value","EUR","Euro",1.62252229372793
"977","LTU","Lithuania","_T",2021,50526.076,"A","Normal value","EUR","Euro",13.0119893269747
"978","LTU","Lithuania","_T",2022,61303.008,"A","Normal value","EUR","Euro",21.3294458093282
"979","LUX","Luxembourg","_T",1995,13722.304,"A","Normal value","EUR","Euro",NA
"980","LUX","Luxembourg","_T",1996,14470.954,"A","Normal value","EUR","Euro",5.45571647443461
"981","LUX","Luxembourg","_T",1997,15592.672,"A","Normal value","EUR","Euro",7.75151382555705
"982","LUX","Luxembourg","_T",1998,16229.234,"A","Normal value","EUR","Euro",4.08244334261633
"983","LUX","Luxembourg","_T",1999,18373.944,"A","Normal value","EUR","Euro",13.2151030664787
"984","LUX","Luxembourg","_T",2000,20502.108,"A","Normal value","EUR","Euro",11.5825105377485
"985","LUX","Luxembourg","_T",2001,21424.213,"A","Normal value","EUR","Euro",4.49761068471593
"986","LUX","Luxembourg","_T",2002,22423.919,"A","Normal value","EUR","Euro",4.66624374953704
"987","LUX","Luxembourg","_T",2003,23474.634,"A","Normal value","EUR","Euro",4.68568852750492
"988","LUX","Luxembourg","_T",2004,25053.304,"A","Normal value","EUR","Euro",6.72500367843862
"989","LUX","Luxembourg","_T",2005,26894.032,"A","Normal value","EUR","Euro",7.3472464949134
"990","LUX","Luxembourg","_T",2006,30683.877,"A","Normal value","EUR","Euro",14.0917695048478
"991","LUX","Luxembourg","_T",2007,33658.394,"A","Normal value","EUR","Euro",9.69407158032865
"992","LUX","Luxembourg","_T",2008,35998.314,"A","Normal value","EUR","Euro",6.95196568202273
"993","LUX","Luxembourg","_T",2009,35116.859,"A","Normal value","EUR","Euro",-2.44860078724799
"994","LUX","Luxembourg","_T",2010,38235.934,"A","Normal value","EUR","Euro",8.88198742376135
"995","LUX","Luxembourg","_T",2011,39801.076,"A","Normal value","EUR","Euro",4.09337980340692
"996","LUX","Luxembourg","_T",2012,41682.682,"A","Normal value","EUR","Euro",4.72752545684946
"997","LUX","Luxembourg","_T",2013,44019.418,"A","Normal value","EUR","Euro",5.60601162852236
