"","REF_AREA","Reference.area","ACTIVITY","TIME_PERIOD","OBS_VALUE","OBS_STATUS","Observation.status","CURRENCY","Currency","percent_change"
"409","DNK","Denmark","_T",1993,811417,"A","Normal value","DKK","Danish krone",0.889760910948063
"410","DNK","Denmark","_T",1994,861684,"A","Normal value","DKK","Danish krone",6.19496510425589
"411","DNK","Denmark","_T",1995,897370,"A","Normal value","DKK","Danish krone",4.14142539492436
"412","DNK","Denmark","_T",1996,936510,"A","Normal value","DKK","Danish krone",4.3616345543087
"413","DNK","Denmark","_T",1997,984056,"A","Normal value","DKK","Danish krone",5.07693457624585
"414","DNK","Denmark","_T",1998,1010575,"A","Normal value","DKK","Danish krone",2.69486695879096
"415","DNK","Denmark","_T",1999,1059211,"A","Normal value","DKK","Danish krone",4.81270563787943
"416","DNK","Denmark","_T",2000,1143123,"A","Normal value","DKK","Danish krone",7.92212316526169
"417","DNK","Denmark","_T",2001,1181118,"A","Normal value","DKK","Danish krone",3.32378930351327
"418","DNK","Denmark","_T",2002,1211617,"A","Normal value","DKK","Danish krone",2.58221447814698
"419","DNK","Denmark","_T",2003,1235824,"A","Normal value","DKK","Danish krone",1.99790858002157
"420","DNK","Denmark","_T",2004,1291322,"A","Normal value","DKK","Danish krone",4.49076891207809
"421","DNK","Denmark","_T",2005,1347650,"A","Normal value","DKK","Danish krone",4.36204138084846
"422","DNK","Denmark","_T",2006,1428654,"A","Normal value","DKK","Danish krone",6.01075947018885
"423","DNK","Denmark","_T",2007,1475015,"A","Normal value","DKK","Danish krone",3.2450824342353
"424","DNK","Denmark","_T",2008,1545452,"A","Normal value","DKK","Danish krone",4.77534126771592
"425","DNK","Denmark","_T",2009,1484941,"A","Normal value","DKK","Danish krone",-3.91542409599263
"426","DNK","Denmark","_T",2010,1562743,"A","Normal value","DKK","Danish krone",5.23940008390906
"427","DNK","Denmark","_T",2011,1593742,"A","Normal value","DKK","Danish krone",1.98362750625023
"428","DNK","Denmark","_T",2012,1636086,"A","Normal value","DKK","Danish krone",2.65689176792731
"429","DNK","Denmark","_T",2013,1669456,"A","Normal value","DKK","Danish krone",2.03962383395494
"430","DNK","Denmark","_T",2014,1718979,"A","Normal value","DKK","Danish krone",2.96641540717455
"431","DNK","Denmark","_T",2015,1767126,"A","Normal value","DKK","Danish krone",2.80090681736077
"432","DNK","Denmark","_T",2016,1829138,"A","Normal value","DKK","Danish krone",3.50920081533518
"433","DNK","Denmark","_T",2017,1906874,"A","Normal value","DKK","Danish krone",4.24987070412402
"434","DNK","Denmark","_T",2018,1955159,"A","Normal value","DKK","Danish krone",2.53215472023846
"435","DNK","Denmark","_T",2019,2011579,"A","Normal value","DKK","Danish krone",2.8856988101735
"436","DNK","Denmark","_T",2020,2015951,"A","Normal value","DKK","Danish krone",0.217341700226538
"437","DNK","Denmark","_T",2021,2221043,"A","Normal value","DKK","Danish krone",10.1734615573494
"438","DNK","Denmark","_T",2022,2494524,"A","Normal value","DKK","Danish krone",12.3131789884302
"439","EA20","Euro area (20 countries)","_T",NA,NA,"","","_Z","Not applicable",NA
"440","ESP","Spain","_T",1995,426438,"A","Normal value","EUR","Euro",NA
"441","ESP","Spain","_T",1996,451897,"A","Normal value","EUR","Euro",5.97015275374146
"442","ESP","Spain","_T",1997,477499,"A","Normal value","EUR","Euro",5.66545031279252
"443","ESP","Spain","_T",1998,507777,"A","Normal value","EUR","Euro",6.34095568786532
"444","ESP","Spain","_T",1999,541434,"A","Normal value","EUR","Euro",6.62830336939247
"445","ESP","Spain","_T",2000,588988,"A","Normal value","EUR","Euro",8.78297262454888
"446","ESP","Spain","_T",2001,639118,"A","Normal value","EUR","Euro",8.5112090568908
"447","ESP","Spain","_T",2002,683263,"A","Normal value","EUR","Euro",6.90717520082363
"448","ESP","Spain","_T",2003,727883,"A","Normal value","EUR","Euro",6.53042825383491
"449","ESP","Spain","_T",2004,775375,"A","Normal value","EUR","Euro",6.52467498210564
"450","ESP","Spain","_T",2005,832410,"A","Normal value","EUR","Euro",7.35579558278252
"451","ESP","Spain","_T",2006,897257,"A","Normal value","EUR","Euro",7.79027162095602
"452","ESP","Spain","_T",2007,969173,"A","Normal value","EUR","Euro",8.01509489477374
"453","ESP","Spain","_T",2008,1022552,"A","Normal value","EUR","Euro",5.50768541839279
"454","ESP","Spain","_T",2009,1002045,"A","Normal value","EUR","Euro",-2.00547258232344
"455","ESP","Spain","_T",2010,985479,"A","Normal value","EUR","Euro",-1.65321916680389
"456","ESP","Spain","_T",2011,980239,"A","Normal value","EUR","Euro",-0.531721122418641
"457","ESP","Spain","_T",2012,948344,"A","Normal value","EUR","Euro",-3.25379830837173
"458","ESP","Spain","_T",2013,932777,"A","Normal value","EUR","Euro",-1.64149296036038
"459","ESP","Spain","_T",2014,940399,"A","Normal value","EUR","Euro",0.817129924944547
"460","ESP","Spain","_T",2015,978971,"A","Normal value","EUR","Euro",4.10166323018208
"461","ESP","Spain","_T",2016,1011268,"A","Normal value","EUR","Euro",3.2990762749867
"462","ESP","Spain","_T",2017,1053805,"A","Normal value","EUR","Euro",4.20630337358643
"463","ESP","Spain","_T",2018,1089420,"A","Normal value","EUR","Euro",3.37965752677203
"464","ESP","Spain","_T",2019,1129619,"A","Normal value","EUR","Euro",3.68994510840631
"465","ESP","Spain","_T",2020,1021086,"A","Normal value","EUR","Euro",-9.6079297533062
"466","ESP","Spain","_T",2021,1105853,"P","Provisional value","EUR","Euro",8.30165137902194
"467","ESP","Spain","_T",2022,1225632,"P","Provisional value","EUR","Euro",10.8313672793762
"468","EST","Estonia","_T",1995,2534.19,"A","Normal value","EUR","Euro",NA
"469","EST","Estonia","_T",1996,3237.98,"A","Normal value","EUR","Euro",27.7717929594861
"470","EST","Estonia","_T",1997,4011.58,"A","Normal value","EUR","Euro",23.8914384894286
"471","EST","Estonia","_T",1998,4544.72,"A","Normal value","EUR","Euro",13.2900253765349
"472","EST","Estonia","_T",1999,4863.39,"A","Normal value","EUR","Euro",7.01187311869598
"473","EST","Estonia","_T",2000,5512.85,"A","Normal value","EUR","Euro",13.3540596168516
"474","EST","Estonia","_T",2001,6236.92,"A","Normal value","EUR","Euro",13.1342227704363
"475","EST","Estonia","_T",2002,6962.57,"A","Normal value","EUR","Euro",11.6347492031323
"476","EST","Estonia","_T",2003,7807.64,"A","Normal value","EUR","Euro",12.1373286013642
"477","EST","Estonia","_T",2004,8664.68,"A","Normal value","EUR","Euro",10.9769405351681
"478","EST","Estonia","_T",2005,10052.72,"A","Normal value","EUR","Euro",16.0195183203534
"479","EST","Estonia","_T",2006,11935.22,"A","Normal value","EUR","Euro",18.7262750777899
"480","EST","Estonia","_T",2007,14412.14,"A","Normal value","EUR","Euro",20.7530317832432
"481","EST","Estonia","_T",2008,14818.68,"A","Normal value","EUR","Euro",2.82081633955818
"482","EST","Estonia","_T",2009,12265.68,"A","Normal value","EUR","Euro",-17.2282551482318
"483","EST","Estonia","_T",2010,12897.63,"A","Normal value","EUR","Euro",5.1521807188839
"484","EST","Estonia","_T",2011,14624.73,"A","Normal value","EUR","Euro",13.3908322691843
"485","EST","Estonia","_T",2012,15656.52,"A","Normal value","EUR","Euro",7.05510460705942
"486","EST","Estonia","_T",2013,16568.12,"A","Normal value","EUR","Euro",5.82249439849979
"487","EST","Estonia","_T",2014,17482.47,"A","Normal value","EUR","Euro",5.51873115356481
"488","EST","Estonia","_T",2015,17890.69,"A","Normal value","EUR","Euro",2.33502474192718
"489","EST","Estonia","_T",2016,18745.69,"A","Normal value","EUR","Euro",4.77902193822597
"490","EST","Estonia","_T",2017,20676.22,"A","Normal value","EUR","Euro",10.2985272881393
"491","EST","Estonia","_T",2018,22558.34,"A","Normal value","EUR","Euro",9.10282440407385
"492","EST","Estonia","_T",2019,24306.42,"A","Normal value","EUR","Euro",7.74915175496069
"493","EST","Estonia","_T",2020,24080.65,"A","Normal value","EUR","Euro",-0.928849250527214
"494","EST","Estonia","_T",2021,27321.33,"A","Normal value","EUR","Euro",13.457610155872
"495","EST","Estonia","_T",2022,31798.35,"A","Normal value","EUR","Euro",16.3865375514296
"496","EU27_2020","European Union (27 countries from 01/02/2020)","_T",1995,5711588.076,"A","Normal value","EUR","Euro",NA
"497","EU27_2020","European Union (27 countries from 01/02/2020)","_T",1996,5974467.732,"A","Normal value","EUR","Euro",4.60256679056768
"498","EU27_2020","European Union (27 countries from 01/02/2020)","_T",1997,6130909.362,"A","Normal value","EUR","Euro",2.61850322099957
"499","EU27_2020","European Union (27 countries from 01/02/2020)","_T",1998,6380993.129,"A","Normal value","EUR","Euro",4.07906482111846
"500","EU27_2020","European Union (27 countries from 01/02/2020)","_T",1999,6647146.919,"A","Normal value","EUR","Euro",4.171040222413
"501","EU27_2020","European Union (27 countries from 01/02/2020)","_T",2000,7052104.497,"A","Normal value","EUR","Euro",6.09220140512439
"502","EU27_2020","European Union (27 countries from 01/02/2020)","_T",2001,7404555.156,"A","Normal value","EUR","Euro",4.99780823086122
"503","EU27_2020","European Union (27 countries from 01/02/2020)","_T",2002,7672237.435,"A","Normal value","EUR","Euro",3.61510277606742
"504","EU27_2020","European Union (27 countries from 01/02/2020)","_T",2003,7875043.083,"A","Normal value","EUR","Euro",2.64337032994861
"505","EU27_2020","European Union (27 countries from 01/02/2020)","_T",2004,8228681.394,"A","Normal value","EUR","Euro",4.49062065150356
"506","EU27_2020","European Union (27 countries from 01/02/2020)","_T",2005,8559036.072,"A","Normal value","EUR","Euro",4.01467333807432
"507","EU27_2020","European Union (27 countries from 01/02/2020)","_T",2006,9030886.512,"A","Normal value","EUR","Euro",5.51289229336945
"508","EU27_2020","European Union (27 countries from 01/02/2020)","_T",2007,9592332.027,"A","Normal value","EUR","Euro",6.21694796246157
"509","EU27_2020","European Union (27 countries from 01/02/2020)","_T",2008,9942913.338,"A","Normal value","EUR","Euro",3.65480792379998
"510","EU27_2020","European Union (27 countries from 01/02/2020)","_T",2009,9534381.698,"A","Normal value","EUR","Euro",-4.10877200788491
"511","EU27_2020","European Union (27 countries from 01/02/2020)","_T",2010,9851274.982,"A","Normal value","EUR","Euro",3.32368992597049
"512","EU27_2020","European Union (27 countries from 01/02/2020)","_T",2011,10152349.375,"A","Normal value","EUR","Euro",3.05619722878627
"513","EU27_2020","European Union (27 countries from 01/02/2020)","_T",2012,10213208.56,"A","Normal value","EUR","Euro",0.599459127656356
"514","EU27_2020","European Union (27 countries from 01/02/2020)","_T",2013,10318983.073,"A","Normal value","EUR","Euro",1.03566388935076
"515","EU27_2020","European Union (27 countries from 01/02/2020)","_T",2014,10554793.437,"A","Normal value","EUR","Euro",2.28520933052993
"516","EU27_2020","European Union (27 countries from 01/02/2020)","_T",2015,10939261.972,"A","Normal value","EUR","Euro",3.64259648750906
"517","EU27_2020","European Union (27 countries from 01/02/2020)","_T",2016,11227133.147,"A","Normal value","EUR","Euro",2.63154110155541
"518","EU27_2020","European Union (27 countries from 01/02/2020)","_T",2017,11692289.85,"A","Normal value","EUR","Euro",4.14314764873252
"519","EU27_2020","European Union (27 countries from 01/02/2020)","_T",2018,12095442.71,"A","Normal value","EUR","Euro",3.44802314321691
"520","EU27_2020","European Union (27 countries from 01/02/2020)","_T",2019,12534891.052,"A","Normal value","EUR","Euro",3.63317286135117
"521","EU27_2020","European Union (27 countries from 01/02/2020)","_T",2020,12105315.183,"A","Normal value","EUR","Euro",-3.42704110644391
"522","EU27_2020","European Union (27 countries from 01/02/2020)","_T",2021,13099745.976,"A","Normal value","EUR","Euro",8.2148277675291
"523","EU27_2020","European Union (27 countries from 01/02/2020)","_T",2022,14302524.999,"A","Normal value","EUR","Euro",9.18169730316609
"524","FIN","Finland","_T",1980,30084,"A","Normal value","EUR","Euro",NA
"525","FIN","Finland","_T",1981,33915,"A","Normal value","EUR","Euro",12.7343438372557
"526","FIN","Finland","_T",1982,38067,"A","Normal value","EUR","Euro",12.2423706324635
"527","FIN","Finland","_T",1983,42547,"A","Normal value","EUR","Euro",11.7687235663436
"528","FIN","Finland","_T",1984,47249,"A","Normal value","EUR","Euro",11.051307965309
"529","FIN","Finland","_T",1985,51312,"A","Normal value","EUR","Euro",8.5991237909797
"530","FIN","Finland","_T",1986,55047,"A","Normal value","EUR","Euro",7.2789990645463
"531","FIN","Finland","_T",1987,59212,"A","Normal value","EUR","Euro",7.56626155830472
"532","FIN","Finland","_T",1988,65862,"A","Normal value","EUR","Euro",11.2308315881916
"533","FIN","Finland","_T",1989,73949,"A","Normal value","EUR","Euro",12.2787039567581
"534","FIN","Finland","_T",1990,79033,"A","Normal value","EUR","Euro",6.87500845177081
"535","FIN","Finland","_T",1991,75596,"A","Normal value","EUR","Euro",-4.34881631723457
"536","FIN","Finland","_T",1992,73925,"A","Normal value","EUR","Euro",-2.21043441451929
"537","FIN","Finland","_T",1993,74933,"A","Normal value","EUR","Euro",1.36354413256679
"538","FIN","Finland","_T",1994,79423,"A","Normal value","EUR","Euro",5.99201953745346
"539","FIN","Finland","_T",1995,86345,"A","Normal value","EUR","Euro",8.71535953061456
"540","FIN","Finland","_T",1996,89194,"A","Normal value","EUR","Euro",3.29955411430888
"541","FIN","Finland","_T",1997,96133,"A","Normal value","EUR","Euro",7.77967127833711
"542","FIN","Finland","_T",1998,104771,"A","Normal value","EUR","Euro",8.98546804947313
"543","FIN","Finland","_T",1999,110428,"A","Normal value","EUR","Euro",5.39939487071804
"544","FIN","Finland","_T",2000,119381,"A","Normal value","EUR","Euro",8.10754518781468
"545","FIN","Finland","_T",2001,127302,"A","Normal value","EUR","Euro",6.63505918027157
"546","FIN","Finland","_T",2002,130218,"A","Normal value","EUR","Euro",2.2906160154593
"547","FIN","Finland","_T",2003,132423,"A","Normal value","EUR","Euro",1.69331428834723
"548","FIN","Finland","_T",2004,139033,"A","Normal value","EUR","Euro",4.99158001253559
"549","FIN","Finland","_T",2005,143921,"A","Normal value","EUR","Euro",3.51571209712802
"550","FIN","Finland","_T",2006,150758,"A","Normal value","EUR","Euro",4.75052285628921
"551","FIN","Finland","_T",2007,164142,"A","Normal value","EUR","Euro",8.87780416296316
"552","FIN","Finland","_T",2008,170940,"A","Normal value","EUR","Euro",4.14153598713309
"553","FIN","Finland","_T",2009,159066,"A","Normal value","EUR","Euro",-6.94629694629695
"554","FIN","Finland","_T",2010,164663,"A","Normal value","EUR","Euro",3.51866520815259
"555","FIN","Finland","_T",2011,171583,"A","Normal value","EUR","Euro",4.20252272823889
"556","FIN","Finland","_T",2012,173661,"A","Normal value","EUR","Euro",1.21107568931654
"557","FIN","Finland","_T",2013,175985,"A","Normal value","EUR","Euro",1.33823944351351
"558","FIN","Finland","_T",2014,178410,"A","Normal value","EUR","Euro",1.3779583487229
"559","FIN","Finland","_T",2015,182599,"A","Normal value","EUR","Euro",2.34796255815257
"560","FIN","Finland","_T",2016,187394,"A","Normal value","EUR","Euro",2.62597275998226
"561","FIN","Finland","_T",2017,195707,"A","Normal value","EUR","Euro",4.43610787965463
"562","FIN","Finland","_T",2018,201308,"A","Normal value","EUR","Euro",2.86193135656875
"563","FIN","Finland","_T",2019,207291,"A","Normal value","EUR","Euro",2.9720627098774
"564","FIN","Finland","_T",2020,206158,"A","Normal value","EUR","Euro",-0.546574622149539
"565","FIN","Finland","_T",2021,217207,"A","Normal value","EUR","Euro",5.35948156268493
"566","FIN","Finland","_T",2022,232691,"A","Normal value","EUR","Euro",7.1286836980392
"567","FRA","France","_T",1950,13716,"A","Normal value","EUR","Euro",NA
"568","FRA","France","_T",1951,17187,"A","Normal value","EUR","Euro",25.3062117235346
"569","FRA","France","_T",1952,19937,"A","Normal value","EUR","Euro",16.0004654680863
"570","FRA","France","_T",1953,20663,"A","Normal value","EUR","Euro",3.64147063249235
"571","FRA","France","_T",1954,22007,"A","Normal value","EUR","Euro",6.50437980932101
"572","FRA","France","_T",1955,23745,"A","Normal value","EUR","Euro",7.89748716317535
"573","FRA","France","_T",1956,26240,"A","Normal value","EUR","Euro",10.507475257949
"574","FRA","France","_T",1957,29552,"A","Normal value","EUR","Euro",12.6219512195122
"575","FRA","France","_T",1958,34100,"A","Normal value","EUR","Euro",15.3898213318896
"576","FRA","France","_T",1959,36989,"A","Normal value","EUR","Euro",8.47214076246334
"577","FRA","France","_T",1960,41191,"A","Normal value","EUR","Euro",11.3601340939198
"578","FRA","France","_T",1961,44658,"A","Normal value","EUR","Euro",8.41688718409361
"579","FRA","France","_T",1962,50060,"A","Normal value","EUR","Euro",12.0963769089525
"580","FRA","France","_T",1963,55984,"A","Normal value","EUR","Euro",11.8337994406712
"581","FRA","France","_T",1964,61965,"A","Normal value","EUR","Euro",10.6834095455845
"582","FRA","France","_T",1965,67107,"A","Normal value","EUR","Euro",8.29823287339627
"583","FRA","France","_T",1966,72782,"A","Normal value","EUR","Euro",8.45664386725677
"584","FRA","France","_T",1967,78991,"A","Normal value","EUR","Euro",8.53095545601935
"585","FRA","France","_T",1968,87128,"A","Normal value","EUR","Euro",10.3011735514172
"586","FRA","France","_T",1969,98864,"A","Normal value","EUR","Euro",13.4698374804885
"587","FRA","France","_T",1970,111374,"A","Normal value","EUR","Euro",12.6537465609322
"588","FRA","France","_T",1971,124421,"A","Normal value","EUR","Euro",11.7145832959218
"589","FRA","France","_T",1972,138733,"A","Normal value","EUR","Euro",11.5028813463965
"590","FRA","France","_T",1973,160328,"A","Normal value","EUR","Euro",15.5658711337605
"591","FRA","France","_T",1974,187182,"A","Normal value","EUR","Euro",16.7494137019111
"592","FRA","France","_T",1975,211381,"A","Normal value","EUR","Euro",12.9280593219433
"593","FRA","France","_T",1976,243202,"A","Normal value","EUR","Euro",15.0538600914936
"594","FRA","France","_T",1977,276043,"A","Normal value","EUR","Euro",13.5035896086381
"595","FRA","France","_T",1978,311234,"A","Normal value","EUR","Euro",12.7483761587869
"596","FRA","France","_T",1979,353322,"A","Normal value","EUR","Euro",13.5229441513459
"597","FRA","France","_T",1980,403015,"A","Normal value","EUR","Euro",14.0645077294932
"598","FRA","France","_T",1981,455642,"A","Normal value","EUR","Euro",13.0583228912075
"599","FRA","France","_T",1982,522807,"A","Normal value","EUR","Euro",14.7407394401745
"600","FRA","France","_T",1983,580338,"A","Normal value","EUR","Euro",11.0042520471226
"601","FRA","France","_T",1984,630704,"A","Normal value","EUR","Euro",8.67873549552158
"602","FRA","France","_T",1985,674600,"A","Normal value","EUR","Euro",6.95984170070271
"603","FRA","France","_T",1986,727086,"A","Normal value","EUR","Euro",7.7803142603024
"604","FRA","France","_T",1987,763587,"A","Normal value","EUR","Euro",5.02017643029848
"605","FRA","France","_T",1988,824624,"A","Normal value","EUR","Euro",7.99345719610208
"606","FRA","France","_T",1989,890915,"A","Normal value","EUR","Euro",8.0389365334989
"607","FRA","France","_T",1990,943853,"A","Normal value","EUR","Euro",5.94198099706482
"608","FRA","France","_T",1991,979623,"A","Normal value","EUR","Euro",3.78978506186874
"609","FRA","France","_T",1992,1019900,"A","Normal value","EUR","Euro",4.11147962022125
"610","FRA","France","_T",1993,1030121,"A","Normal value","EUR","Euro",1.00215707422296
"611","FRA","France","_T",1994,1057108,"A","Normal value","EUR","Euro",2.61978932571999
"612","FRA","France","_T",1995,1090700,"A","Normal value","EUR","Euro",3.17772640070835
"613","FRA","France","_T",1996,1116862,"A","Normal value","EUR","Euro",2.39864307325571
"614","FRA","France","_T",1997,1154044,"A","Normal value","EUR","Euro",3.32914899065417
"615","FRA","France","_T",1998,1207167,"A","Normal value","EUR","Euro",4.60320403728107
"616","FRA","France","_T",1999,1251478,"A","Normal value","EUR","Euro",3.67066031460436
"617","FRA","France","_T",2000,1326341,"A","Normal value","EUR","Euro",5.98196692231106
"618","FRA","France","_T",2001,1384016,"A","Normal value","EUR","Euro",4.34842925009481
"619","FRA","France","_T",2002,1430220,"A","Normal value","EUR","Euro",3.3384007121305
"620","FRA","France","_T",2003,1469233,"A","Normal value","EUR","Euro",2.72776216246452
"621","FRA","France","_T",2004,1532690,"A","Normal value","EUR","Euro",4.31905626949572
"622","FRA","France","_T",2005,1586085,"A","Normal value","EUR","Euro",3.48374426661621
"623","FRA","France","_T",2006,1654464,"A","Normal value","EUR","Euro",4.31118130491115
"624","FRA","France","_T",2007,1742511,"A","Normal value","EUR","Euro",5.32178397354068
"625","FRA","France","_T",2008,1792805,"A","Normal value","EUR","Euro",2.88629454849926
"626","FRA","France","_T",2009,1750127,"A","Normal value","EUR","Euro",-2.3805154492541
"627","FRA","France","_T",2010,1797790,"A","Normal value","EUR","Euro",2.72340235880025
"628","FRA","France","_T",2011,1848583,"A","Normal value","EUR","Euro",2.82530217656122
"629","FRA","France","_T",2012,1875325,"A","Normal value","EUR","Euro",1.44662154742308
"630","FRA","France","_T",2013,1899841,"A","Normal value","EUR","Euro",1.3072934024769
"631","FRA","France","_T",2014,1927230,"A","Normal value","EUR","Euro",1.44164695887709
"632","FRA","France","_T",2015,1967466,"A","Normal value","EUR","Euro",2.08776326644977
"633","FRA","France","_T",2016,1996790,"A","Normal value","EUR","Euro",1.49044506995292
"634","FRA","France","_T",2017,2046129,"A","Normal value","EUR","Euro",2.47091581989093
"635","FRA","France","_T",2018,2101770,"A","Normal value","EUR","Euro",2.71933001291707
"636","FRA","France","_T",2019,2169269,"A","Normal value","EUR","Euro",3.21153123319868
"637","FRA","France","_T",2020,2068844,"A","Normal value","EUR","Euro",-4.62943968682538
"638","FRA","France","_T",2021,2217805,"P","Provisional value","EUR","Euro",7.20020455868108
"639","FRA","France","_T",2022,2361180,"P","Provisional value","EUR","Euro",6.46472525763086
"640","GBR","United Kingdom","_T",1995,772514,"A","Normal value","GBP","Pound sterling",NA
"641","GBR","United Kingdom","_T",1996,826677,"A","Normal value","GBP","Pound sterling",7.01126452077244
"642","GBR","United Kingdom","_T",1997,861895,"A","Normal value","GBP","Pound sterling",4.26018868312533
"643","GBR","United Kingdom","_T",1998,899791,"A","Normal value","GBP","Pound sterling",4.39682327893769
"644","GBR","United Kingdom","_T",1999,936185,"A","Normal value","GBP","Pound sterling",4.04471705095961
"645","GBR","United Kingdom","_T",2000,987515,"A","Normal value","GBP","Pound sterling",5.48289066797695
"646","GBR","United Kingdom","_T",2001,1031117,"A","Normal value","GBP","Pound sterling",4.41532533683033
"647","GBR","United Kingdom","_T",2002,1072157,"A","Normal value","GBP","Pound sterling",3.98014968233479
"648","GBR","United Kingdom","_T",2003,1132892,"A","Normal value","GBP","Pound sterling",5.66474872616604
"649","GBR","United Kingdom","_T",2004,1189413,"A","Normal value","GBP","Pound sterling",4.98908986911374
"650","GBR","United Kingdom","_T",2005,1259906,"A","Normal value","GBP","Pound sterling",5.9267050217208
"651","GBR","United Kingdom","_T",2006,1325927,"A","Normal value","GBP","Pound sterling",5.24015283679894
"652","GBR","United Kingdom","_T",2007,1390158,"A","Normal value","GBP","Pound sterling",4.84423350606783
"653","GBR","United Kingdom","_T",2008,1442023,"A","Normal value","GBP","Pound sterling",3.73087087942522
"654","GBR","United Kingdom","_T",2009,1410178,"A","Normal value","GBP","Pound sterling",-2.20835590000992
"655","GBR","United Kingdom","_T",2010,1449003,"A","Normal value","GBP","Pound sterling",2.75319853238386
"656","GBR","United Kingdom","_T",2011,1484323,"A","Normal value","GBP","Pound sterling",2.4375380865326
"657","GBR","United Kingdom","_T",2012,1531610,"A","Normal value","GBP","Pound sterling",3.1857621285933
"658","GBR","United Kingdom","_T",2013,1589831,"A","Normal value","GBP","Pound sterling",3.80129406311006
"659","GBR","United Kingdom","_T",2014,1660753,"A","Normal value","GBP","Pound sterling",4.46097729884497
"660","GBR","United Kingdom","_T",2015,1709030,"A","Normal value","GBP","Pound sterling",2.90693438458338
"661","GBR","United Kingdom","_T",2016,1774630,"A","Normal value","GBP","Pound sterling",3.83843466761847
"662","GBR","United Kingdom","_T",2017,1856764,"A","Normal value","GBP","Pound sterling",4.62823236392938
"663","GBR","United Kingdom","_T",2018,1920289,"A","Normal value","GBP","Pound sterling",3.42127486314901
"664","GBR","United Kingdom","_T",2019,1995708,"A","Normal value","GBP","Pound sterling",3.92748174884093
"665","GBR","United Kingdom","_T",2020,1897957,"A","Normal value","GBP","Pound sterling",-4.8980612394198
"666","GBR","United Kingdom","_T",2021,2046636,"A","Normal value","GBP","Pound sterling",7.83363374407323
"667","GEO","Georgia","_T",2010,19286.354,"A","Normal value","GEL","Lari",NA
"668","GEO","Georgia","_T",2011,22622.173,"A","Normal value","GEL","Lari",17.2962655357254
"669","GEO","Georgia","_T",2012,24251.609,"A","Normal value","GEL","Lari",7.20282706705497
"670","GEO","Georgia","_T",2013,25538.193,"A","Normal value","GEL","Lari",5.30514903155497
"671","GEO","Georgia","_T",2014,27661.322,"A","Normal value","GEL","Lari",8.31354434513045
"672","GEO","Georgia","_T",2015,30197.141,"A","Normal value","GEL","Lari",9.16738180481757
"673","GEO","Georgia","_T",2016,31555.848,"A","Normal value","GEL","Lari",4.49945575973567
"674","GEO","Georgia","_T",2017,35347.647,"A","Normal value","GEL","Lari",12.0161530756518
"675","GEO","Georgia","_T",2018,38778.513,"A","Normal value","GEL","Lari",9.70606614918385
"676","GEO","Georgia","_T",2019,43137.77,"A","Normal value","GEL","Lari",11.2414238266434
"677","GEO","Georgia","_T",2020,43136.605,"A","Normal value","GEL","Lari",-0.00270064956995597
"678","GEO","Georgia","_T",2021,52412.375,"A","Normal value","GEL","Lari",21.5032453295756
"679","GEO","Georgia","_T",2022,62805.396,"A","Normal value","GEL","Lari",19.8293265664836
"680","GRC","Greece","_T",1995,84679.248,"A","Normal value","EUR","Euro",NA
"681","GRC","Greece","_T",1996,93276.001,"A","Normal value","EUR","Euro",10.1521366840669
"682","GRC","Greece","_T",1997,103437.165,"A","Normal value","EUR","Euro",10.8936531273462
"683","GRC","Greece","_T",1998,113423.706,"A","Normal value","EUR","Euro",9.65469326232985
"684","GRC","Greece","_T",1999,119960.847,"A","Normal value","EUR","Euro",5.76346976354307
"685","GRC","Greece","_T",2000,126181.398,"A","Normal value","EUR","Euro",5.18548439392063
"686","GRC","Greece","_T",2001,135470.294,"A","Normal value","EUR","Euro",7.36154151660294
"687","GRC","Greece","_T",2002,145797.387,"A","Normal value","EUR","Euro",7.62314208899554
"688","GRC","Greece","_T",2003,160513.369,"A","Normal value","EUR","Euro",10.0934470108165
"689","GRC","Greece","_T",2004,174773.029,"A","Normal value","EUR","Euro",8.88378338130826
"690","GRC","Greece","_T",2005,178820.508,"A","Normal value","EUR","Euro",2.31584874574669
"691","GRC","Greece","_T",2006,193047.129,"A","Normal value","EUR","Euro",7.95581063890054
"692","GRC","Greece","_T",2007,205266.96,"A","Normal value","EUR","Euro",6.32997292593769
"693","GRC","Greece","_T",2008,213818.862,"A","Normal value","EUR","Euro",4.16623405929527
"694","GRC","Greece","_T",2009,212390.866,"A","Normal value","EUR","Euro",-0.667853147586196
"695","GRC","Greece","_T",2010,197729.154,"B","Time series break","EUR","Euro",-6.90317445195595
"696","GRC","Greece","_T",2011,178180.536,"A","Normal value","EUR","Euro",-9.88656331377416
"697","GRC","Greece","_T",2012,166150.664,"A","Normal value","EUR","Euro",-6.75150735880602
"698","GRC","Greece","_T",2013,159466.766,"A","Normal value","EUR","Euro",-4.02279343283274
"699","GRC","Greece","_T",2014,156492.498,"A","Normal value","EUR","Euro",-1.8651334535749
"700","GRC","Greece","_T",2015,155835.609,"A","Normal value","EUR","Euro",-0.419757501730208
"701","GRC","Greece","_T",2016,152196.602,"A","Normal value","EUR","Euro",-2.33515755696118
"702","GRC","Greece","_T",2017,154344.208,"A","Normal value","EUR","Euro",1.41107355340299
"703","GRC","Greece","_T",2018,155610.938,"A","Normal value","EUR","Euro",0.82071754840323
"704","GRC","Greece","_T",2019,158898.83,"A","Normal value","EUR","Euro",2.11289260398905
