"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2010","2010","NOK","Norwegian Krone","0","Units",,,5.86,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2011","2011","NOK","Norwegian Krone","0","Units",,,5.99,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2012","2012","NOK","Norwegian Krone","0","Units",,,5.57,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2013","2013","NOK","Norwegian Krone","0","Units",,,6.08,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2014","2014","NOK","Norwegian Krone","0","Units",,,7.43,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2015","2015","NOK","Norwegian Krone","0","Units",,,8.81,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2016","2016","NOK","Norwegian Krone","0","Units",,,8.62,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2017","2017","NOK","Norwegian Krone","0","Units",,,8.21,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2018","2018","NOK","Norwegian Krone","0","Units",,,8.69,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2019","2019","NOK","Norwegian Krone","0","Units",,,8.78,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2020","2020","NOK","Norwegian Krone","0","Units",,,8.53,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2021","2021","NOK","Norwegian Krone","0","Units",,,8.82,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2022","2022","NOK","Norwegian Krone","0","Units",,,9.86,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2023","2023","NOK","Norwegian Krone","0","Units",,,10.17,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","2000","2000","CLP","Chilean Peso","0","Units",,,539.5875,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","2001","2001","CLP","Chilean Peso","0","Units",,,634.938333,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","2002","2002","CLP","Chilean Peso","0","Units",,,688.936667,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","2003","2003","CLP","Chilean Peso","0","Units",,,691.3975,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","2004","2004","CLP","Chilean Peso","0","Units",,,609.529167,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","2005","2005","CLP","Chilean Peso","0","Units",,,559.7675,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","2006","2006","CLP","Chilean Peso","0","Units",,,530.275,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","2007","2007","CLP","Chilean Peso","0","Units",,,522.464167,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","2008","2008","CLP","Chilean Peso","0","Units",,,522.461036,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","2009","2009","CLP","Chilean Peso","0","Units",,,560.859895,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","2010","2010","CLP","Chilean Peso","0","Units",,,510.249167,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","2011","2011","CLP","Chilean Peso","0","Units",,,483.6675,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","2012","2012","CLP","Chilean Peso","0","Units",,,486.471303,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","2013","2013","CLP","Chilean Peso","0","Units",,,495.272878,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","2014","2014","CLP","Chilean Peso","0","Units",,,570.348216,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","2015","2015","CLP","Chilean Peso","0","Units",,,654.124084,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","2016","2016","CLP","Chilean Peso","0","Units",,,676.957736,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","2017","2017","CLP","Chilean Peso","0","Units",,,648.833793,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","2018","2018","CLP","Chilean Peso","0","Units",,,641.276813,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","2019","2019","CLP","Chilean Peso","0","Units",,,702.897423,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","2020","2020","CLP","Chilean Peso","0","Units",,,792.727206,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","2021","2021","CLP","Chilean Peso","0","Units",,,758.955379,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","2022","2022","CLP","Chilean Peso","0","Units",,,873.31419,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","2023","2023","CLP","Chilean Peso","0","Units",,,840.066527,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","PLN","Zloty","0","Units",,,1.832933,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","PLN","Zloty","0","Units",,,1.837063,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2002","2002","PLN","Zloty","0","Units",,,1.799795,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2003","2003","PLN","Zloty","0","Units",,,1.804365,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2004","2004","PLN","Zloty","0","Units",,,1.829993,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","PLN","Zloty","0","Units",,,1.867595,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","PLN","Zloty","0","Units",,,1.850464,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","PLN","Zloty","0","Units",,,1.853515,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","PLN","Zloty","0","Units",,,1.842243,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","PLN","Zloty","0","Units",,,1.869211,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","PLN","Zloty","0","Units",,,1.805127,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","PLN","Zloty","0","Units",,,1.801424,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","PLN","Zloty","0","Units",,,1.796168,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","PLN","Zloty","0","Units",,,1.762045,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","PLN","Zloty","0","Units",,,1.767142,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","PLN","Zloty","0","Units",,,1.765116,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","PLN","Zloty","0","Units",,,1.732843,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2017","2017","PLN","Zloty","0","Units",,,1.742879,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2018","2018","PLN","Zloty","0","Units",,,1.748426,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2019","2019","PLN","Zloty","0","Units",,,1.698557,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2020","2020","PLN","Zloty","0","Units",,,1.698184,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2021","2021","PLN","Zloty","0","Units",,,1.722789,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2022","2022","PLN","Zloty","0","Units",,,1.787327,,
"DEU","Germany","EXC","Exchange rates, period-average","CD","National currency per US dollar","2000","2000","EUR","Euro","0","Units",,,1.082705,,
"DEU","Germany","EXC","Exchange rates, period-average","CD","National currency per US dollar","2001","2001","EUR","Euro","0","Units",,,1.116533,,
"DEU","Germany","EXC","Exchange rates, period-average","CD","National currency per US dollar","2002","2002","EUR","Euro","0","Units",,,1.057559,,
"DEU","Germany","EXC","Exchange rates, period-average","CD","National currency per US dollar","2003","2003","EUR","Euro","0","Units",,,0.884048,,
"DEU","Germany","EXC","Exchange rates, period-average","CD","National currency per US dollar","2004","2004","EUR","Euro","0","Units",,,0.803922,,
"DEU","Germany","EXC","Exchange rates, period-average","CD","National currency per US dollar","2005","2005","EUR","Euro","0","Units",,,0.8038,,
"DEU","Germany","EXC","Exchange rates, period-average","CD","National currency per US dollar","2006","2006","EUR","Euro","0","Units",,,0.796433,,
"DEU","Germany","EXC","Exchange rates, period-average","CD","National currency per US dollar","2007","2007","EUR","Euro","0","Units",,,0.729672,,
"DEU","Germany","EXC","Exchange rates, period-average","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.679923,,
"DEU","Germany","EXC","Exchange rates, period-average","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.716958,,
"DEU","Germany","EXC","Exchange rates, period-average","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.754309,,
"DEU","Germany","EXC","Exchange rates, period-average","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.718414,,
"DEU","Germany","EXC","Exchange rates, period-average","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.778338,,
"DEU","Germany","EXC","Exchange rates, period-average","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.752945,,
"DEU","Germany","EXC","Exchange rates, period-average","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.752728,,
"DEU","Germany","EXC","Exchange rates, period-average","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.901296,,
"DEU","Germany","EXC","Exchange rates, period-average","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.903421,,
"DEU","Germany","EXC","Exchange rates, period-average","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.885206,,
"DEU","Germany","EXC","Exchange rates, period-average","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.846773,,
"DEU","Germany","EXC","Exchange rates, period-average","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.893276,,
"DEU","Germany","EXC","Exchange rates, period-average","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.875506,,
"DEU","Germany","EXC","Exchange rates, period-average","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.845494,,
"DEU","Germany","EXC","Exchange rates, period-average","CD","National currency per US dollar","2022","2022","EUR","Euro","0","Units",,,0.949624,,
"DEU","Germany","EXC","Exchange rates, period-average","CD","National currency per US dollar","2023","2023","EUR","Euro","0","Units",,,0.92484,,
"RUS","Russia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2000","2000","RUB","Russian Ruble","0","Units",,,7.554321,,
"RUS","Russia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2001","2001","RUB","Russian Ruble","0","Units",,,8.876456,,
"RUS","Russia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2002","2002","RUB","Russian Ruble","0","Units",,,10.049132,,
"RUS","Russia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2003","2003","RUB","Russian Ruble","0","Units",,,11.010306,,
"RUS","Russia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2004","2004","RUB","Russian Ruble","0","Units",,,12.317392,,
"RUS","Russia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2005","2005","RUB","Russian Ruble","0","Units",,,13.390844,,
"RUS","Russia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2006","2006","RUB","Russian Ruble","0","Units",,,13.59712,,
"RUS","Russia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2007","2007","RUB","Russian Ruble","0","Units",,,14.346184,,
"RUS","Russia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2008","2008","RUB","Russian Ruble","0","Units",,,15.071879,,
"RUS","Russia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2009","2009","RUB","Russian Ruble","0","Units",,,15.94314,,
"RUS","Russia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2010","2010","RUB","Russian Ruble","0","Units",,,16.713316,,
"RUS","Russia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2011","2011","RUB","Russian Ruble","0","Units",,,18.910821,,
"RUS","Russia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2012","2012","RUB","Russian Ruble","0","Units",,,19.809335,,
"RUS","Russia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2013","2013","RUB","Russian Ruble","0","Units",,,21.462483,,
"RUS","Russia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2014","2014","RUB","Russian Ruble","0","Units",,,22.581957,,
"RUS","Russia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2015","2015","RUB","Russian Ruble","0","Units",,,25.251127,,
"RUS","Russia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2016","2016","RUB","Russian Ruble","0","Units",,,25.753506,,
"RUS","Russia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2017","2017","RUB","Russian Ruble","0","Units",,,25.850855,,
"RUS","Russia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2018","2018","RUB","Russian Ruble","0","Units",,,25.877734,,
"RUS","Russia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2019","2019","RUB","Russian Ruble","0","Units",,,26.783232,,
"RUS","Russia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2020","2020","RUB","Russian Ruble","0","Units",,,26.665909,,
"RUS","Russia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2021","2021","RUB","Russian Ruble","0","Units",,,27.174429,,
"RUS","Russia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2022","2022","RUB","Russian Ruble","0","Units",,,28.622293,,
"BEL","Belgium","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2000","2000","EUR","Euro","0","Units",,,1.074691,,
"BEL","Belgium","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2001","2001","EUR","Euro","0","Units",,,1.134687,,
"BEL","Belgium","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2002","2002","EUR","Euro","0","Units",,,0.953562,,
"BEL","Belgium","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2003","2003","EUR","Euro","0","Units",,,0.791766,,
"BEL","Belgium","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2004","2004","EUR","Euro","0","Units",,,0.73416,,
"BEL","Belgium","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2005","2005","EUR","Euro","0","Units",,,0.847673,,
"BEL","Belgium","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2006","2006","EUR","Euro","0","Units",,,0.759301,,
"BEL","Belgium","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2007","2007","EUR","Euro","0","Units",,,0.679302,,
"BEL","Belgium","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.718546,,
"BEL","Belgium","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.694155,,
"BEL","Belgium","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.748391,,
"BEL","Belgium","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.772857,,
"BEL","Belgium","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.75792,,
"BEL","Belgium","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.725111,,
"BEL","Belgium","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.823655,,
"BEL","Belgium","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.918527,,
"BEL","Belgium","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.948677,,
"BEL","Belgium","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.83382,,
"BEL","Belgium","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.873362,,
"BEL","Belgium","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.890155,,
"BEL","Belgium","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.81493,,
"BEL","Belgium","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.882924,,
"BEL","Belgium","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2022","2022","EUR","Euro","0","Units",,,0.937559,,
"BEL","Belgium","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2023","2023","EUR","Euro","0","Units",,,0.904977,,
"PRT","Portugal","EXC","Exchange rates, period-average","CD","National currency per US dollar","2000","2000","EUR","Euro","0","Units",,,1.082705,,
"PRT","Portugal","EXC","Exchange rates, period-average","CD","National currency per US dollar","2001","2001","EUR","Euro","0","Units",,,1.116533,,
"PRT","Portugal","EXC","Exchange rates, period-average","CD","National currency per US dollar","2002","2002","EUR","Euro","0","Units",,,1.057559,,
"PRT","Portugal","EXC","Exchange rates, period-average","CD","National currency per US dollar","2003","2003","EUR","Euro","0","Units",,,0.884048,,
"PRT","Portugal","EXC","Exchange rates, period-average","CD","National currency per US dollar","2004","2004","EUR","Euro","0","Units",,,0.803922,,
"PRT","Portugal","EXC","Exchange rates, period-average","CD","National currency per US dollar","2005","2005","EUR","Euro","0","Units",,,0.8038,,
"PRT","Portugal","EXC","Exchange rates, period-average","CD","National currency per US dollar","2006","2006","EUR","Euro","0","Units",,,0.796433,,
"PRT","Portugal","EXC","Exchange rates, period-average","CD","National currency per US dollar","2007","2007","EUR","Euro","0","Units",,,0.729672,,
"PRT","Portugal","EXC","Exchange rates, period-average","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.679923,,
"PRT","Portugal","EXC","Exchange rates, period-average","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.716958,,
"PRT","Portugal","EXC","Exchange rates, period-average","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.754309,,
"PRT","Portugal","EXC","Exchange rates, period-average","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.718414,,
"PRT","Portugal","EXC","Exchange rates, period-average","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.778338,,
"PRT","Portugal","EXC","Exchange rates, period-average","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.752945,,
"PRT","Portugal","EXC","Exchange rates, period-average","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.752728,,
"PRT","Portugal","EXC","Exchange rates, period-average","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.901296,,
"PRT","Portugal","EXC","Exchange rates, period-average","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.903421,,
"PRT","Portugal","EXC","Exchange rates, period-average","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.885206,,
"PRT","Portugal","EXC","Exchange rates, period-average","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.846773,,
"PRT","Portugal","EXC","Exchange rates, period-average","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.893276,,
"PRT","Portugal","EXC","Exchange rates, period-average","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.875506,,
"PRT","Portugal","EXC","Exchange rates, period-average","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.845494,,
"PRT","Portugal","EXC","Exchange rates, period-average","CD","National currency per US dollar","2022","2022","EUR","Euro","0","Units",,,0.949624,,
"PRT","Portugal","EXC","Exchange rates, period-average","CD","National currency per US dollar","2023","2023","EUR","Euro","0","Units",,,0.92484,,
"TUR","Türkiye","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2000","2000","TRY","Turkish Lira","0","Units",,,0.673385,,
"TUR","Türkiye","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2001","2001","TRY","Turkish Lira","0","Units",,,1.450127,,
"TUR","Türkiye","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2002","2002","TRY","Turkish Lira","0","Units",,,1.643699,,
"TUR","Türkiye","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2003","2003","TRY","Turkish Lira","0","Units",,,1.396638,,
"TUR","Türkiye","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2004","2004","TRY","Turkish Lira","0","Units",,,1.3395,,
"TUR","Türkiye","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2005","2005","TRY","Turkish Lira","0","Units",,,1.34505,,
"TUR","Türkiye","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2006","2006","TRY","Turkish Lira","0","Units",,,1.409,,
"TUR","Türkiye","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2007","2007","TRY","Turkish Lira","0","Units",,,1.1708,,
"TUR","Türkiye","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2008","2008","TRY","Turkish Lira","0","Units",,,1.52545,,
"TUR","Türkiye","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2009","2009","TRY","Turkish Lira","0","Units",,,1.4909,,
"TUR","Türkiye","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2010","2010","TRY","Turkish Lira","0","Units",,,1.5413,,
"TUR","Türkiye","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2011","2011","TRY","Turkish Lira","0","Units",,,1.89345,,
"TUR","Türkiye","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2012","2012","TRY","Turkish Lira","0","Units",,,1.7819,,
"TUR","Türkiye","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2013","2013","TRY","Turkish Lira","0","Units",,,2.1362,,
"TUR","Türkiye","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2014","2014","TRY","Turkish Lira","0","Units",,,2.32095,,
"TUR","Türkiye","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2015","2015","TRY","Turkish Lira","0","Units",,,2.9102,,
"TUR","Türkiye","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2016","2016","TRY","Turkish Lira","0","Units",,,3.52235,,
"TUR","Türkiye","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2017","2017","TRY","Turkish Lira","0","Units",,,3.7753,,
"TUR","Türkiye","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2018","2018","TRY","Turkish Lira","0","Units",,,5.26565,,
"TUR","Türkiye","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2019","2019","TRY","Turkish Lira","0","Units",,,5.94555,,
"TUR","Türkiye","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2020","2020","TRY","Turkish Lira","0","Units",,,7.3471,,
"TUR","Türkiye","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2021","2021","TRY","Turkish Lira","0","Units",,,12.9892,,
"TUR","Türkiye","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2022","2022","TRY","Turkish Lira","0","Units",,,18.71515,,
"CHL","Chile","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2000","2000","CLP","Chilean Peso","0","Units",,,328.978193,,
"CHL","Chile","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2001","2001","CLP","Chilean Peso","0","Units",,,337.279928,,
"CHL","Chile","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2002","2002","CLP","Chilean Peso","0","Units",,,342.130701,,
"CHL","Chile","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2003","2003","CLP","Chilean Peso","0","Units",,,345.192388,,
"CHL","Chile","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2004","2004","CLP","Chilean Peso","0","Units",,,340.640175,,
"CHL","Chile","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2005","2005","CLP","Chilean Peso","0","Units",,,345.67,,
"CHL","Chile","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2006","2006","CLP","Chilean Peso","0","Units",,,315.812303,,
"CHL","Chile","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2007","2007","CLP","Chilean Peso","0","Units",,,319.688877,,
"CHL","Chile","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2008","2008","CLP","Chilean Peso","0","Units",,,335.454888,,
"CHL","Chile","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2009","2009","CLP","Chilean Peso","0","Units",,,341.468291,,
"CHL","Chile","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2010","2010","CLP","Chilean Peso","0","Units",,,352.976877,,
"CHL","Chile","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2011","2011","CLP","Chilean Peso","0","Units",,,353.270042,,
"CHL","Chile","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2012","2012","CLP","Chilean Peso","0","Units",,,352.142568,,
"CHL","Chile","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2013","2013","CLP","Chilean Peso","0","Units",,,351.496701,,
"CHL","Chile","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2014","2014","CLP","Chilean Peso","0","Units",,,371.643106,,
"CHL","Chile","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2015","2015","CLP","Chilean Peso","0","Units",,,402.021321,,
"CHL","Chile","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2016","2016","CLP","Chilean Peso","0","Units",,,409.512966,,
"CHL","Chile","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2017","2017","CLP","Chilean Peso","0","Units",,,417.532542,,
"CHL","Chile","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2018","2018","CLP","Chilean Peso","0","Units",,,408.577372,,
"CHL","Chile","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2019","2019","CLP","Chilean Peso","0","Units",,,399.797855,,
