"","REF_AREA","Reference.area","ACTIVITY","Economic.activity","TIME_PERIOD","OBS_VALUE","OBS_STATUS","Observation.status","CURRENCY","Currency"
"245","HUN","Hungary","A03","Fishing and aquaculture",2016,4594,"A","Normal value","HUF","Forint"
"246","HUN","Hungary","A03","Fishing and aquaculture",2018,5401,"A","Normal value","HUF","Forint"
"247","HUN","Hungary","A03","Fishing and aquaculture",2020,5963,"A","Normal value","HUF","Forint"
"248","HUN","Hungary","A03","Fishing and aquaculture",2022,7551,"A","Normal value","HUF","Forint"
"249","CMR","Cameroon","A03","Fishing and aquaculture",1994,98333.335,"A","Normal value","XAF","CFA franc - BEAC"
"250","CMR","Cameroon","A03","Fishing and aquaculture",1996,93985.096,"A","Normal value","XAF","CFA franc - BEAC"
"251","CMR","Cameroon","A03","Fishing and aquaculture",1998,110929.056,"A","Normal value","XAF","CFA franc - BEAC"
"252","CMR","Cameroon","A03","Fishing and aquaculture",2000,130948.278,"A","Normal value","XAF","CFA franc - BEAC"
"253","CMR","Cameroon","A03","Fishing and aquaculture",2002,157766.358,"A","Normal value","XAF","CFA franc - BEAC"
"254","CMR","Cameroon","A03","Fishing and aquaculture",2004,151490.383,"A","Normal value","XAF","CFA franc - BEAC"
"255","CMR","Cameroon","A03","Fishing and aquaculture",2006,172125.889,"A","Normal value","XAF","CFA franc - BEAC"
"256","CMR","Cameroon","A03","Fishing and aquaculture",2008,187903.634,"A","Normal value","XAF","CFA franc - BEAC"
"257","CMR","Cameroon","A03","Fishing and aquaculture",2010,213256.025,"A","Normal value","XAF","CFA franc - BEAC"
"258","CMR","Cameroon","A03","Fishing and aquaculture",2012,233336.538,"A","Normal value","XAF","CFA franc - BEAC"
"259","CMR","Cameroon","A03","Fishing and aquaculture",2014,254841.75,"A","Normal value","XAF","CFA franc - BEAC"
"260","CMR","Cameroon","A03","Fishing and aquaculture",2016,286877,"A","Normal value","XAF","CFA franc - BEAC"
"261","CMR","Cameroon","A03","Fishing and aquaculture",2018,321960,"A","Normal value","XAF","CFA franc - BEAC"
"262","CMR","Cameroon","A03","Fishing and aquaculture",2020,351171,"A","Normal value","XAF","CFA franc - BEAC"
"263","LVA","Latvia","A03","Fishing and aquaculture",1996,13.869,"A","Normal value","EUR","Euro"
"264","LVA","Latvia","A03","Fishing and aquaculture",1998,12.676,"A","Normal value","EUR","Euro"
"265","LVA","Latvia","A03","Fishing and aquaculture",2000,22.884,"A","Normal value","EUR","Euro"
"266","LVA","Latvia","A03","Fishing and aquaculture",2002,14.325,"A","Normal value","EUR","Euro"
"267","LVA","Latvia","A03","Fishing and aquaculture",2004,12.967,"A","Normal value","EUR","Euro"
"268","LVA","Latvia","A03","Fishing and aquaculture",2006,15.652,"A","Normal value","EUR","Euro"
"269","LVA","Latvia","A03","Fishing and aquaculture",2008,33.747,"A","Normal value","EUR","Euro"
"270","LVA","Latvia","A03","Fishing and aquaculture",2010,27.04,"A","Normal value","EUR","Euro"
"271","LVA","Latvia","A03","Fishing and aquaculture",2012,34.891,"A","Normal value","EUR","Euro"
"272","LVA","Latvia","A03","Fishing and aquaculture",2014,32.183,"A","Normal value","EUR","Euro"
"273","LVA","Latvia","A03","Fishing and aquaculture",2016,33.525,"A","Normal value","EUR","Euro"
"274","LVA","Latvia","A03","Fishing and aquaculture",2018,32.924,"A","Normal value","EUR","Euro"
"275","LVA","Latvia","A03","Fishing and aquaculture",2020,59.151,"A","Normal value","EUR","Euro"
"276","COL","Colombia","A03","Fishing and aquaculture",2006,758000,"A","Normal value","COP","Colombian peso"
"277","COL","Colombia","A03","Fishing and aquaculture",2008,859000,"A","Normal value","COP","Colombian peso"
"278","COL","Colombia","A03","Fishing and aquaculture",2010,890000,"A","Normal value","COP","Colombian peso"
"279","COL","Colombia","A03","Fishing and aquaculture",2012,974000,"A","Normal value","COP","Colombian peso"
"280","COL","Colombia","A03","Fishing and aquaculture",2014,1236000,"A","Normal value","COP","Colombian peso"
"281","COL","Colombia","A03","Fishing and aquaculture",2016,1672000,"A","Normal value","COP","Colombian peso"
"282","COL","Colombia","A03","Fishing and aquaculture",2018,1909000,"A","Normal value","COP","Colombian peso"
"283","COL","Colombia","A03","Fishing and aquaculture",2020,2736000,"P","Provisional value","COP","Colombian peso"
"284","FRA","France","A03","Fishing and aquaculture",1993,836,"A","Normal value","EUR","Euro"
"285","FRA","France","A03","Fishing and aquaculture",1995,698,"A","Normal value","EUR","Euro"
"286","FRA","France","A03","Fishing and aquaculture",1997,858,"A","Normal value","EUR","Euro"
"287","FRA","France","A03","Fishing and aquaculture",1999,823,"A","Normal value","EUR","Euro"
"288","FRA","France","A03","Fishing and aquaculture",2001,1001,"A","Normal value","EUR","Euro"
"289","FRA","France","A03","Fishing and aquaculture",2003,1082,"A","Normal value","EUR","Euro"
"290","FRA","France","A03","Fishing and aquaculture",2005,872,"A","Normal value","EUR","Euro"
"291","FRA","France","A03","Fishing and aquaculture",2007,737,"A","Normal value","EUR","Euro"
"292","FRA","France","A03","Fishing and aquaculture",2009,688,"A","Normal value","EUR","Euro"
"293","FRA","France","A03","Fishing and aquaculture",2011,747,"A","Normal value","EUR","Euro"
"294","FRA","France","A03","Fishing and aquaculture",2013,635,"A","Normal value","EUR","Euro"
"295","FRA","France","A03","Fishing and aquaculture",2015,706,"A","Normal value","EUR","Euro"
"296","FRA","France","A03","Fishing and aquaculture",2017,845,"A","Normal value","EUR","Euro"
"297","FRA","France","A03","Fishing and aquaculture",2019,845,"A","Normal value","EUR","Euro"
"298","FRA","France","A03","Fishing and aquaculture",2021,782,"P","Provisional value","EUR","Euro"
"299","SWE","Sweden","A03","Fishing and aquaculture",1994,585,"A","Normal value","SEK","Swedish krona"
"300","SWE","Sweden","A03","Fishing and aquaculture",1996,603,"A","Normal value","SEK","Swedish krona"
"301","SWE","Sweden","A03","Fishing and aquaculture",1998,599,"A","Normal value","SEK","Swedish krona"
"302","SWE","Sweden","A03","Fishing and aquaculture",2000,577,"A","Normal value","SEK","Swedish krona"
"303","SWE","Sweden","A03","Fishing and aquaculture",2002,629,"A","Normal value","SEK","Swedish krona"
"304","SWE","Sweden","A03","Fishing and aquaculture",2004,558,"A","Normal value","SEK","Swedish krona"
"305","SWE","Sweden","A03","Fishing and aquaculture",2006,762,"A","Normal value","SEK","Swedish krona"
"306","SWE","Sweden","A03","Fishing and aquaculture",2008,743,"A","Normal value","SEK","Swedish krona"
"307","SWE","Sweden","A03","Fishing and aquaculture",2010,976,"A","Normal value","SEK","Swedish krona"
"308","SWE","Sweden","A03","Fishing and aquaculture",2012,972,"A","Normal value","SEK","Swedish krona"
"309","SWE","Sweden","A03","Fishing and aquaculture",2014,947,"A","Normal value","SEK","Swedish krona"
"310","SWE","Sweden","A03","Fishing and aquaculture",2016,1258,"A","Normal value","SEK","Swedish krona"
"311","SWE","Sweden","A03","Fishing and aquaculture",2018,1287,"A","Normal value","SEK","Swedish krona"
"312","SWE","Sweden","A03","Fishing and aquaculture",2020,1127,"A","Normal value","SEK","Swedish krona"
"313","PRT","Portugal","A03","Fishing and aquaculture",1996,314.845,"A","Normal value","EUR","Euro"
"314","PRT","Portugal","A03","Fishing and aquaculture",1998,291.165,"A","Normal value","EUR","Euro"
"315","PRT","Portugal","A03","Fishing and aquaculture",2000,294.964,"A","Normal value","EUR","Euro"
"316","PRT","Portugal","A03","Fishing and aquaculture",2002,288.134,"A","Normal value","EUR","Euro"
"317","PRT","Portugal","A03","Fishing and aquaculture",2004,293.345,"A","Normal value","EUR","Euro"
"318","PRT","Portugal","A03","Fishing and aquaculture",2006,278.716,"A","Normal value","EUR","Euro"
"319","PRT","Portugal","A03","Fishing and aquaculture",2008,289.744,"A","Normal value","EUR","Euro"
"320","PRT","Portugal","A03","Fishing and aquaculture",2010,281.225,"A","Normal value","EUR","Euro"
"321","PRT","Portugal","A03","Fishing and aquaculture",2012,290.78,"A","Normal value","EUR","Euro"
"322","PRT","Portugal","A03","Fishing and aquaculture",2014,274.835,"A","Normal value","EUR","Euro"
"323","PRT","Portugal","A03","Fishing and aquaculture",2016,305.375,"A","Normal value","EUR","Euro"
"324","PRT","Portugal","A03","Fishing and aquaculture",2018,341.941,"A","Normal value","EUR","Euro"
"325","PRT","Portugal","A03","Fishing and aquaculture",2020,333.068,"A","Normal value","EUR","Euro"
"326","CMR","Cameroon","A","Agriculture, forestry and fishing",1993,835622.229,"A","Normal value","XAF","CFA franc - BEAC"
"327","CMR","Cameroon","A","Agriculture, forestry and fishing",1995,1038251.086,"A","Normal value","XAF","CFA franc - BEAC"
"328","CMR","Cameroon","A","Agriculture, forestry and fishing",1997,1194498.262,"A","Normal value","XAF","CFA franc - BEAC"
"329","CMR","Cameroon","A","Agriculture, forestry and fishing",1999,1350997.209,"A","Normal value","XAF","CFA franc - BEAC"
"330","CMR","Cameroon","A","Agriculture, forestry and fishing",2001,1493830.513,"A","Normal value","XAF","CFA franc - BEAC"
"331","CMR","Cameroon","A","Agriculture, forestry and fishing",2003,1618272.422,"A","Normal value","XAF","CFA franc - BEAC"
"332","CMR","Cameroon","A","Agriculture, forestry and fishing",2005,1721400.049,"A","Normal value","XAF","CFA franc - BEAC"
"333","CMR","Cameroon","A","Agriculture, forestry and fishing",2007,1816142.113,"A","Normal value","XAF","CFA franc - BEAC"
"334","CMR","Cameroon","A","Agriculture, forestry and fishing",2009,2152734.76,"A","Normal value","XAF","CFA franc - BEAC"
"335","CMR","Cameroon","A","Agriculture, forestry and fishing",2011,2410230.697,"A","Normal value","XAF","CFA franc - BEAC"
"336","CMR","Cameroon","A","Agriculture, forestry and fishing",2013,2785920.017,"A","Normal value","XAF","CFA franc - BEAC"
"337","CMR","Cameroon","A","Agriculture, forestry and fishing",2015,3277200.525,"A","Normal value","XAF","CFA franc - BEAC"
"338","CMR","Cameroon","A","Agriculture, forestry and fishing",2017,3499365,"A","Normal value","XAF","CFA franc - BEAC"
"339","CMR","Cameroon","A","Agriculture, forestry and fishing",2019,3905466,"A","Normal value","XAF","CFA franc - BEAC"
"340","GBR","United Kingdom","A","Agriculture, forestry and fishing",1995,10373,"A","Normal value","GBP","Pound sterling"
"341","GBR","United Kingdom","A","Agriculture, forestry and fishing",1997,8928,"A","Normal value","GBP","Pound sterling"
"342","GBR","United Kingdom","A","Agriculture, forestry and fishing",1999,8808,"A","Normal value","GBP","Pound sterling"
"343","GBR","United Kingdom","A","Agriculture, forestry and fishing",2001,8707,"A","Normal value","GBP","Pound sterling"
"344","GBR","United Kingdom","A","Agriculture, forestry and fishing",2003,10702,"A","Normal value","GBP","Pound sterling"
"345","GBR","United Kingdom","A","Agriculture, forestry and fishing",2005,7622,"A","Normal value","GBP","Pound sterling"
"346","GBR","United Kingdom","A","Agriculture, forestry and fishing",2007,8688,"A","Normal value","GBP","Pound sterling"
"347","GBR","United Kingdom","A","Agriculture, forestry and fishing",2009,10471,"A","Normal value","GBP","Pound sterling"
"348","GBR","United Kingdom","A","Agriculture, forestry and fishing",2011,11348,"A","Normal value","GBP","Pound sterling"
"349","GBR","United Kingdom","A","Agriculture, forestry and fishing",2013,11283,"A","Normal value","GBP","Pound sterling"
"350","GBR","United Kingdom","A","Agriculture, forestry and fishing",2015,12096,"A","Normal value","GBP","Pound sterling"
"351","GBR","United Kingdom","A","Agriculture, forestry and fishing",2017,12371,"A","Normal value","GBP","Pound sterling"
"352","GBR","United Kingdom","A","Agriculture, forestry and fishing",2019,13509,"A","Normal value","GBP","Pound sterling"
"353","GBR","United Kingdom","A","Agriculture, forestry and fishing",2021,16207,"A","Normal value","GBP","Pound sterling"
"354","HRV","Croatia","A","Agriculture, forestry and fishing",1995,888.2,"A","Normal value","EUR","Euro"
"355","HRV","Croatia","A","Agriculture, forestry and fishing",1997,1029.998,"A","Normal value","EUR","Euro"
"356","HRV","Croatia","A","Agriculture, forestry and fishing",1999,1205.276,"A","Normal value","EUR","Euro"
"357","HRV","Croatia","A","Agriculture, forestry and fishing",2001,1278.195,"A","Normal value","EUR","Euro"
"358","HRV","Croatia","A","Agriculture, forestry and fishing",2003,1226.387,"A","Normal value","EUR","Euro"
"359","HRV","Croatia","A","Agriculture, forestry and fishing",2005,1398.95,"A","Normal value","EUR","Euro"
"360","HRV","Croatia","A","Agriculture, forestry and fishing",2007,1596.564,"A","Normal value","EUR","Euro"
"361","HRV","Croatia","A","Agriculture, forestry and fishing",2009,1774.824,"A","Normal value","EUR","Euro"
"362","HRV","Croatia","A","Agriculture, forestry and fishing",2011,1633.587,"A","Normal value","EUR","Euro"
"363","HRV","Croatia","A","Agriculture, forestry and fishing",2013,1543.591,"A","Normal value","EUR","Euro"
"364","HRV","Croatia","A","Agriculture, forestry and fishing",2015,1356.901,"A","Normal value","EUR","Euro"
"365","HRV","Croatia","A","Agriculture, forestry and fishing",2017,1429.855,"A","Normal value","EUR","Euro"
"366","HRV","Croatia","A","Agriculture, forestry and fishing",2019,1569.588,"A","Normal value","EUR","Euro"
"367","HRV","Croatia","A","Agriculture, forestry and fishing",2021,1928.374,"A","Normal value","EUR","Euro"
"368","GRC","Greece","A","Agriculture, forestry and fishing",1995,6864.191,"A","Normal value","EUR","Euro"
"369","GRC","Greece","A","Agriculture, forestry and fishing",1997,7159.917,"A","Normal value","EUR","Euro"
"370","GRC","Greece","A","Agriculture, forestry and fishing",1999,7737.664,"A","Normal value","EUR","Euro"
"371","GRC","Greece","A","Agriculture, forestry and fishing",2001,7918.192,"A","Normal value","EUR","Euro"
"372","GRC","Greece","A","Agriculture, forestry and fishing",2003,8944.858,"A","Normal value","EUR","Euro"
"373","GRC","Greece","A","Agriculture, forestry and fishing",2005,8535.986,"A","Normal value","EUR","Euro"
"374","GRC","Greece","A","Agriculture, forestry and fishing",2007,7067.744,"A","Normal value","EUR","Euro"
"375","GRC","Greece","A","Agriculture, forestry and fishing",2009,6662.725,"A","Normal value","EUR","Euro"
"376","GRC","Greece","A","Agriculture, forestry and fishing",2011,6330.513,"A","Normal value","EUR","Euro"
"377","GRC","Greece","A","Agriculture, forestry and fishing",2013,6084.774,"A","Normal value","EUR","Euro"
"378","GRC","Greece","A","Agriculture, forestry and fishing",2015,6816.133,"A","Normal value","EUR","Euro"
"379","GRC","Greece","A","Agriculture, forestry and fishing",2017,6822.082,"A","Normal value","EUR","Euro"
"380","GRC","Greece","A","Agriculture, forestry and fishing",2019,6982.95,"A","Normal value","EUR","Euro"
"381","GRC","Greece","A","Agriculture, forestry and fishing",2021,6673.388,"P","Provisional value","EUR","Euro"
"382","JPN","Japan","A","Agriculture, forestry and fishing",1994,9667100,"A","Normal value","JPY","Yen"
"383","JPN","Japan","A","Agriculture, forestry and fishing",1996,8855700,"A","Normal value","JPY","Yen"
"384","JPN","Japan","A","Agriculture, forestry and fishing",1998,8601600,"A","Normal value","JPY","Yen"
"385","JPN","Japan","A","Agriculture, forestry and fishing",2000,8127000,"A","Normal value","JPY","Yen"
"386","JPN","Japan","A","Agriculture, forestry and fishing",2002,7219400,"A","Normal value","JPY","Yen"
"387","JPN","Japan","A","Agriculture, forestry and fishing",2004,6516700,"A","Normal value","JPY","Yen"
"388","JPN","Japan","A","Agriculture, forestry and fishing",2006,5793200,"A","Normal value","JPY","Yen"
"389","JPN","Japan","A","Agriculture, forestry and fishing",2008,5563800,"A","Normal value","JPY","Yen"
"390","JPN","Japan","A","Agriculture, forestry and fishing",2010,5602700,"A","Normal value","JPY","Yen"
"391","JPN","Japan","A","Agriculture, forestry and fishing",2012,5619600,"A","Normal value","JPY","Yen"
"392","JPN","Japan","A","Agriculture, forestry and fishing",2014,5170500,"A","Normal value","JPY","Yen"
"393","JPN","Japan","A","Agriculture, forestry and fishing",2016,6124000,"A","Normal value","JPY","Yen"
"394","JPN","Japan","A","Agriculture, forestry and fishing",2018,5812600,"A","Normal value","JPY","Yen"
"395","JPN","Japan","A","Agriculture, forestry and fishing",2020,5756100,"A","Normal value","JPY","Yen"
"396","JPN","Japan","A","Agriculture, forestry and fishing",2022,5695600,"A","Normal value","JPY","Yen"
"397","ITA","Italy","A","Agriculture, forestry and fishing",1995,29427,"A","Normal value","EUR","Euro"
"398","ITA","Italy","A","Agriculture, forestry and fishing",1997,31262.3,"A","Normal value","EUR","Euro"
"399","ITA","Italy","A","Agriculture, forestry and fishing",1999,31990.3,"A","Normal value","EUR","Euro"
"400","ITA","Italy","A","Agriculture, forestry and fishing",2001,32468.2,"A","Normal value","EUR","Euro"
"401","ITA","Italy","A","Agriculture, forestry and fishing",2003,32886.3,"A","Normal value","EUR","Euro"
"402","ITA","Italy","A","Agriculture, forestry and fishing",2005,30374.5,"A","Normal value","EUR","Euro"
"403","ITA","Italy","A","Agriculture, forestry and fishing",2007,30622,"A","Normal value","EUR","Euro"
"404","ITA","Italy","A","Agriculture, forestry and fishing",2009,28433.8,"A","Normal value","EUR","Euro"
"405","ITA","Italy","A","Agriculture, forestry and fishing",2011,31053.1,"A","Normal value","EUR","Euro"
"406","ITA","Italy","A","Agriculture, forestry and fishing",2013,34586.9,"A","Normal value","EUR","Euro"
"407","ITA","Italy","A","Agriculture, forestry and fishing",2015,34187,"A","Normal value","EUR","Euro"
"408","ITA","Italy","A","Agriculture, forestry and fishing",2017,34257.5,"A","Normal value","EUR","Euro"
"409","ITA","Italy","A","Agriculture, forestry and fishing",2019,34267.4,"A","Normal value","EUR","Euro"
"410","ITA","Italy","A","Agriculture, forestry and fishing",2021,34602.4,"A","Normal value","EUR","Euro"
"411","IRL","Ireland","A","Agriculture, forestry and fishing",1995,3055.642,"A","Normal value","EUR","Euro"
"412","IRL","Ireland","A","Agriculture, forestry and fishing",1997,2711.309,"A","Normal value","EUR","Euro"
"413","IRL","Ireland","A","Agriculture, forestry and fishing",1999,2386.843,"A","Normal value","EUR","Euro"
"414","IRL","Ireland","A","Agriculture, forestry and fishing",2001,2434.287,"A","Normal value","EUR","Euro"
"415","IRL","Ireland","A","Agriculture, forestry and fishing",2003,2154.543,"A","Normal value","EUR","Euro"
"416","IRL","Ireland","A","Agriculture, forestry and fishing",2005,1760.205,"A","Normal value","EUR","Euro"
"417","IRL","Ireland","A","Agriculture, forestry and fishing",2007,2055.873,"A","Normal value","EUR","Euro"
"418","IRL","Ireland","A","Agriculture, forestry and fishing",2009,946.469,"A","Normal value","EUR","Euro"
"419","IRL","Ireland","A","Agriculture, forestry and fishing",2011,2078.426,"A","Normal value","EUR","Euro"
"420","IRL","Ireland","A","Agriculture, forestry and fishing",2013,1943.378,"A","Normal value","EUR","Euro"
"421","IRL","Ireland","A","Agriculture, forestry and fishing",2015,2351.082,"A","Normal value","EUR","Euro"
"422","IRL","Ireland","A","Agriculture, forestry and fishing",2017,3507.555,"A","Normal value","EUR","Euro"
"423","IRL","Ireland","A","Agriculture, forestry and fishing",2019,3228.175,"A","Normal value","EUR","Euro"
"424","IRL","Ireland","A","Agriculture, forestry and fishing",2021,4338.555,"A","Normal value","EUR","Euro"
"425","HUN","Hungary","A","Agriculture, forestry and fishing",1996,517256,"A","Normal value","HUF","Forint"
"426","HUN","Hungary","A","Agriculture, forestry and fishing",1998,630381,"A","Normal value","HUF","Forint"
"427","HUN","Hungary","A","Agriculture, forestry and fishing",2000,657470,"A","Normal value","HUF","Forint"
"428","HUN","Hungary","A","Agriculture, forestry and fishing",2002,742821,"A","Normal value","HUF","Forint"
"429","HUN","Hungary","A","Agriculture, forestry and fishing",2004,918796,"A","Normal value","HUF","Forint"
"430","HUN","Hungary","A","Agriculture, forestry and fishing",2006,860759,"A","Normal value","HUF","Forint"
"431","HUN","Hungary","A","Agriculture, forestry and fishing",2008,940932,"A","Normal value","HUF","Forint"
"432","HUN","Hungary","A","Agriculture, forestry and fishing",2010,833944,"A","Normal value","HUF","Forint"
"433","HUN","Hungary","A","Agriculture, forestry and fishing",2012,1128285,"A","Normal value","HUF","Forint"
"434","HUN","Hungary","A","Agriculture, forestry and fishing",2014,1291207,"A","Normal value","HUF","Forint"
"435","HUN","Hungary","A","Agriculture, forestry and fishing",2016,1408488,"A","Normal value","HUF","Forint"
"436","HUN","Hungary","A","Agriculture, forestry and fishing",2018,1512622,"A","Normal value","HUF","Forint"
"437","HUN","Hungary","A","Agriculture, forestry and fishing",2020,1641809,"A","Normal value","HUF","Forint"
"438","HUN","Hungary","A","Agriculture, forestry and fishing",2022,2048301,"A","Normal value","HUF","Forint"
"439","DNK","Denmark","A03","Fishing and aquaculture",1966,449,"A","Normal value","DKK","Danish krone"
"440","DNK","Denmark","A03","Fishing and aquaculture",1968,511,"A","Normal value","DKK","Danish krone"
"441","DNK","Denmark","A03","Fishing and aquaculture",1970,639,"A","Normal value","DKK","Danish krone"
"442","DNK","Denmark","A03","Fishing and aquaculture",1972,877,"A","Normal value","DKK","Danish krone"
"443","DNK","Denmark","A03","Fishing and aquaculture",1974,1324,"A","Normal value","DKK","Danish krone"
"444","DNK","Denmark","A03","Fishing and aquaculture",1976,1425,"A","Normal value","DKK","Danish krone"
"445","DNK","Denmark","A03","Fishing and aquaculture",1978,1708,"A","Normal value","DKK","Danish krone"
"446","DNK","Denmark","A03","Fishing and aquaculture",1980,2130,"A","Normal value","DKK","Danish krone"
"447","DNK","Denmark","A03","Fishing and aquaculture",1982,2515,"A","Normal value","DKK","Danish krone"
"448","DNK","Denmark","A03","Fishing and aquaculture",1984,2882,"A","Normal value","DKK","Danish krone"
"449","DNK","Denmark","A03","Fishing and aquaculture",1986,2617,"A","Normal value","DKK","Danish krone"
"450","DNK","Denmark","A03","Fishing and aquaculture",1988,2398,"A","Normal value","DKK","Danish krone"
"451","DNK","Denmark","A03","Fishing and aquaculture",1990,2419,"A","Normal value","DKK","Danish krone"
"452","DNK","Denmark","A03","Fishing and aquaculture",1992,2584,"A","Normal value","DKK","Danish krone"
"453","DNK","Denmark","A03","Fishing and aquaculture",1994,2177,"A","Normal value","DKK","Danish krone"
"454","DNK","Denmark","A03","Fishing and aquaculture",1996,2141,"A","Normal value","DKK","Danish krone"
"455","DNK","Denmark","A03","Fishing and aquaculture",1998,2612,"A","Normal value","DKK","Danish krone"
"456","DNK","Denmark","A03","Fishing and aquaculture",2000,2233,"A","Normal value","DKK","Danish krone"
"457","DNK","Denmark","A03","Fishing and aquaculture",2002,2681,"A","Normal value","DKK","Danish krone"
"458","DNK","Denmark","A03","Fishing and aquaculture",2004,1630,"A","Normal value","DKK","Danish krone"
"459","DNK","Denmark","A03","Fishing and aquaculture",2006,2036,"A","Normal value","DKK","Danish krone"
"460","DNK","Denmark","A03","Fishing and aquaculture",2008,1853,"A","Normal value","DKK","Danish krone"
"461","DNK","Denmark","A03","Fishing and aquaculture",2010,1913,"A","Normal value","DKK","Danish krone"
"462","DNK","Denmark","A03","Fishing and aquaculture",2012,1940,"A","Normal value","DKK","Danish krone"
"463","DNK","Denmark","A03","Fishing and aquaculture",2014,1928,"A","Normal value","DKK","Danish krone"
"464","DNK","Denmark","A03","Fishing and aquaculture",2016,2702,"A","Normal value","DKK","Danish krone"
"465","DNK","Denmark","A03","Fishing and aquaculture",2018,2407,"A","Normal value","DKK","Danish krone"
"466","DNK","Denmark","A03","Fishing and aquaculture",2020,1925,"A","Normal value","DKK","Danish krone"
"467","SEN","Senegal","A","Agriculture, forestry and fishing",2000,702056.371,"A","Normal value","XOF","CFA Franc - BCEAO"
"468","SEN","Senegal","A","Agriculture, forestry and fishing",2002,650363.982,"A","Normal value","XOF","CFA Franc - BCEAO"
"469","SEN","Senegal","A","Agriculture, forestry and fishing",2004,754667.817,"A","Normal value","XOF","CFA Franc - BCEAO"
"470","SEN","Senegal","A","Agriculture, forestry and fishing",2006,818616.861,"A","Normal value","XOF","CFA Franc - BCEAO"
"471","SEN","Senegal","A","Agriculture, forestry and fishing",2008,1103976.139,"A","Normal value","XOF","CFA Franc - BCEAO"
"472","SEN","Senegal","A","Agriculture, forestry and fishing",2010,1271911.195,"A","Normal value","XOF","CFA Franc - BCEAO"
"473","SEN","Senegal","A","Agriculture, forestry and fishing",2012,1271170.497,"A","Normal value","XOF","CFA Franc - BCEAO"
"474","SEN","Senegal","A","Agriculture, forestry and fishing",2014,1306802,"A","Normal value","XOF","CFA Franc - BCEAO"
"475","SEN","Senegal","A","Agriculture, forestry and fishing",2016,1626391,"A","Normal value","XOF","CFA Franc - BCEAO"
"476","SEN","Senegal","A","Agriculture, forestry and fishing",2018,1924411,"A","Normal value","XOF","CFA Franc - BCEAO"
"477","SEN","Senegal","A","Agriculture, forestry and fishing",2020,2280114,"A","Normal value","XOF","CFA Franc - BCEAO"
"478","SEN","Senegal","A","Agriculture, forestry and fishing",2022,2815210,"A","Normal value","XOF","CFA Franc - BCEAO"
"479","NOR","Norway","A03","Fishing and aquaculture",1971,1249,"A","Normal value","NOK","Norwegian krone"
"480","NOR","Norway","A03","Fishing and aquaculture",1973,1553,"A","Normal value","NOK","Norwegian krone"
"481","NOR","Norway","A03","Fishing and aquaculture",1975,1235,"A","Normal value","NOK","Norwegian krone"
"482","NOR","Norway","A03","Fishing and aquaculture",1977,2040,"A","Normal value","NOK","Norwegian krone"
"483","NOR","Norway","A03","Fishing and aquaculture",1979,2098,"A","Normal value","NOK","Norwegian krone"
"484","NOR","Norway","A03","Fishing and aquaculture",1981,2779,"A","Normal value","NOK","Norwegian krone"
"485","NOR","Norway","A03","Fishing and aquaculture",1983,2942,"A","Normal value","NOK","Norwegian krone"
"486","NOR","Norway","A03","Fishing and aquaculture",1985,3636,"A","Normal value","NOK","Norwegian krone"
"487","NOR","Norway","A03","Fishing and aquaculture",1987,5180,"A","Normal value","NOK","Norwegian krone"
"488","NOR","Norway","A03","Fishing and aquaculture",1989,4349,"A","Normal value","NOK","Norwegian krone"
"489","NOR","Norway","A03","Fishing and aquaculture",1991,5119,"A","Normal value","NOK","Norwegian krone"
"490","NOR","Norway","A03","Fishing and aquaculture",1993,5669,"A","Normal value","NOK","Norwegian krone"
"491","NOR","Norway","A03","Fishing and aquaculture",1995,7835,"A","Normal value","NOK","Norwegian krone"
"492","NOR","Norway","A03","Fishing and aquaculture",1997,7519,"A","Normal value","NOK","Norwegian krone"
"493","NOR","Norway","A03","Fishing and aquaculture",1999,10030,"A","Normal value","NOK","Norwegian krone"
"494","NOR","Norway","A03","Fishing and aquaculture",2001,9213,"A","Normal value","NOK","Norwegian krone"
"495","NOR","Norway","A03","Fishing and aquaculture",2003,6091,"A","Normal value","NOK","Norwegian krone"
"496","NOR","Norway","A03","Fishing and aquaculture",2005,12353,"A","Normal value","NOK","Norwegian krone"
"497","NOR","Norway","A03","Fishing and aquaculture",2007,11833,"A","Normal value","NOK","Norwegian krone"
"498","NOR","Norway","A03","Fishing and aquaculture",2009,13976,"A","Normal value","NOK","Norwegian krone"
"499","NOR","Norway","A03","Fishing and aquaculture",2011,19716,"A","Normal value","NOK","Norwegian krone"
"500","NOR","Norway","A03","Fishing and aquaculture",2013,22333,"A","Normal value","NOK","Norwegian krone"
"501","NOR","Norway","A03","Fishing and aquaculture",2015,26487,"A","Normal value","NOK","Norwegian krone"
"502","NOR","Norway","A03","Fishing and aquaculture",2017,43190,"A","Normal value","NOK","Norwegian krone"
"503","NOR","Norway","A03","Fishing and aquaculture",2019,42394,"A","Normal value","NOK","Norwegian krone"
"504","NOR","Norway","A03","Fishing and aquaculture",2021,45468,"A","Normal value","NOK","Norwegian krone"
"505","SVK","Slovak Republic","A","Agriculture, forestry and fishing",1995,445.731,"A","Normal value","EUR","Euro"
"506","SVK","Slovak Republic","A","Agriculture, forestry and fishing",1997,505.642,"A","Normal value","EUR","Euro"
"507","SVK","Slovak Republic","A","Agriculture, forestry and fishing",1999,469.944,"A","Normal value","EUR","Euro"
"508","SVK","Slovak Republic","A","Agriculture, forestry and fishing",2001,728.624,"A","Normal value","EUR","Euro"
