"","REF_AREA","Reference.area","ACTIVITY","Economic.activity","TIME_PERIOD","OBS_VALUE","OBS_STATUS","Observation.status","CURRENCY","Currency"
"292","IRL","Ireland","H","Transportation and storage",2018,6073.084,"A","Normal value","EUR","Euro"
"293","IRL","Ireland","H","Transportation and storage",2020,3589.417,"A","Normal value","EUR","Euro"
"294","NLD","Netherlands","H50","Water transport",1996,1281,"A","Normal value","EUR","Euro"
"295","NLD","Netherlands","H50","Water transport",1998,1768,"A","Normal value","EUR","Euro"
"296","NLD","Netherlands","H50","Water transport",2000,1792,"A","Normal value","EUR","Euro"
"297","NLD","Netherlands","H50","Water transport",2002,1797,"A","Normal value","EUR","Euro"
"298","NLD","Netherlands","H50","Water transport",2004,2008,"A","Normal value","EUR","Euro"
"299","NLD","Netherlands","H50","Water transport",2006,2360,"A","Normal value","EUR","Euro"
"300","NLD","Netherlands","H50","Water transport",2008,2695,"A","Normal value","EUR","Euro"
"301","NLD","Netherlands","H50","Water transport",2010,2197,"A","Normal value","EUR","Euro"
"302","NLD","Netherlands","H50","Water transport",2012,2090,"A","Normal value","EUR","Euro"
"303","NLD","Netherlands","H50","Water transport",2014,2772,"A","Normal value","EUR","Euro"
"304","NLD","Netherlands","H50","Water transport",2016,2785,"A","Normal value","EUR","Euro"
"305","NLD","Netherlands","H50","Water transport",2018,2751,"A","Normal value","EUR","Euro"
"306","NLD","Netherlands","H50","Water transport",2020,2874,"A","Normal value","EUR","Euro"
"307","NLD","Netherlands","H50","Water transport",2022,5257,"A","Normal value","EUR","Euro"
"308","AUT","Austria","H50","Water transport",1996,20.38,"A","Normal value","EUR","Euro"
"309","AUT","Austria","H50","Water transport",1998,38.59,"A","Normal value","EUR","Euro"
"310","AUT","Austria","H50","Water transport",2000,22.71,"A","Normal value","EUR","Euro"
"311","AUT","Austria","H50","Water transport",2002,32.56,"A","Normal value","EUR","Euro"
"312","AUT","Austria","H50","Water transport",2004,33.48,"A","Normal value","EUR","Euro"
"313","AUT","Austria","H50","Water transport",2006,16.94,"A","Normal value","EUR","Euro"
"314","AUT","Austria","H50","Water transport",2008,23.69,"A","Normal value","EUR","Euro"
"315","AUT","Austria","H50","Water transport",2010,32.15,"A","Normal value","EUR","Euro"
"316","AUT","Austria","H50","Water transport",2012,26.83,"A","Normal value","EUR","Euro"
"317","AUT","Austria","H50","Water transport",2014,40.28,"A","Normal value","EUR","Euro"
"318","AUT","Austria","H50","Water transport",2016,48.71,"A","Normal value","EUR","Euro"
"319","AUT","Austria","H50","Water transport",2018,51.05,"A","Normal value","EUR","Euro"
"320","AUT","Austria","H50","Water transport",2020,14.17,"A","Normal value","EUR","Euro"
"321","AUT","Austria","H50","Water transport",2022,74.29,"A","Normal value","EUR","Euro"
"322","BEL","Belgium","H","Transportation and storage",1996,11726.7,"A","Normal value","EUR","Euro"
"323","BEL","Belgium","H","Transportation and storage",1998,13039.4,"A","Normal value","EUR","Euro"
"324","BEL","Belgium","H","Transportation and storage",2000,13774.7,"A","Normal value","EUR","Euro"
"325","BEL","Belgium","H","Transportation and storage",2002,14043.5,"A","Normal value","EUR","Euro"
"326","BEL","Belgium","H","Transportation and storage",2004,15372.3,"A","Normal value","EUR","Euro"
"327","BEL","Belgium","H","Transportation and storage",2006,17851.2,"A","Normal value","EUR","Euro"
"328","BEL","Belgium","H","Transportation and storage",2008,19589,"A","Normal value","EUR","Euro"
"329","BEL","Belgium","H","Transportation and storage",2010,19380.9,"A","Normal value","EUR","Euro"
"330","BEL","Belgium","H","Transportation and storage",2012,19808.8,"A","Normal value","EUR","Euro"
"331","BEL","Belgium","H","Transportation and storage",2014,20237.9,"A","Normal value","EUR","Euro"
"332","BEL","Belgium","H","Transportation and storage",2016,21465.7,"A","Normal value","EUR","Euro"
"333","BEL","Belgium","H","Transportation and storage",2018,23052.8,"A","Normal value","EUR","Euro"
"334","BEL","Belgium","H","Transportation and storage",2020,22283,"A","Normal value","EUR","Euro"
"335","BEL","Belgium","H","Transportation and storage",2022,27151.5,"P","Provisional value","EUR","Euro"
"336","SVK","Slovak Republic","H50","Water transport",1996,4.575,"A","Normal value","EUR","Euro"
"337","SVK","Slovak Republic","H50","Water transport",1998,8.669,"A","Normal value","EUR","Euro"
"338","SVK","Slovak Republic","H50","Water transport",2000,9.657,"A","Normal value","EUR","Euro"
"339","SVK","Slovak Republic","H50","Water transport",2002,15.284,"A","Normal value","EUR","Euro"
"340","SVK","Slovak Republic","H50","Water transport",2004,16.753,"A","Normal value","EUR","Euro"
"341","SVK","Slovak Republic","H50","Water transport",2006,14.487,"A","Normal value","EUR","Euro"
"342","SVK","Slovak Republic","H50","Water transport",2008,13.868,"A","Normal value","EUR","Euro"
"343","SVK","Slovak Republic","H50","Water transport",2010,14.69,"A","Normal value","EUR","Euro"
"344","SVK","Slovak Republic","H50","Water transport",2012,14.397,"A","Normal value","EUR","Euro"
"345","SVK","Slovak Republic","H50","Water transport",2014,15.247,"A","Normal value","EUR","Euro"
"346","SVK","Slovak Republic","H50","Water transport",2016,16.877,"A","Normal value","EUR","Euro"
"347","SVK","Slovak Republic","H50","Water transport",2018,13.088,"A","Normal value","EUR","Euro"
"348","SVK","Slovak Republic","H50","Water transport",2020,15.83,"A","Normal value","EUR","Euro"
"349","SVK","Slovak Republic","H50","Water transport",2022,18.259,"A","Normal value","EUR","Euro"
"350","CRI","Costa Rica","H","Transportation and storage",1992,57289.028,"A","Normal value","CRC","Costa Rican colon"
"351","CRI","Costa Rica","H","Transportation and storage",1994,77088.785,"A","Normal value","CRC","Costa Rican colon"
"352","CRI","Costa Rica","H","Transportation and storage",1996,100600.699,"A","Normal value","CRC","Costa Rican colon"
"353","CRI","Costa Rica","H","Transportation and storage",1998,123650.258,"A","Normal value","CRC","Costa Rican colon"
"354","CRI","Costa Rica","H","Transportation and storage",2000,167349.353,"A","Normal value","CRC","Costa Rican colon"
"355","CRI","Costa Rica","H","Transportation and storage",2002,229714.019,"A","Normal value","CRC","Costa Rican colon"
"356","CRI","Costa Rica","H","Transportation and storage",2004,329278.347,"A","Normal value","CRC","Costa Rican colon"
"357","CRI","Costa Rica","H","Transportation and storage",2006,474169.173,"A","Normal value","CRC","Costa Rican colon"
"358","CRI","Costa Rica","H","Transportation and storage",2008,637574.749,"A","Normal value","CRC","Costa Rican colon"
"359","CRI","Costa Rica","H","Transportation and storage",2010,716169.563,"A","Normal value","CRC","Costa Rican colon"
"360","CRI","Costa Rica","H","Transportation and storage",2012,921187.622,"A","Normal value","CRC","Costa Rican colon"
"361","CRI","Costa Rica","H","Transportation and storage",2014,1119974.284,"A","Normal value","CRC","Costa Rican colon"
"362","CRI","Costa Rica","H","Transportation and storage",2016,1391112.833,"A","Normal value","CRC","Costa Rican colon"
"363","CRI","Costa Rica","H","Transportation and storage",2018,1646325.061,"A","Normal value","CRC","Costa Rican colon"
"364","CRI","Costa Rica","H","Transportation and storage",2020,1392554.141,"A","Normal value","CRC","Costa Rican colon"
"365","CRI","Costa Rica","H","Transportation and storage",2022,1888423.68,"E","Estimated value","CRC","Costa Rican colon"
"366","FRA","France","H50","Water transport",1994,398,"A","Normal value","EUR","Euro"
"367","FRA","France","H50","Water transport",1996,306,"A","Normal value","EUR","Euro"
"368","FRA","France","H50","Water transport",1998,349,"A","Normal value","EUR","Euro"
"369","FRA","France","H50","Water transport",2000,394,"A","Normal value","EUR","Euro"
"370","FRA","France","H50","Water transport",2002,485,"A","Normal value","EUR","Euro"
"371","FRA","France","H50","Water transport",2004,1127,"A","Normal value","EUR","Euro"
"372","FRA","France","H50","Water transport",2006,978,"A","Normal value","EUR","Euro"
"373","FRA","France","H50","Water transport",2008,1362,"A","Normal value","EUR","Euro"
"374","FRA","France","H50","Water transport",2010,2355,"A","Normal value","EUR","Euro"
"375","FRA","France","H50","Water transport",2012,1694,"A","Normal value","EUR","Euro"
"376","FRA","France","H50","Water transport",2014,2033,"A","Normal value","EUR","Euro"
"377","FRA","France","H50","Water transport",2016,1230,"A","Normal value","EUR","Euro"
"378","FRA","France","H50","Water transport",2018,1239,"A","Normal value","EUR","Euro"
"379","FRA","France","H50","Water transport",2020,1607,"A","Normal value","EUR","Euro"
"380","LVA","Latvia","H50","Water transport",1995,45.306,"A","Normal value","EUR","Euro"
"381","LVA","Latvia","H50","Water transport",1997,33.794,"A","Normal value","EUR","Euro"
"382","LVA","Latvia","H50","Water transport",1999,39.12,"A","Normal value","EUR","Euro"
"383","LVA","Latvia","H50","Water transport",2001,84.189,"A","Normal value","EUR","Euro"
"384","LVA","Latvia","H50","Water transport",2003,73.99,"A","Normal value","EUR","Euro"
"385","LVA","Latvia","H50","Water transport",2005,120.394,"A","Normal value","EUR","Euro"
"386","LVA","Latvia","H50","Water transport",2007,118.137,"A","Normal value","EUR","Euro"
"387","LVA","Latvia","H50","Water transport",2009,103.996,"A","Normal value","EUR","Euro"
"388","LVA","Latvia","H50","Water transport",2011,55.356,"A","Normal value","EUR","Euro"
"389","LVA","Latvia","H50","Water transport",2013,72.717,"A","Normal value","EUR","Euro"
"390","LVA","Latvia","H50","Water transport",2015,82.54,"A","Normal value","EUR","Euro"
"391","LVA","Latvia","H50","Water transport",2017,79.385,"A","Normal value","EUR","Euro"
"392","LVA","Latvia","H50","Water transport",2019,29.883,"A","Normal value","EUR","Euro"
"393","LVA","Latvia","H50","Water transport",2021,23.497,"A","Normal value","EUR","Euro"
"394","SEN","Senegal","H","Transportation and storage",1999,148083.649,"A","Normal value","XOF","CFA Franc - BCEAO"
"395","SEN","Senegal","H","Transportation and storage",2001,152020.168,"A","Normal value","XOF","CFA Franc - BCEAO"
"396","SEN","Senegal","H","Transportation and storage",2003,190189.463,"A","Normal value","XOF","CFA Franc - BCEAO"
"397","SEN","Senegal","H","Transportation and storage",2005,230535.889,"A","Normal value","XOF","CFA Franc - BCEAO"
"398","SEN","Senegal","H","Transportation and storage",2007,251068.652,"A","Normal value","XOF","CFA Franc - BCEAO"
"399","SEN","Senegal","H","Transportation and storage",2009,266160.09,"A","Normal value","XOF","CFA Franc - BCEAO"
"400","SEN","Senegal","H","Transportation and storage",2011,324470.865,"A","Normal value","XOF","CFA Franc - BCEAO"
"401","SEN","Senegal","H","Transportation and storage",2013,363435.248,"A","Normal value","XOF","CFA Franc - BCEAO"
"402","SEN","Senegal","H","Transportation and storage",2015,383263,"A","Normal value","XOF","CFA Franc - BCEAO"
"403","SEN","Senegal","H","Transportation and storage",2017,477982,"A","Normal value","XOF","CFA Franc - BCEAO"
"404","SEN","Senegal","H","Transportation and storage",2019,505611,"A","Normal value","XOF","CFA Franc - BCEAO"
"405","SEN","Senegal","H","Transportation and storage",2021,513284,"A","Normal value","XOF","CFA Franc - BCEAO"
"406","MEX","Mexico","H50","Water transport",1994,2098.32,"A","Normal value","MXN","Mexican peso"
"407","MEX","Mexico","H50","Water transport",1996,3893.227,"A","Normal value","MXN","Mexican peso"
"408","MEX","Mexico","H50","Water transport",1998,5291.732,"A","Normal value","MXN","Mexican peso"
"409","MEX","Mexico","H50","Water transport",2000,6157.748,"A","Normal value","MXN","Mexican peso"
"410","MEX","Mexico","H50","Water transport",2002,6949.269,"A","Normal value","MXN","Mexican peso"
"411","MEX","Mexico","H50","Water transport",2004,6946.337,"A","Normal value","MXN","Mexican peso"
"412","MEX","Mexico","H50","Water transport",2006,9474.092,"A","Normal value","MXN","Mexican peso"
"413","MEX","Mexico","H50","Water transport",2008,10177.241,"A","Normal value","MXN","Mexican peso"
"414","MEX","Mexico","H50","Water transport",2010,10336.196,"A","Normal value","MXN","Mexican peso"
"415","MEX","Mexico","H50","Water transport",2012,13197.104,"A","Normal value","MXN","Mexican peso"
"416","MEX","Mexico","H50","Water transport",2014,16830.754,"A","Normal value","MXN","Mexican peso"
"417","MEX","Mexico","H50","Water transport",2016,17825.562,"A","Normal value","MXN","Mexican peso"
"418","MEX","Mexico","H50","Water transport",2018,19853.18,"A","Normal value","MXN","Mexican peso"
"419","MEX","Mexico","H50","Water transport",2020,18797.502,"A","Normal value","MXN","Mexican peso"
"420","MEX","Mexico","H50","Water transport",2022,20868.714,"P","Provisional value","MXN","Mexican peso"
"421","RUS","Russia","H50","Water transport",2012,56995,"A","Normal value","RUB","Russian ruble"
"422","RUS","Russia","H50","Water transport",2014,83046.2,"A","Normal value","RUB","Russian ruble"
"423","RUS","Russia","H50","Water transport",2016,109768.9,"A","Normal value","RUB","Russian ruble"
"424","RUS","Russia","H50","Water transport",2018,111631.9,"A","Normal value","RUB","Russian ruble"
"425","RUS","Russia","H50","Water transport",2020,108714.5,"A","Normal value","RUB","Russian ruble"
"426","BGR","Bulgaria","H50","Water transport",1996,9.7,"A","Normal value","BGN","Bulgarian lev"
"427","BGR","Bulgaria","H50","Water transport",1998,125.681,"A","Normal value","BGN","Bulgarian lev"
"428","BGR","Bulgaria","H50","Water transport",2000,153.599,"A","Normal value","BGN","Bulgarian lev"
"429","BGR","Bulgaria","H50","Water transport",2002,137.137,"A","Normal value","BGN","Bulgarian lev"
"430","BGR","Bulgaria","H50","Water transport",2004,122.362,"A","Normal value","BGN","Bulgarian lev"
"431","BGR","Bulgaria","H50","Water transport",2006,171.22,"A","Normal value","BGN","Bulgarian lev"
"432","BGR","Bulgaria","H50","Water transport",2008,220.675,"A","Normal value","BGN","Bulgarian lev"
"433","BGR","Bulgaria","H50","Water transport",2010,119.622,"A","Normal value","BGN","Bulgarian lev"
"434","BGR","Bulgaria","H50","Water transport",2012,122.872,"A","Normal value","BGN","Bulgarian lev"
"435","BGR","Bulgaria","H50","Water transport",2014,344.021,"A","Normal value","BGN","Bulgarian lev"
"436","BGR","Bulgaria","H50","Water transport",2016,183.101,"A","Normal value","BGN","Bulgarian lev"
"437","BGR","Bulgaria","H50","Water transport",2018,81.247,"A","Normal value","BGN","Bulgarian lev"
"438","BGR","Bulgaria","H50","Water transport",2020,38.359,"A","Normal value","BGN","Bulgarian lev"
"439","MKD","North Macedonia","H50","Water transport",2001,39,"A","Normal value","MKD","Denar"
"440","MKD","North Macedonia","H50","Water transport",2003,33,"A","Normal value","MKD","Denar"
"441","MKD","North Macedonia","H50","Water transport",2005,9,"A","Normal value","MKD","Denar"
"442","MKD","North Macedonia","H50","Water transport",2007,18,"A","Normal value","MKD","Denar"
"443","MKD","North Macedonia","H50","Water transport",2009,14,"A","Normal value","MKD","Denar"
"444","MKD","North Macedonia","H50","Water transport",2011,33,"A","Normal value","MKD","Denar"
"445","MKD","North Macedonia","H50","Water transport",2013,25,"A","Normal value","MKD","Denar"
"446","MKD","North Macedonia","H50","Water transport",2015,39.128,"A","Normal value","MKD","Denar"
"447","MKD","North Macedonia","H50","Water transport",2017,54.047,"A","Normal value","MKD","Denar"
"448","MKD","North Macedonia","H50","Water transport",2019,61.802,"A","Normal value","MKD","Denar"
"449","ESP","Spain","H50","Water transport",1996,700,"A","Normal value","EUR","Euro"
"450","ESP","Spain","H50","Water transport",1998,711,"A","Normal value","EUR","Euro"
"451","ESP","Spain","H50","Water transport",2000,744,"A","Normal value","EUR","Euro"
"452","ESP","Spain","H50","Water transport",2002,716,"A","Normal value","EUR","Euro"
"453","ESP","Spain","H50","Water transport",2004,728,"A","Normal value","EUR","Euro"
"454","ESP","Spain","H50","Water transport",2006,752,"A","Normal value","EUR","Euro"
"455","ESP","Spain","H50","Water transport",2008,775,"A","Normal value","EUR","Euro"
"456","ESP","Spain","H50","Water transport",2010,863,"A","Normal value","EUR","Euro"
"457","ESP","Spain","H50","Water transport",2012,623,"A","Normal value","EUR","Euro"
"458","ESP","Spain","H50","Water transport",2014,585,"A","Normal value","EUR","Euro"
"459","ESP","Spain","H50","Water transport",2016,740,"A","Normal value","EUR","Euro"
"460","ESP","Spain","H50","Water transport",2018,741,"A","Normal value","EUR","Euro"
"461","ESP","Spain","H50","Water transport",2020,412,"A","Normal value","EUR","Euro"
"462","RUS","Russia","H","Transportation and storage",2012,3450974.1,"A","Normal value","RUB","Russian ruble"
"463","RUS","Russia","H","Transportation and storage",2014,4280613.2,"A","Normal value","RUB","Russian ruble"
"464","RUS","Russia","H","Transportation and storage",2016,5624665.3,"A","Normal value","RUB","Russian ruble"
"465","RUS","Russia","H","Transportation and storage",2018,6152592.1,"A","Normal value","RUB","Russian ruble"
"466","RUS","Russia","H","Transportation and storage",2020,6252171.3,"A","Normal value","RUB","Russian ruble"
"467","BGR","Bulgaria","H","Transportation and storage",1995,54.778,"A","Normal value","BGN","Bulgarian lev"
"468","BGR","Bulgaria","H","Transportation and storage",1997,1126.382,"A","Normal value","BGN","Bulgarian lev"
"469","BGR","Bulgaria","H","Transportation and storage",1999,1617.39,"A","Normal value","BGN","Bulgarian lev"
"470","BGR","Bulgaria","H","Transportation and storage",2001,2546.146,"A","Normal value","BGN","Bulgarian lev"
"471","BGR","Bulgaria","H","Transportation and storage",2003,3091.54,"A","Normal value","BGN","Bulgarian lev"
"472","BGR","Bulgaria","H","Transportation and storage",2005,2938.697,"A","Normal value","BGN","Bulgarian lev"
"473","BGR","Bulgaria","H","Transportation and storage",2007,4186.944,"A","Normal value","BGN","Bulgarian lev"
"474","BGR","Bulgaria","H","Transportation and storage",2009,4168.281,"A","Normal value","BGN","Bulgarian lev"
"475","BGR","Bulgaria","H","Transportation and storage",2011,4198.732,"A","Normal value","BGN","Bulgarian lev"
"476","BGR","Bulgaria","H","Transportation and storage",2013,4212.169,"A","Normal value","BGN","Bulgarian lev"
"477","BGR","Bulgaria","H","Transportation and storage",2015,4673.611,"A","Normal value","BGN","Bulgarian lev"
"478","BGR","Bulgaria","H","Transportation and storage",2017,4879.763,"A","Normal value","BGN","Bulgarian lev"
"479","BGR","Bulgaria","H","Transportation and storage",2019,5801.514,"A","Normal value","BGN","Bulgarian lev"
"480","CYP","Cyprus","H50","Water transport",1996,423,"A","Normal value","EUR","Euro"
"481","CYP","Cyprus","H50","Water transport",1998,463.2,"A","Normal value","EUR","Euro"
"482","CYP","Cyprus","H50","Water transport",2000,521.6,"A","Normal value","EUR","Euro"
"483","CYP","Cyprus","H50","Water transport",2002,483.6,"A","Normal value","EUR","Euro"
"484","CYP","Cyprus","H50","Water transport",2004,516.6,"A","Normal value","EUR","Euro"
"485","CYP","Cyprus","H50","Water transport",2006,484.5,"A","Normal value","EUR","Euro"
"486","CYP","Cyprus","H50","Water transport",2008,500.6,"A","Normal value","EUR","Euro"
"487","CYP","Cyprus","H50","Water transport",2010,611,"A","Normal value","EUR","Euro"
"488","CYP","Cyprus","H50","Water transport",2012,609.6,"A","Normal value","EUR","Euro"
"489","CYP","Cyprus","H50","Water transport",2014,528.3,"A","Normal value","EUR","Euro"
"490","CYP","Cyprus","H50","Water transport",2016,515.3,"A","Normal value","EUR","Euro"
"491","CYP","Cyprus","H50","Water transport",2018,561.8,"A","Normal value","EUR","Euro"
"492","ROU","Romania","H50","Water transport",1995,10.4,"A","Normal value","RON","Romanian leu"
"493","ROU","Romania","H50","Water transport",1997,38.6,"A","Normal value","RON","Romanian leu"
"494","ROU","Romania","H50","Water transport",1999,53.4,"A","Normal value","RON","Romanian leu"
"495","ROU","Romania","H50","Water transport",2001,124.8,"A","Normal value","RON","Romanian leu"
"496","ROU","Romania","H50","Water transport",2003,127.4,"A","Normal value","RON","Romanian leu"
"497","ROU","Romania","H50","Water transport",2005,213.4,"A","Normal value","RON","Romanian leu"
"498","ROU","Romania","H50","Water transport",2007,295.5,"A","Normal value","RON","Romanian leu"
"499","ROU","Romania","H50","Water transport",2009,421.9,"A","Normal value","RON","Romanian leu"
"500","ROU","Romania","H50","Water transport",2011,2063.3,"A","Normal value","RON","Romanian leu"
"501","ROU","Romania","H50","Water transport",2013,2672.9,"A","Normal value","RON","Romanian leu"
"502","ROU","Romania","H50","Water transport",2015,1700,"A","Normal value","RON","Romanian leu"
"503","ROU","Romania","H50","Water transport",2017,1688.8,"A","Normal value","RON","Romanian leu"
"504","ROU","Romania","H50","Water transport",2019,2084.7,"A","Normal value","RON","Romanian leu"
"505","ROU","Romania","H50","Water transport",2021,1756.9,"A","Normal value","RON","Romanian leu"
"506","LUX","Luxembourg","H","Transportation and storage",1996,788.37,"A","Normal value","EUR","Euro"
"507","LUX","Luxembourg","H","Transportation and storage",1998,922.945,"A","Normal value","EUR","Euro"
"508","LUX","Luxembourg","H","Transportation and storage",2000,1141.466,"A","Normal value","EUR","Euro"
"509","LUX","Luxembourg","H","Transportation and storage",2002,1318.083,"A","Normal value","EUR","Euro"
"510","LUX","Luxembourg","H","Transportation and storage",2004,1425.28,"A","Normal value","EUR","Euro"
"511","LUX","Luxembourg","H","Transportation and storage",2006,1562.171,"A","Normal value","EUR","Euro"
"512","LUX","Luxembourg","H","Transportation and storage",2008,1663.024,"A","Normal value","EUR","Euro"
"513","LUX","Luxembourg","H","Transportation and storage",2010,1752.617,"A","Normal value","EUR","Euro"
"514","LUX","Luxembourg","H","Transportation and storage",2012,1750.265,"A","Normal value","EUR","Euro"
"515","LUX","Luxembourg","H","Transportation and storage",2014,1995.553,"A","Normal value","EUR","Euro"
"516","LUX","Luxembourg","H","Transportation and storage",2016,2122.315,"A","Normal value","EUR","Euro"
"517","LUX","Luxembourg","H","Transportation and storage",2018,2640.662,"A","Normal value","EUR","Euro"
"518","LUX","Luxembourg","H","Transportation and storage",2020,3292.467,"A","Normal value","EUR","Euro"
"519","LUX","Luxembourg","H","Transportation and storage",2022,4586.218,"A","Normal value","EUR","Euro"
"520","USA","United States","H","Transportation and storage",1998,319140.043,"A","Normal value","USD","US dollar"
"521","USA","United States","H","Transportation and storage",2000,346793.595,"A","Normal value","USD","US dollar"
"522","USA","United States","H","Transportation and storage",2002,345093.15,"A","Normal value","USD","US dollar"
"523","USA","United States","H","Transportation and storage",2004,393579.044,"A","Normal value","USD","US dollar"
"524","USA","United States","H","Transportation and storage",2006,451985.496,"A","Normal value","USD","US dollar"
"525","USA","United States","H","Transportation and storage",2008,464013.063,"A","Normal value","USD","US dollar"
"526","USA","United States","H","Transportation and storage",2010,465421.133,"A","Normal value","USD","US dollar"
"527","USA","United States","H","Transportation and storage",2012,494160.02,"A","Normal value","USD","US dollar"
"528","USA","United States","H","Transportation and storage",2014,541311.234,"A","Normal value","USD","US dollar"
"529","USA","United States","H","Transportation and storage",2016,603871.003,"A","Normal value","USD","US dollar"
"530","USA","United States","H","Transportation and storage",2018,667470.735,"A","Normal value","USD","US dollar"
"531","USA","United States","H","Transportation and storage",2020,623060.968,"A","Normal value","USD","US dollar"
"532","CHL","Chile","H","Transportation and storage",2018,10753715.831,"A","Normal value","CLP","Chilean peso"
"533","CHL","Chile","H","Transportation and storage",2020,9665535.015,"A","Normal value","CLP","Chilean peso"
"534","CHL","Chile","H","Transportation and storage",2022,12136185.256,"A","Normal value","CLP","Chilean peso"
"535","LTU","Lithuania","H","Transportation and storage",1995,438.806,"A","Normal value","EUR","Euro"
"536","LTU","Lithuania","H","Transportation and storage",1997,733.182,"A","Normal value","EUR","Euro"
"537","LTU","Lithuania","H","Transportation and storage",1999,798.845,"A","Normal value","EUR","Euro"
"538","LTU","Lithuania","H","Transportation and storage",2001,1063.67,"A","Normal value","EUR","Euro"
"539","LTU","Lithuania","H","Transportation and storage",2003,1388.896,"A","Normal value","EUR","Euro"
"540","LTU","Lithuania","H","Transportation and storage",2005,1806.893,"A","Normal value","EUR","Euro"
"541","LTU","Lithuania","H","Transportation and storage",2007,2563.608,"A","Normal value","EUR","Euro"
"542","LTU","Lithuania","H","Transportation and storage",2009,2575.044,"A","Normal value","EUR","Euro"
"543","LTU","Lithuania","H","Transportation and storage",2011,3402.24,"A","Normal value","EUR","Euro"
"544","LTU","Lithuania","H","Transportation and storage",2013,3969.342,"A","Normal value","EUR","Euro"
"545","LTU","Lithuania","H","Transportation and storage",2015,3935.991,"A","Normal value","EUR","Euro"
"546","LTU","Lithuania","H","Transportation and storage",2017,4563.846,"A","Normal value","EUR","Euro"
"547","LTU","Lithuania","H","Transportation and storage",2019,5430.357,"A","Normal value","EUR","Euro"
"548","LTU","Lithuania","H","Transportation and storage",2021,5726.381,"A","Normal value","EUR","Euro"
"549","HUN","Hungary","H","Transportation and storage",1996,354503,"A","Normal value","HUF","Forint"
"550","HUN","Hungary","H","Transportation and storage",1998,534477,"A","Normal value","HUF","Forint"
"551","HUN","Hungary","H","Transportation and storage",2000,648169,"A","Normal value","HUF","Forint"
"552","HUN","Hungary","H","Transportation and storage",2002,830082,"A","Normal value","HUF","Forint"
"553","HUN","Hungary","H","Transportation and storage",2004,943963,"A","Normal value","HUF","Forint"
"554","HUN","Hungary","H","Transportation and storage",2006,1148801,"A","Normal value","HUF","Forint"
"555","HUN","Hungary","H","Transportation and storage",2008,1314643,"A","Normal value","HUF","Forint"
"556","HUN","Hungary","H","Transportation and storage",2010,1398888,"A","Normal value","HUF","Forint"
"557","HUN","Hungary","H","Transportation and storage",2012,1527549,"A","Normal value","HUF","Forint"
"558","HUN","Hungary","H","Transportation and storage",2014,1810885,"A","Normal value","HUF","Forint"
"559","HUN","Hungary","H","Transportation and storage",2016,2027771,"A","Normal value","HUF","Forint"
"560","HUN","Hungary","H","Transportation and storage",2018,2230879,"A","Normal value","HUF","Forint"
"561","HUN","Hungary","H","Transportation and storage",2020,2360865,"A","Normal value","HUF","Forint"
"562","HUN","Hungary","H","Transportation and storage",2022,3146132,"A","Normal value","HUF","Forint"
"563","ISL","Iceland","H","Transportation and storage",1996,24566.156,"A","Normal value","ISK","Iceland krona"
"564","ISL","Iceland","H","Transportation and storage",1998,32189.989,"A","Normal value","ISK","Iceland krona"
"565","ISL","Iceland","H","Transportation and storage",2000,35764.303,"A","Normal value","ISK","Iceland krona"
"566","ISL","Iceland","H","Transportation and storage",2002,43434.548,"A","Normal value","ISK","Iceland krona"
"567","ISL","Iceland","H","Transportation and storage",2004,41729.789,"A","Normal value","ISK","Iceland krona"
"568","ISL","Iceland","H","Transportation and storage",2006,39700.037,"A","Normal value","ISK","Iceland krona"
"569","ISL","Iceland","H","Transportation and storage",2008,68147.944,"A","Normal value","ISK","Iceland krona"
"570","ISL","Iceland","H","Transportation and storage",2010,90002.33,"A","Normal value","ISK","Iceland krona"
"571","ISL","Iceland","H","Transportation and storage",2012,91406.678,"A","Normal value","ISK","Iceland krona"
"572","ISL","Iceland","H","Transportation and storage",2014,107991.635,"A","Normal value","ISK","Iceland krona"
"573","ISL","Iceland","H","Transportation and storage",2016,153435.903,"A","Normal value","ISK","Iceland krona"
"574","ISL","Iceland","H","Transportation and storage",2018,175581.603,"A","Normal value","ISK","Iceland krona"
"575","ISL","Iceland","H","Transportation and storage",2020,99080.398,"A","Normal value","ISK","Iceland krona"
"576","ISL","Iceland","H","Transportation and storage",2022,193659.846,"A","Normal value","ISK","Iceland krona"
"577","CZE","Czechia","H","Transportation and storage",1996,111253,"A","Normal value","CZK","Czech koruna"
"578","CZE","Czechia","H","Transportation and storage",1998,138231,"A","Normal value","CZK","Czech koruna"
"579","CZE","Czechia","H","Transportation and storage",2000,158280,"A","Normal value","CZK","Czech koruna"
"580","CZE","Czechia","H","Transportation and storage",2002,180106,"A","Normal value","CZK","Czech koruna"
"581","CZE","Czechia","H","Transportation and storage",2004,199814,"A","Normal value","CZK","Czech koruna"
"582","CZE","Czechia","H","Transportation and storage",2006,218332,"A","Normal value","CZK","Czech koruna"
"583","CZE","Czechia","H","Transportation and storage",2008,240158,"A","Normal value","CZK","Czech koruna"
"584","CZE","Czechia","H","Transportation and storage",2010,220760,"A","Normal value","CZK","Czech koruna"
"585","CZE","Czechia","H","Transportation and storage",2012,213466,"A","Normal value","CZK","Czech koruna"
"586","CZE","Czechia","H","Transportation and storage",2014,221541,"A","Normal value","CZK","Czech koruna"
