"Country","Industry","Industry_simple","Code_num","Code_type","Code_length","Aggregate_level","GVA_abbrev","Units","GVA_total","Currency_ISO","Metric","Metric_type","Year","Base_year","GDP_annual","GDP_perc_norm","Source1","Source1_info","Confidence1","Notes","Source2"
"China","Mining and quarrying","Mining",NA,NA,"1","1",NA,NA,"0",NA,NA,"Current","2020","Current",NA,NA,"https://data.un.org/Data.aspx?q=China+Hong+Kong+Special+Administrative+Region&d=SNAAMA&f=grID%3A201%3BcurrID%3ANCU%3BpcFlag%3A0%3BcrID%3A156%2C344%2C446#SNAAMA",NA,"Low","?",NA
"Fiji","Mining and quarrying","Mining","B","ISIC","1","1","60.7","1000000","60700000","FJD","GDP","Constant","2019","2014",NA,NA,"https://www.rbf.gov.fj/statistics/economic-and-financial-statistics/#1595821784520-f34abda0-8700","5.2-Gross-Domestic-Product-by-Sectors","Medium","Annual timeseries with future projections; interesting to see fishing stay fairly consisent but mining and quarrying to increase lots in 2024-25
2022 data is marked preliminary",NA
"Fiji","Mining and quarrying","Mining","B","ISIC","1","1","57.8","1000000","57800000","FJD","GDP","Constant","2020","2014",NA,NA,"https://www.rbf.gov.fj/statistics/economic-and-financial-statistics/#1595821784520-f34abda0-8700","5.2-Gross-Domestic-Product-by-Sectors","Medium","Annual timeseries with future projections; interesting to see fishing stay fairly consisent but mining and quarrying to increase lots in 2024-25
2022 data is marked preliminary",NA
"Fiji","Mining and quarrying","Mining","B","ISIC","1","1","53.6","1000000","53600000","FJD","GDP","Constant","2021","2014",NA,NA,"https://www.rbf.gov.fj/statistics/economic-and-financial-statistics/#1595821784520-f34abda0-8700","5.2-Gross-Domestic-Product-by-Sectors","Medium","Annual timeseries with future projections; interesting to see fishing stay fairly consisent but mining and quarrying to increase lots in 2024-25
2022 data is marked preliminary",NA
"Fiji","Mining and quarrying","Mining","B","ISIC","1","1","45.8","1000000","45800000","FJD","GDP","Constant","2022","2014",NA,NA,"https://www.rbf.gov.fj/statistics/economic-and-financial-statistics/#1595821784520-f34abda0-8700","5.2-Gross-Domestic-Product-by-Sectors","Medium","Annual timeseries with future projections; interesting to see fishing stay fairly consisent but mining and quarrying to increase lots in 2024-25
2022 data is marked preliminary",NA
"Fiji","Mining and quarrying","Mining","B","ISIC","1","1","80.1","1000000","80100000","FJD","GDP","Current","2019","Current",NA,NA,"https://www.rbf.gov.fj/statistics/economic-and-financial-statistics/#1595821784520-f34abda0-8700","5.2-Gross-Domestic-Product-by-Sectors","Medium","Annual timeseries with future projections; interesting to see fishing stay fairly consisent but mining and quarrying to increase lots in 2024-25
2022 data is marked preliminary",NA
"Fiji","Mining and quarrying","Mining","B","ISIC","1","1","104.7","1000000","104700000","FJD","GDP","Current","2020","Current",NA,NA,"https://www.rbf.gov.fj/statistics/economic-and-financial-statistics/#1595821784520-f34abda0-8700","5.2-Gross-Domestic-Product-by-Sectors","Medium","Annual timeseries with future projections; interesting to see fishing stay fairly consisent but mining and quarrying to increase lots in 2024-25
2022 data is marked preliminary",NA
"Fiji","Mining and quarrying","Mining","B","ISIC","1","1","70.8","1000000","70800000","FJD","GDP","Current","2021","Current",NA,NA,"https://www.rbf.gov.fj/statistics/economic-and-financial-statistics/#1595821784520-f34abda0-8700","5.2-Gross-Domestic-Product-by-Sectors","Medium","Annual timeseries with future projections; interesting to see fishing stay fairly consisent but mining and quarrying to increase lots in 2024-25
2022 data is marked preliminary",NA
"Fiji","Mining and quarrying","Mining","B","ISIC","1","1","60.1","1000000","60100000","FJD","GDP","Current","2022","Current",NA,NA,"https://www.rbf.gov.fj/statistics/economic-and-financial-statistics/#1595821784520-f34abda0-8700","5.2-Gross-Domestic-Product-by-Sectors","Medium","Annual timeseries with future projections; interesting to see fishing stay fairly consisent but mining and quarrying to increase lots in 2024-25
2022 data is marked preliminary",NA
"Finland","Mining and quarrying","Mining","B","ISIC","1","1","991","1000000","9.91e+08","EUR","GVA","Current","2018","Current",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > Current prices, millions of euro","High",NA,NA
"Finland","Mining and quarrying","Mining","B","ISIC","1","1","860","1000000","8.6e+08","EUR","GVA","Current","2019","Current",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > Current prices, millions of euro","High",NA,NA
"Finland","Mining and quarrying","Mining","B","ISIC","1","1","985","1000000","9.85e+08","EUR","GVA","Current","2020","Current",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > Current prices, millions of euro","High",NA,NA
"Finland","Mining and quarrying","Mining","B","ISIC","1","1","1064","1000000","1.064e+09","EUR","GVA","Current","2021","Current",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > Current prices, millions of euro","High",NA,NA
"Finland","Mining and quarrying","Mining","B","ISIC","1","1","1253","1000000","1.253e+09","EUR","GVA","Current","2022","Current",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > Current prices, millions of euro","High",NA,NA
"Finland","Mining of metal ores","Mining","7","ISIC","2","3","544","1000000","5.44e+08","EUR","GVA","Current","2018","Current",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > Current prices, millions of euro","High",NA,NA
"Finland","Mining of metal ores","Mining","7","ISIC","2","3","415","1000000","4.15e+08","EUR","GVA","Current","2019","Current",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > Current prices, millions of euro","High",NA,NA
"Finland","Mining of metal ores","Mining","7","ISIC","2","3","526","1000000","5.26e+08","EUR","GVA","Current","2020","Current",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > Current prices, millions of euro","High",NA,NA
"Finland","Mining of metal ores","Mining","7","ISIC","2","3","624","1000000","6.24e+08","EUR","GVA","Current","2021","Current",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > Current prices, millions of euro","High",NA,NA
"Finland","Other mining and quarrying","Mining","8","ISIC","2","5","380","1000000","3.8e+08","EUR","GVA","Current","2018","Current",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > Current prices, millions of euro","High",NA,NA
"Finland","Other mining and quarrying","Mining","8","ISIC","2","5","371","1000000","3.71e+08","EUR","GVA","Current","2019","Current",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > Current prices, millions of euro","High",NA,NA
"Finland","Other mining and quarrying","Mining","8","ISIC","2","5","372","1000000","3.72e+08","EUR","GVA","Current","2020","Current",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > Current prices, millions of euro","High",NA,NA
"Finland","Other mining and quarrying","Mining","8","ISIC","2","5","356","1000000","3.56e+08","EUR","GVA","Current","2021","Current",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > Current prices, millions of euro","High",NA,NA
"Finland","Mining and quarrying","Mining","B","ISIC","1","1","973","1000000","9.73e+08","EUR","GVA","Constant","2018","2017",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > At previous year's prices, millions of euro","High",NA,NA
"Finland","Mining and quarrying","Mining","B","ISIC","1","1","801","1000000","8.01e+08","EUR","GVA","Constant","2019","2018",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > At previous year's prices, millions of euro","High",NA,NA
"Finland","Mining and quarrying","Mining","B","ISIC","1","1","832","1000000","8.32e+08","EUR","GVA","Constant","2020","2019",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > At previous year's prices, millions of euro","High",NA,NA
"Finland","Mining and quarrying","Mining","B","ISIC","1","1","998","1000000","9.98e+08","EUR","GVA","Constant","2021","2020",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > At previous year's prices, millions of euro","High",NA,NA
"Finland","Mining and quarrying","Mining","B","ISIC","1","1","1060","1000000","1.06e+09","EUR","GVA","Constant","2022","2021",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > At previous year's prices, millions of euro","High",NA,NA
"Finland","Mining of metal ores","Mining","7","ISIC","2","3","505","1000000","5.05e+08","EUR","GVA","Constant","2018","2017",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > At previous year's prices, millions of euro","High",NA,NA
"Finland","Mining of metal ores","Mining","7","ISIC","2","3","344","1000000","3.44e+08","EUR","GVA","Constant","2019","2018",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > At previous year's prices, millions of euro","High",NA,NA
"Finland","Mining of metal ores","Mining","7","ISIC","2","3","460","1000000","4.6e+08","EUR","GVA","Constant","2020","2019",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > At previous year's prices, millions of euro","High",NA,NA
"Finland","Mining of metal ores","Mining","7","ISIC","2","3","524","1000000","5.24e+08","EUR","GVA","Constant","2021","2020",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > At previous year's prices, millions of euro","High",NA,NA
"Finland","Other mining and quarrying","Mining","8","ISIC","2","5","399","1000000","3.99e+08","EUR","GVA","Constant","2018","2017",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > At previous year's prices, millions of euro","High",NA,NA
"Finland","Other mining and quarrying","Mining","8","ISIC","2","5","380","1000000","3.8e+08","EUR","GVA","Constant","2019","2018",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > At previous year's prices, millions of euro","High",NA,NA
"Finland","Other mining and quarrying","Mining","8","ISIC","2","5","288","1000000","2.88e+08","EUR","GVA","Constant","2020","2019",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > At previous year's prices, millions of euro","High",NA,NA
"Finland","Other mining and quarrying","Mining","8","ISIC","2","5","398","1000000","3.98e+08","EUR","GVA","Constant","2021","2020",NA,NA,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > At previous year's prices, millions of euro","High",NA,NA
"France","Mining and quarrying","Mining","B","ISIC","1","1","1.9","1000000000","1.9e+09","EUR","GVA","Current","2018","Current",NA,NA,"https://www.insee.fr/en/statistiques/6439409?sommaire=6439453","t_6201.xls","High",NA,NA
"France","Mining and quarrying","Mining","B","ISIC","1","1","1.9","1000000000","1.9e+09","EUR","GVA","Current","2019","Current",NA,NA,"https://www.insee.fr/en/statistiques/6439409?sommaire=6439453","t_6201.xls","High",NA,NA
"France","Mining and quarrying","Mining","B","ISIC","1","1","1.7","1000000000","1.7e+09","EUR","GVA","Current","2020","Current",NA,NA,"https://www.insee.fr/en/statistiques/6439409?sommaire=6439453","t_6201.xls","High",NA,NA
"France","Mining and quarrying","Mining","B","ISIC","1","1","1.7","1000000000","1.7e+09","EUR","GVA","Current","2021","Current",NA,NA,"https://www.insee.fr/en/statistiques/6439409?sommaire=6439453","t_6201.xls","High",NA,NA
"France","Mining and quarrying","Mining","B","ISIC","1","1","2","1000000000","2e+09","EUR","GVA","Constant","2018","2014",NA,NA,"https://www.insee.fr/en/statistiques/6439409?sommaire=6439453","t_6202.xls","High",NA,NA
"France","Mining and quarrying","Mining","B","ISIC","1","1","2","1000000000","2e+09","EUR","GVA","Constant","2019","2014",NA,NA,"https://www.insee.fr/en/statistiques/6439409?sommaire=6439453","t_6202.xls","High",NA,NA
"France","Mining and quarrying","Mining","B","ISIC","1","1","1.7","1000000000","1.7e+09","EUR","GVA","Constant","2020","2014",NA,NA,"https://www.insee.fr/en/statistiques/6439409?sommaire=6439453","t_6202.xls","High",NA,NA
"France","Mining and quarrying","Mining","B","ISIC","1","1","1.8","1000000000","1.8e+09","EUR","GVA","Constant","2021","2014",NA,NA,"https://www.insee.fr/en/statistiques/6439409?sommaire=6439453","t_6202.xls","High",NA,NA
"France","Extraction of crude petroleum and natural gas","Mining","6","ISIC","2","2","0.2","1000000000","2e+08","EUR","GVA","Constant","2017","2014",NA,NA,"https://www.insee.fr/en/statistiques/6439409?sommaire=6439453","t_6202.xls","High",NA,NA
"France","Extraction of crude petroleum and natural gas","Mining","6","ISIC","2","2","0.2","1000000000","2e+08","EUR","GVA","Constant","2018","2014",NA,NA,"https://www.insee.fr/en/statistiques/6439409?sommaire=6439453","t_6202.xls","High",NA,NA
"France","Extraction of crude petroleum and natural gas","Mining","6","ISIC","2","2","0.2","1000000000","2e+08","EUR","GVA","Constant","2019","2014",NA,NA,"https://www.insee.fr/en/statistiques/6439409?sommaire=6439453","t_6202.xls","High",NA,NA
"France","Extraction of crude petroleum and natural gas","Mining","6","ISIC","2","2","0.2","1000000000","2e+08","EUR","GVA","Constant","2020","2014",NA,NA,"https://www.insee.fr/en/statistiques/6439409?sommaire=6439453","t_6202.xls","High",NA,NA
"Germany","Mining and quarrying","Mining","B","ISIC","1","1","4577","1000000","4.577e+09","EUR","GVA","Current","2019","Current",NA,NA,"https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1700610367542&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=81000-0103&auswahltext=&werteabruf=Value+retrieval#abreadcrumb","At current prices (bn EUR)","High","Unsure about values - huge variation
Feb 6th - changed billion to million to check adjustment",NA
"Germany","Mining and quarrying","Mining","B","ISIC","1","1","4371","1000000","4.371e+09","EUR","GVA","Current","2020","Current",NA,NA,"https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1700610367542&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=81000-0103&auswahltext=&werteabruf=Value+retrieval#abreadcrumb","At current prices (bn EUR)","High","Unsure about values - huge variation
Feb 6th - changed billion to million to check adjustment",NA
"Germany","Mining and quarrying","Mining","B","ISIC","1","1","4923","1000000","4.923e+09","EUR","GVA","Current","2021","Current",NA,NA,"https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1700610367542&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=81000-0103&auswahltext=&werteabruf=Value+retrieval#abreadcrumb","At current prices (bn EUR)","High","Unsure about values - huge variation
Feb 6th - changed billion to million to check adjustment",NA
"Germany","Mining and quarrying","Mining","B","ISIC","1","1","9190","1000000","9.19e+09","EUR","GVA","Current","2022","Current",NA,NA,"https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1700610367542&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=81000-0103&auswahltext=&werteabruf=Value+retrieval#abreadcrumb","At current prices (bn EUR)","High","Unsure about values - huge variation
Feb 6th - changed billion to million to check adjustment",NA
"Germany","Mining and quarrying","Mining","B","ISIC","1","1","97780","1000000","9.778e+10","EUR","GVA","Constant","2019","2015",NA,NA,"https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1700610367542&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=81000-0103&auswahltext=&werteabruf=Value+retrieval#abreadcrumb","Price-adjusted, chain index (2015=100)","High","Unsure about values - huge variation
Feb 6th - changed billion to million to check adjustment",NA
"Germany","Mining and quarrying","Mining","B","ISIC","1","1","102670","1000000","1.0267e+11","EUR","GVA","Constant","2020","2015",NA,NA,"https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1700610367542&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=81000-0103&auswahltext=&werteabruf=Value+retrieval#abreadcrumb","Price-adjusted, chain index (2015=100)","High","Unsure about values - huge variation
Feb 6th - changed billion to million to check adjustment",NA
"Germany","Mining and quarrying","Mining","B","ISIC","1","1","103230","1000000","1.0323e+11","EUR","GVA","Constant","2021","2015",NA,NA,"https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1700610367542&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=81000-0103&auswahltext=&werteabruf=Value+retrieval#abreadcrumb","Price-adjusted, chain index (2015=100)","High","Unsure about values - huge variation
Feb 6th - changed billion to million to check adjustment",NA
"Germany","Mining and quarrying","Mining","B","ISIC","1","1","97050","1000000","9.705e+10","EUR","GVA","Constant","2022","2015",NA,NA,"https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1700610367542&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=81000-0103&auswahltext=&werteabruf=Value+retrieval#abreadcrumb","Price-adjusted, chain index (2015=100)","High","Unsure about values - huge variation
Feb 6th - changed billion to million to check adjustment",NA
"India","Mining and quarrying","Mining","2","NIC","1","1","329612","10000000","3.29612e+12","INR","GVA","Constant","2018","2012",NA,NA,"https://www.mospi.gov.in/publication/national-accounts-statistics-2022","Statement 1.6 - Gross Value Added by economic activity at current and constant prices","High",NA,NA
"India","Mining and quarrying","Mining","2","NIC","1","1","326815","10000000","3.26815e+12","INR","GVA","Constant","2019","2012",NA,NA,"https://www.mospi.gov.in/publication/national-accounts-statistics-2023","Statement 1.6 - Gross Value Added by economic activity at current and constant prices","High",NA,NA
"India","Mining and quarrying","Mining","2","NIC","1","1","321766","10000000","3.21766e+12","INR","GVA","Constant","2020","2012",NA,NA,"https://www.mospi.gov.in/publication/national-accounts-statistics-2024","Statement 1.6 - Gross Value Added by economic activity at current and constant prices","High",NA,NA
"India","Mining and quarrying","Mining","2","NIC","1","1","294024","10000000","2.94024e+12","INR","GVA","Constant","2021","2012",NA,NA,"https://www.mospi.gov.in/publication/national-accounts-statistics-2025","Statement 1.6 - Gross Value Added by economic activity at current and constant prices","High",NA,NA
"Indonesia","Mining and quarrying","Mining",NA,NA,NA,"1","1149914","1000000000","1.149914e+15","IDR","GDP","Current","2019","Current",NA,NA,"https://www.bi.go.id/en/statistik/ekonomi-keuangan/seki/Default.aspx#headingThree","VII.1. Gross Domestic Product By Industrial Origin At Current Prices","High","Unsure about classification code number",NA
"Indonesia","Mining and quarrying","Mining",NA,NA,NA,"1","993542","1000000000","9.93542e+14","IDR","GDP","Current","2020","Current",NA,NA,"https://www.bi.go.id/en/statistik/ekonomi-keuangan/seki/Default.aspx#headingThree","VII.1. Gross Domestic Product By Industrial Origin At Current Prices","High","Unsure about classification code number",NA
"Indonesia","Mining and quarrying","Mining",NA,NA,NA,"1","1523650","1000000000","1.52365e+15","IDR","GDP","Current","2021","Current",NA,NA,"https://www.bi.go.id/en/statistik/ekonomi-keuangan/seki/Default.aspx#headingThree","VII.1. Gross Domestic Product By Industrial Origin At Current Prices","High","Unsure about classification code number",NA
"Indonesia","Mining and quarrying","Mining",NA,NA,NA,"1","2393391","1000000000","2.393391e+15","IDR","GDP","Current","2022","Current",NA,NA,"https://www.bi.go.id/en/statistik/ekonomi-keuangan/seki/Default.aspx#headingThree","VII.1. Gross Domestic Product By Industrial Origin At Current Prices","High","Unsure about classification code number",NA
"Indonesia","Other mining and quarrying","Mining",NA,NA,NA,"5","244596","1000000000","2.44596e+14","IDR","GDP","Current","2019","Current",NA,NA,"https://www.bi.go.id/en/statistik/ekonomi-keuangan/seki/Default.aspx#headingThree","VII.1. Gross Domestic Product By Industrial Origin At Current Prices","High","Unsure about classification code number",NA
"Indonesia","Other mining and quarrying","Mining",NA,NA,NA,"5","246831","1000000000","2.46831e+14","IDR","GDP","Current","2020","Current",NA,NA,"https://www.bi.go.id/en/statistik/ekonomi-keuangan/seki/Default.aspx#headingThree","VII.1. Gross Domestic Product By Industrial Origin At Current Prices","High","Unsure about classification code number",NA
"Indonesia","Other mining and quarrying","Mining",NA,NA,NA,"5","254219","1000000000","2.54219e+14","IDR","GDP","Current","2021","Current",NA,NA,"https://www.bi.go.id/en/statistik/ekonomi-keuangan/seki/Default.aspx#headingThree","VII.1. Gross Domestic Product By Industrial Origin At Current Prices","High","Unsure about classification code number",NA
"Indonesia","Other mining and quarrying","Mining",NA,NA,NA,"5","266165","1000000000","2.66165e+14","IDR","GDP","Current","2022","Current",NA,NA,"https://www.bi.go.id/en/statistik/ekonomi-keuangan/seki/Default.aspx#headingThree","VII.1. Gross Domestic Product By Industrial Origin At Current Prices","High","Unsure about classification code number",NA
"Indonesia","Mining and quarrying","Mining",NA,NA,NA,"1","806206","1000000000","8.06206e+14","IDR","GDP","Constant","2019","2010",NA,NA,"https://www.bi.go.id/en/statistik/ekonomi-keuangan/seki/Default.aspx#headingThree","VII.2. Gross Domestic Product By Industrial Origin At 2010 Constant Prices","High","Unsure about classification code number",NA
"Indonesia","Mining and quarrying","Mining",NA,NA,NA,"1","790475","1000000000","7.90475e+14","IDR","GDP","Constant","2020","2010",NA,NA,"https://www.bi.go.id/en/statistik/ekonomi-keuangan/seki/Default.aspx#headingThree","VII.2. Gross Domestic Product By Industrial Origin At 2010 Constant Prices","High","Unsure about classification code number",NA
"Indonesia","Mining and quarrying","Mining",NA,NA,NA,"1","822100","1000000000","8.221e+14","IDR","GDP","Constant","2021","2010",NA,NA,"https://www.bi.go.id/en/statistik/ekonomi-keuangan/seki/Default.aspx#headingThree","VII.2. Gross Domestic Product By Industrial Origin At 2010 Constant Prices","High","Unsure about classification code number",NA
"Indonesia","Mining and quarrying","Mining",NA,NA,NA,"1","858147","1000000000","8.58147e+14","IDR","GDP","Constant","2022","2010",NA,NA,"https://www.bi.go.id/en/statistik/ekonomi-keuangan/seki/Default.aspx#headingThree","VII.2. Gross Domestic Product By Industrial Origin At 2010 Constant Prices","High","Unsure about classification code number",NA
"Indonesia","Other mining and quarrying","Mining",NA,NA,NA,"5","168624","1000000000","1.68624e+14","IDR","GDP","Constant","2019","2010",NA,NA,"https://www.bi.go.id/en/statistik/ekonomi-keuangan/seki/Default.aspx#headingThree","VII.2. Gross Domestic Product By Industrial Origin At 2010 Constant Prices","High","Unsure about classification code number",NA
"Indonesia","Other mining and quarrying","Mining",NA,NA,NA,"5","166564","1000000000","1.66564e+14","IDR","GDP","Constant","2020","2010",NA,NA,"https://www.bi.go.id/en/statistik/ekonomi-keuangan/seki/Default.aspx#headingThree","VII.2. Gross Domestic Product By Industrial Origin At 2010 Constant Prices","High","Unsure about classification code number",NA
"Indonesia","Other mining and quarrying","Mining",NA,NA,NA,"5","169844","1000000000","1.69844e+14","IDR","GDP","Constant","2021","2010",NA,NA,"https://www.bi.go.id/en/statistik/ekonomi-keuangan/seki/Default.aspx#headingThree","VII.2. Gross Domestic Product By Industrial Origin At 2010 Constant Prices","High","Unsure about classification code number",NA
"Indonesia","Other mining and quarrying","Mining",NA,NA,NA,"5","173804","1000000000","1.73804e+14","IDR","GDP","Constant","2022","2010",NA,NA,"https://www.bi.go.id/en/statistik/ekonomi-keuangan/seki/Default.aspx#headingThree","VII.2. Gross Domestic Product By Industrial Origin At 2010 Constant Prices","High","Unsure about classification code number",NA
"Jamaica","Mining and quarrying","Mining","B","ISIC",NA,"1","34274","1000000","3.4274e+10","JMD","GVA","Current","2016","Current",NA,NA,"https://statinja.gov.jm/NationalAccounting/Annual/NewAnnualGDP.aspx","GROSS VALUE ADDED BY INDUSTRY AT CURRENT PRICES, $'Million","High",NA,NA
"Jamaica","Mining and quarrying","Mining","B","ISIC",NA,"1","43536","1000000","4.3536e+10","JMD","GVA","Current","2017","Current",NA,NA,"https://statinja.gov.jm/NationalAccounting/Annual/NewAnnualGDP.aspx","GROSS VALUE ADDED BY INDUSTRY AT CURRENT PRICES, $'Million","High",NA,NA
"Jamaica","Mining and quarrying","Mining","B","ISIC",NA,"1","62076","1000000","6.2076e+10","JMD","GVA","Current","2018","Current",NA,NA,"https://statinja.gov.jm/NationalAccounting/Annual/NewAnnualGDP.aspx","GROSS VALUE ADDED BY INDUSTRY AT CURRENT PRICES, $'Million","High",NA,NA
"Jamaica","Mining and quarrying","Mining","B","ISIC",NA,"1","37734","1000000","3.7734e+10","JMD","GVA","Current","2019","Current",NA,NA,"https://statinja.gov.jm/NationalAccounting/Annual/NewAnnualGDP.aspx","GROSS VALUE ADDED BY INDUSTRY AT CURRENT PRICES, $'Million","High",NA,NA
"Jamaica","Mining and quarrying","Mining","B","ISIC",NA,"1","16456","1000000","1.6456e+10","JMD","GVA","Constant","2016","2007",NA,NA,"https://statinja.gov.jm/NationalAccounting/Annual/NewAnnualGDP.aspx","GROSS VALUE ADDED BY INDUSTRY AT CONSTANT (2007) PRICES, $'Million","High",NA,NA
"Jamaica","Mining and quarrying","Mining","B","ISIC",NA,"1","15787","1000000","1.5787e+10","JMD","GVA","Constant","2017","2007",NA,NA,"https://statinja.gov.jm/NationalAccounting/Annual/NewAnnualGDP.aspx","GROSS VALUE ADDED BY INDUSTRY AT CONSTANT (2007) PRICES, $'Million","High",NA,NA
