"Country","Industry","Industry_simple","Code_num","Code_type","Code_length","Aggregate_level","GVA_abbrev","Units","GVA_total","Currency_ISO","Metric","Metric_type","Year","Base_year","GDP_annual","GDP_perc_norm","Source1","Source1_info","Confidence1","Notes","Source2"
"Jamaica","Mining and quarrying","Mining","B","ISIC",NA,"1","21116","1000000","2.1116e+10","JMD","GVA","Constant","2018","2007",NA,NA,"https://statinja.gov.jm/NationalAccounting/Annual/NewAnnualGDP.aspx","GROSS VALUE ADDED BY INDUSTRY AT CONSTANT (2007) PRICES, $'Million","High",NA,NA
"Jamaica","Mining and quarrying","Mining","B","ISIC",NA,"1","18719","1000000","1.8719e+10","JMD","GVA","Constant","2019","2007",NA,NA,"https://statinja.gov.jm/NationalAccounting/Annual/NewAnnualGDP.aspx","GROSS VALUE ADDED BY INDUSTRY AT CONSTANT (2007) PRICES, $'Million","High",NA,NA
"Japan","Mining","Mining","2/C","ISIC/JSIC","1","1","383.8","1000000000","3.838e+11","JPY","GDP","Current","2018","Current",NA,NA,"https://www.esri.cao.go.jp/en/sna/data/kakuhou/files/2021/2021annual_report_e.html","3. Gross Domestic Product classified by Economic Activities > 2021fcm3n_en.xls > at current prices","Medium","Unsure about code/type
Potentially in JSIC, which reflects ISIC",NA
"Japan","Mining","Mining","2/C","ISIC/JSIC","1","1","382.7","1000000000","3.827e+11","JPY","GDP","Current","2019","Current",NA,NA,"https://www.esri.cao.go.jp/en/sna/data/kakuhou/files/2021/2021annual_report_e.html","3. Gross Domestic Product classified by Economic Activities > 2021fcm3n_en.xls > at current prices","Medium","Unsure about code/type
Potentially in JSIC, which reflects ISIC",NA
"Japan","Mining","Mining","2/C","ISIC/JSIC","1","1","382.1","1000000000","3.821e+11","JPY","GDP","Current","2020","Current",NA,NA,"https://www.esri.cao.go.jp/en/sna/data/kakuhou/files/2021/2021annual_report_e.html","3. Gross Domestic Product classified by Economic Activities > 2021fcm3n_en.xls > at current prices","Medium","Unsure about code/type
Potentially in JSIC, which reflects ISIC",NA
"Japan","Mining","Mining","2/C","ISIC/JSIC","1","1","367.5","1000000000","3.675e+11","JPY","GDP","Current","2021","Current",NA,NA,"https://www.esri.cao.go.jp/en/sna/data/kakuhou/files/2021/2021annual_report_e.html","3. Gross Domestic Product classified by Economic Activities > 2021fcm3n_en.xls > at current prices","Medium","Unsure about code/type
Potentially in JSIC, which reflects ISIC",NA
"Japan","Mining","Mining","2/C","ISIC/JSIC","1","1","397.3","1000000000","3.973e+11","JPY","GDP","Constant","2018","2015",NA,NA,"https://www.esri.cao.go.jp/en/sna/data/kakuhou/files/2021/2021annual_report_e.html","3. Gross Domestic Product classified by Economic Activities > 2021fcm3rn_en.xls > in real terms","Medium","Unsure about code/type
Potentially in JSIC, which reflects ISIC",NA
"Japan","Mining","Mining","2/C","ISIC/JSIC","1","1","376.1","1000000000","3.761e+11","JPY","GDP","Constant","2019","2015",NA,NA,"https://www.esri.cao.go.jp/en/sna/data/kakuhou/files/2021/2021annual_report_e.html","3. Gross Domestic Product classified by Economic Activities > 2021fcm3rn_en.xls > in real terms","Medium","Unsure about code/type
Potentially in JSIC, which reflects ISIC",NA
"Japan","Mining","Mining","2/C","ISIC/JSIC","1","1","357.8","1000000000","3.578e+11","JPY","GDP","Constant","2020","2015",NA,NA,"https://www.esri.cao.go.jp/en/sna/data/kakuhou/files/2021/2021annual_report_e.html","3. Gross Domestic Product classified by Economic Activities > 2021fcm3rn_en.xls > in real terms","Medium","Unsure about code/type
Potentially in JSIC, which reflects ISIC",NA
"Japan","Mining","Mining","2/C","ISIC/JSIC","1","1","339","1000000000","3.39e+11","JPY","GDP","Constant","2021","2015",NA,NA,"https://www.esri.cao.go.jp/en/sna/data/kakuhou/files/2021/2021annual_report_e.html","3. Gross Domestic Product classified by Economic Activities > 2021fcm3rn_en.xls > in real terms","Medium","Unsure about code/type
Potentially in JSIC, which reflects ISIC",NA
"Kiribati","Mining and quarrying","Mining","B","ISIC","1","1","1,095","1000","1095000","AUD","GDP","Current","2018","2018",NA,NA,"https://nso.gov.ki/statistics/economy/gdp/","GDP master table 2021","High",NA,NA
"Kiribati","Mining and quarrying","Mining","B","ISIC","1","1","590","1000","590000","AUD","GDP","Current","2019","2019",NA,NA,"https://nso.gov.ki/statistics/economy/gdp/","GDP master table 2022","High",NA,NA
"Kiribati","Mining and quarrying","Mining","B","ISIC","1","1","888","1000","888000","AUD","GDP","Current","2020","2020",NA,NA,"https://nso.gov.ki/statistics/economy/gdp/","GDP master table 2023","High",NA,NA
"Kiribati","Mining and quarrying","Mining","B","ISIC","1","1","867","1000","867000","AUD","GDP","Current","2021","2021",NA,NA,"https://nso.gov.ki/statistics/economy/gdp/","GDP master table 2024","High",NA,NA
"Kiribati","Mining and quarrying","Mining","B","ISIC","1","1","857","1000","857000","AUD","GDP","Constant","2018","2006",NA,NA,"https://nso.gov.ki/statistics/economy/gdp/","GDP master table 2021","High",NA,NA
"Kiribati","Mining and quarrying","Mining","B","ISIC","1","1","470","1000","470000","AUD","GDP","Constant","2019","2006",NA,NA,"https://nso.gov.ki/statistics/economy/gdp/","GDP master table 2022","High",NA,NA
"Kiribati","Mining and quarrying","Mining","B","ISIC","1","1","690","1000","690000","AUD","GDP","Constant","2020","2006",NA,NA,"https://nso.gov.ki/statistics/economy/gdp/","GDP master table 2023","High",NA,NA
"Kiribati","Mining and quarrying","Mining","B","ISIC","1","1","661","1000","661000","AUD","GDP","Constant","2021","2006",NA,NA,"https://nso.gov.ki/statistics/economy/gdp/","GDP master table 2024","High",NA,NA
"Nauru","Mining and quarrying","Mining","B","ISIC","1","2","1.1","1000000","1100000","AUD","GDP","Constant","2012","2007",NA,NA,"""Key Indicators for Asia and the Pacific 2022"" pdf","Constant prices table","High","old data, 2012-15",NA
"Nauru","Mining and quarrying","Mining","B","ISIC","1","3","0.9","1000000","9e+05","AUD","GDP","Constant","2013","2007",NA,NA,"""Key Indicators for Asia and the Pacific 2022"" pdf","Constant prices table","High","old data, 2012-16",NA
"Nauru","Mining and quarrying","Mining","B","ISIC","1","4","1.1","1000000","1100000","AUD","GDP","Constant","2014","2007",NA,NA,"""Key Indicators for Asia and the Pacific 2022"" pdf","Constant prices table","High","old data, 2012-17",NA
"Nauru","Mining and quarrying","Mining","B","ISIC","1","5","0.6","1000000","6e+05","AUD","GDP","Constant","2015","2007",NA,NA,"""Key Indicators for Asia and the Pacific 2022"" pdf","Constant prices table","High","old data, 2012-18",NA
"New Zealand","Mining","Mining","B","ANZSIC","1","1","41057616471","1","41057616471","NZD","GDP","Constant","2019","2015",NA,NA,"https://data.un.org/Data.aspx?q=New+zealand&d=SNAAMA&f=grID%3A202%3BcurrID%3ANCU%3BpcFlag%3A0%3BcrID%3A554","national-accounts-industry-production-and-investment-year-ended-march-2022.xls > Table 2. Contribution to gross domestic product by industry, current prices, 1972–2022","Medium","Could not find official government doc for this; using UN data",NA
"New Zealand","Mining","Mining","B","ANZSIC","1","1","40085439876","1","40085439876","NZD","GDP","Constant","2020","2015",NA,NA,"https://www.stats.govt.nz/information-releases/national-accounts-industry-production-and-investment-year-ended-march-2022/","national-accounts-industry-production-and-investment-year-ended-march-2022.xls > Table 2. Contribution to gross domestic product by industry, current prices, 1972–2023","Medium","Could not find official government doc for this; using UN data",NA
"New Zealand","Mining","Mining","B","ANZSIC","1","1","39557239969","1","39557239969","NZD","GDP","Constant","2021","2015",NA,NA,"https://www.stats.govt.nz/information-releases/national-accounts-industry-production-and-investment-year-ended-march-2022/","national-accounts-industry-production-and-investment-year-ended-march-2022.xls > Table 2. Contribution to gross domestic product by industry, current prices, 1972–2024","Medium","Could not find official government doc for this; using UN data",NA
"New Zealand","Mining","Mining","B","ANZSIC","1","1","38141086687","1","38141086687","NZD","GDP","Constant","2022","2015",NA,NA,"https://www.stats.govt.nz/information-releases/national-accounts-industry-production-and-investment-year-ended-march-2022/","national-accounts-industry-production-and-investment-year-ended-march-2022.xls > Table 2. Contribution to gross domestic product by industry, current prices, 1972–2025","Medium","Could not find official government doc for this; using UN data",NA
"New Zealand","Mining","Mining","B","ANZSIC","1","1","2962","1000000","2.962e+09","NZD","GDP","Current","2019","Current",NA,NA,"https://www.stats.govt.nz/information-releases/national-accounts-industry-production-and-investment-year-ended-march-2022/","national-accounts-industry-production-and-investment-year-ended-march-2022.xls > Table 2. Contribution to gross domestic product by industry, current prices, 1972–2022","High",NA,NA
"New Zealand","Mining","Mining","B","ANZSIC","1","1","2854","1000000","2.854e+09","NZD","GDP","Current","2020","Current",NA,NA,"https://www.stats.govt.nz/information-releases/national-accounts-industry-production-and-investment-year-ended-march-2022/","national-accounts-industry-production-and-investment-year-ended-march-2022.xls > Table 2. Contribution to gross domestic product by industry, current prices, 1972–2023","High",NA,NA
"New Zealand","Mining","Mining","B","ANZSIC","1","1","2221","1000000","2.221e+09","NZD","GDP","Current","2021","Current",NA,NA,"https://www.stats.govt.nz/information-releases/national-accounts-industry-production-and-investment-year-ended-march-2022/","national-accounts-industry-production-and-investment-year-ended-march-2022.xls > Table 2. Contribution to gross domestic product by industry, current prices, 1972–2024","High",NA,NA
"New Zealand","Mining","Mining","B","ANZSIC","1","1","2450","1000000","2.45e+09","NZD","GDP","Current","2022","Current",NA,NA,"https://www.stats.govt.nz/information-releases/national-accounts-industry-production-and-investment-year-ended-march-2022/","national-accounts-industry-production-and-investment-year-ended-march-2022.xls > Table 2. Contribution to gross domestic product by industry, current prices, 1972–2025","High",NA,NA
"Norway","Mining and quarrying","Mining",NA,NA,NA,"1","2065","1000000","2.065e+09","NOK",NA,"Current","2019","Current",NA,NA,"https://www.ssb.no/en/statbank/list/knr","09181: Gross fixed capital formation and capital stocks, by industry, contents and year","Medium","Slightly confused - ""Gross fixed capital formation"" and ""Consumption of fixed capital"" - collected the gross fixed capital
note - oil and gas (and services) is MUCH higher than mining and quarrying",NA
"Norway","Mining and quarrying","Mining",NA,NA,NA,"1","1404","1000000","1.404e+09","NOK",NA,"Current","2020","Current",NA,NA,"https://www.ssb.no/en/statbank/list/knr","09181: Gross fixed capital formation and capital stocks, by industry, contents and year","Medium","Slightly confused - ""Gross fixed capital formation"" and ""Consumption of fixed capital"" - collected the gross fixed capital
note - oil and gas (and services) is MUCH higher than mining and quarrying",NA
"Norway","Mining and quarrying","Mining",NA,NA,NA,"1","1772","1000000","1.772e+09","NOK",NA,"Current","2021","Current",NA,NA,"https://www.ssb.no/en/statbank/list/knr","09181: Gross fixed capital formation and capital stocks, by industry, contents and year","Medium","Slightly confused - ""Gross fixed capital formation"" and ""Consumption of fixed capital"" - collected the gross fixed capital
note - oil and gas (and services) is MUCH higher than mining and quarrying",NA
"Norway","Mining and quarrying","Mining",NA,NA,NA,"1","1973","1000000","1.973e+09","NOK",NA,"Current","2022","Current",NA,NA,"https://www.ssb.no/en/statbank/list/knr","09181: Gross fixed capital formation and capital stocks, by industry, contents and year","Medium","Slightly confused - ""Gross fixed capital formation"" and ""Consumption of fixed capital"" - collected the gross fixed capital
note - oil and gas (and services) is MUCH higher than mining and quarrying",NA
"Norway","Mining and quarrying","Mining",NA,NA,NA,"1","1873","1000000","1.873e+09","NOK",NA,"Constant","2019","2015",NA,NA,"https://www.ssb.no/en/statbank/list/knr","09181: Gross fixed capital formation and capital stocks, by industry, contents and year","Medium","Slightly confused - ""Gross fixed capital formation"" and ""Consumption of fixed capital"" - collected the gross fixed capital
note - oil and gas (and services) is MUCH higher than mining and quarrying",NA
"Norway","Mining and quarrying","Mining",NA,NA,NA,"1","1208","1000000","1.208e+09","NOK",NA,"Constant","2020","2015",NA,NA,"https://www.ssb.no/en/statbank/list/knr","09181: Gross fixed capital formation and capital stocks, by industry, contents and year","Medium","Slightly confused - ""Gross fixed capital formation"" and ""Consumption of fixed capital"" - collected the gross fixed capital
note - oil and gas (and services) is MUCH higher than mining and quarrying",NA
"Norway","Mining and quarrying","Mining",NA,NA,NA,"1","1505","1000000","1.505e+09","NOK",NA,"Constant","2021","2015",NA,NA,"https://www.ssb.no/en/statbank/list/knr","09181: Gross fixed capital formation and capital stocks, by industry, contents and year","Medium","Slightly confused - ""Gross fixed capital formation"" and ""Consumption of fixed capital"" - collected the gross fixed capital
note - oil and gas (and services) is MUCH higher than mining and quarrying",NA
"Norway","Mining and quarrying","Mining",NA,NA,NA,"1","1552","1000000","1.552e+09","NOK",NA,"Constant","2022","2015",NA,NA,"https://www.ssb.no/en/statbank/list/knr","09181: Gross fixed capital formation and capital stocks, by industry, contents and year","Medium","Slightly confused - ""Gross fixed capital formation"" and ""Consumption of fixed capital"" - collected the gross fixed capital
note - oil and gas (and services) is MUCH higher than mining and quarrying",NA
"Palau","Mining and quarrying","Mining","B","ISIC","1","1","1.5","1000000","1500000","USD","GDP","Constant","2019","2019",NA,NA,"https://www.palaugov.pw/executive-branch/ministries/finance/budgetandplanning/national-accounts-2/","FY2022 > Gross Domestic Product Preliminary > Table 1a","High","2022 values marked preliminary",NA
"Palau","Mining and quarrying","Mining","B","ISIC","1","1","1.3","1000000","1300000","USD","GDP","Constant","2020","2019",NA,NA,"https://www.palaugov.pw/executive-branch/ministries/finance/budgetandplanning/national-accounts-2/","FY2022 > Gross Domestic Product Preliminary > Table 1a","High","2022 values marked preliminary",NA
"Palau","Mining and quarrying","Mining","B","ISIC","1","1","1.5","1000000","1500000","USD","GDP","Constant","2021","2019",NA,NA,"https://www.palaugov.pw/executive-branch/ministries/finance/budgetandplanning/national-accounts-2/","FY2022 > Gross Domestic Product Preliminary > Table 1a","High","2022 values marked preliminary",NA
"Palau","Mining and quarrying","Mining","B","ISIC","1","1","1.5","1000000","1500000","USD","GDP","Constant","2022","2019",NA,NA,"https://www.palaugov.pw/executive-branch/ministries/finance/budgetandplanning/national-accounts-2/","FY2022 > Gross Domestic Product Preliminary > Table 1a","High","2022 values marked preliminary",NA
"Palau","Mining and quarrying","Mining","B","ISIC","1","1","1.5","1000000","1500000","USD","GDP","Current","2019","Current",NA,NA,"https://www.palaugov.pw/executive-branch/ministries/finance/budgetandplanning/national-accounts-2/","FY2022 > Gross Domestic Product Preliminary > Table 1c","High","2022 values marked preliminary",NA
"Palau","Mining and quarrying","Mining","B","ISIC","1","1","1.3","1000000","1300000","USD","GDP","Current","2020","Current",NA,NA,"https://www.palaugov.pw/executive-branch/ministries/finance/budgetandplanning/national-accounts-2/","FY2022 > Gross Domestic Product Preliminary > Table 1c","High","2022 values marked preliminary",NA
"Palau","Mining and quarrying","Mining","B","ISIC","1","1","1.5","1000000","1500000","USD","GDP","Current","2021","Current",NA,NA,"https://www.palaugov.pw/executive-branch/ministries/finance/budgetandplanning/national-accounts-2/","FY2022 > Gross Domestic Product Preliminary > Table 1c","High","2022 values marked preliminary",NA
"Palau","Mining and quarrying","Mining","B","ISIC","1","1","1.7","1000000","1700000","USD","GDP","Current","2022","Current",NA,NA,"https://www.palaugov.pw/executive-branch/ministries/finance/budgetandplanning/national-accounts-2/","FY2022 > Gross Domestic Product Preliminary > Table 1c","High","2022 values marked preliminary",NA
"Panama","Mining and quarrying","Mining","B","ISIC","1","1","6048014894",NA,"0","PAB","GDP","Constant","2019","2015",NA,NA,"https://data.un.org/Data.aspx?q=New+zealand&d=SNAAMA&f=grID%3A202%3BcurrID%3ANCU%3BpcFlag%3A0%3BcrID%3A554",NA,"Medium","Used world bank data for constant",NA
"Panama","Mining and quarrying","Mining","B","ISIC","1","1","5599011200",NA,"0","PAB","GDP","Constant","2020","2015",NA,NA,"https://www.inec.gob.pa/publicaciones/Default3.aspx?ID_PUBLICACION=1187&ID_CATEGORIA=4&ID_SUBCATEGORIA=26","Preview of Gross Domestic Product Figures: Annual 2022 > 1. PIBC "" Cuadro 1. PRODUCTO INTERNO BRUTO A PRECIOS DE COMPRADOR EN LA REPÚBLICA, SEGÚN  CATEGORÍA                                                                                                                                            DE ACTIVIDAD ECONÓMICA, A PRECIOS CORRIENTES:  AÑOS 2018-22""","Medium","Used world bank data for constant",NA
"Panama","Mining and quarrying","Mining","B","ISIC","1","1","7366606409",NA,"0","PAB","GDP","Constant","2021","2015",NA,NA,"https://www.inec.gob.pa/publicaciones/Default3.aspx?ID_PUBLICACION=1187&ID_CATEGORIA=4&ID_SUBCATEGORIA=26","Preview of Gross Domestic Product Figures: Annual 2022 > 1. PIBC "" Cuadro 1. PRODUCTO INTERNO BRUTO A PRECIOS DE COMPRADOR EN LA REPÚBLICA, SEGÚN  CATEGORÍA                                                                                                                                            DE ACTIVIDAD ECONÓMICA, A PRECIOS CORRIENTES:  AÑOS 2018-22""","Medium","Used world bank data for constant",NA
"Panama","Mining and quarrying","Mining","B","ISIC","1","1","7743071870",NA,"0","PAB","GDP","Constant","2022","2015",NA,NA,"https://www.inec.gob.pa/publicaciones/Default3.aspx?ID_PUBLICACION=1187&ID_CATEGORIA=4&ID_SUBCATEGORIA=26","Preview of Gross Domestic Product Figures: Annual 2022 > 1. PIBC "" Cuadro 1. PRODUCTO INTERNO BRUTO A PRECIOS DE COMPRADOR EN LA REPÚBLICA, SEGÚN  CATEGORÍA                                                                                                                                            DE ACTIVIDAD ECONÓMICA, A PRECIOS CORRIENTES:  AÑOS 2018-22""","Medium","Used world bank data for constant",NA
"Panama","Mining and quarrying","Mining","B","ISIC","1","1","1061.9","1000000","1061900000","PAB","GDP","Current","2019","Current",NA,NA,"https://www.inec.gob.pa/publicaciones/Default3.aspx?ID_PUBLICACION=1187&ID_CATEGORIA=4&ID_SUBCATEGORIA=26","Preview of Gross Domestic Product Figures: Annual 2022 > 1. PIBC "" Cuadro 1. PRODUCTO INTERNO BRUTO A PRECIOS DE COMPRADOR EN LA REPÚBLICA, SEGÚN  CATEGORÍA                                                                                                                                            DE ACTIVIDAD ECONÓMICA, A PRECIOS CORRIENTES:  AÑOS 2018-22""","Medium","Category = ""Explotación de minas y canteras""
2 sheets in the excel doc that could be right data (spanish!)",NA
"Panama","Mining and quarrying","Mining","B","ISIC","1","1","1299.1","1000000","1299100000","PAB","GDP","Current","2020","Current",NA,NA,"https://www.inec.gob.pa/publicaciones/Default3.aspx?ID_PUBLICACION=1187&ID_CATEGORIA=4&ID_SUBCATEGORIA=26","Preview of Gross Domestic Product Figures: Annual 2022 > 1. PIBC "" Cuadro 1. PRODUCTO INTERNO BRUTO A PRECIOS DE COMPRADOR EN LA REPÚBLICA, SEGÚN  CATEGORÍA                                                                                                                                            DE ACTIVIDAD ECONÓMICA, A PRECIOS CORRIENTES:  AÑOS 2018-22""","Medium","Category = ""Explotación de minas y canteras""
2 sheets in the excel doc that could be right data (spanish!)",NA
"Panama","Mining and quarrying","Mining","B","ISIC","1","1","2557.6","1000000","2557600000","PAB","GDP","Current","2021","Current",NA,NA,"https://www.inec.gob.pa/publicaciones/Default3.aspx?ID_PUBLICACION=1187&ID_CATEGORIA=4&ID_SUBCATEGORIA=26","Preview of Gross Domestic Product Figures: Annual 2022 > 1. PIBC "" Cuadro 1. PRODUCTO INTERNO BRUTO A PRECIOS DE COMPRADOR EN LA REPÚBLICA, SEGÚN  CATEGORÍA                                                                                                                                            DE ACTIVIDAD ECONÓMICA, A PRECIOS CORRIENTES:  AÑOS 2018-22""","Medium","Category = ""Explotación de minas y canteras""
2 sheets in the excel doc that could be right data (spanish!)",NA
"Panama","Mining and quarrying","Mining","B","ISIC","1","1","2756.9","1000000","2756900000","PAB","GDP","Current","2022","Current",NA,NA,"https://www.inec.gob.pa/publicaciones/Default3.aspx?ID_PUBLICACION=1187&ID_CATEGORIA=4&ID_SUBCATEGORIA=26","Preview of Gross Domestic Product Figures: Annual 2022 > 1. PIBC "" Cuadro 1. PRODUCTO INTERNO BRUTO A PRECIOS DE COMPRADOR EN LA REPÚBLICA, SEGÚN  CATEGORÍA                                                                                                                                            DE ACTIVIDAD ECONÓMICA, A PRECIOS CORRIENTES:  AÑOS 2018-22""","Medium","Category = ""Explotación de minas y canteras""
2 sheets in the excel doc that could be right data (spanish!)",NA
"Papua New Guinea","Mining and quarrying","Mining","B","ISIC","1","1","23758.4","1000000","23758400000","PGK","GVA","Current","2019","Current",NA,NA,"https://www.nso.gov.pg/statistics/economy/gross-domestic-products/gross-domestic-products-2016-2022/","PNG National Accounts 2016-2022 > Table 4. Industry Gross Value Added, Current Price Estimates","High",NA,NA
"Papua New Guinea","Mining and quarrying","Mining","B","ISIC","1","1","20041.3","1000000","20041300000","PGK","GVA","Current","2020","Current",NA,NA,"https://www.nso.gov.pg/statistics/economy/gross-domestic-products/gross-domestic-products-2016-2022/","PNG National Accounts 2016-2022 > Table 4. Industry Gross Value Added, Current Price Estimates","High",NA,NA
"Papua New Guinea","Mining and quarrying","Mining","B","ISIC","1","1","23206","1000000","2.3206e+10","PGK","GVA","Current","2021","Current",NA,NA,"https://www.nso.gov.pg/statistics/economy/gross-domestic-products/gross-domestic-products-2016-2022/","PNG National Accounts 2016-2022 > Table 4. Industry Gross Value Added, Current Price Estimates","High",NA,NA
"Papua New Guinea","Mining and quarrying","Mining","B","ISIC","1","1","35533.1","1000000","35533100000","PGK","GVA","Current","2022","Current",NA,NA,"https://www.nso.gov.pg/statistics/economy/gross-domestic-products/gross-domestic-products-2016-2022/","PNG National Accounts 2016-2022 > Table 4. Industry Gross Value Added, Current Price Estimates","High",NA,NA
"Papua New Guinea","Other Mining","Mining","B","ISIC","2","5","9038.7","1000000","9038700000","PGK","GVA","Current","2019","Current",NA,NA,"https://www.nso.gov.pg/statistics/economy/gross-domestic-products/gross-domestic-products-2016-2022/","PNG National Accounts 2016-2022 > Table 4. Industry Gross Value Added, Current Price Estimates","High",NA,NA
"Papua New Guinea","Other Mining","Mining","B","ISIC","2","5","8377.9","1000000","8377900000","PGK","GVA","Current","2020","Current",NA,NA,"https://www.nso.gov.pg/statistics/economy/gross-domestic-products/gross-domestic-products-2016-2022/","PNG National Accounts 2016-2022 > Table 4. Industry Gross Value Added, Current Price Estimates","High",NA,NA
"Papua New Guinea","Other Mining","Mining","B","ISIC","2","5","7530.8","1000000","7530800000","PGK","GVA","Current","2021","Current",NA,NA,"https://www.nso.gov.pg/statistics/economy/gross-domestic-products/gross-domestic-products-2016-2022/","PNG National Accounts 2016-2022 > Table 4. Industry Gross Value Added, Current Price Estimates","High",NA,NA
"Papua New Guinea","Other Mining","Mining","B","ISIC","2","5","9135.4","1000000","9135400000","PGK","GVA","Current","2022","Current",NA,NA,"https://www.nso.gov.pg/statistics/economy/gross-domestic-products/gross-domestic-products-2016-2022/","PNG National Accounts 2016-2022 > Table 4. Industry Gross Value Added, Current Price Estimates","High",NA,NA
"Papua New Guinea","Mining and quarrying","Mining","B","ISIC","1","1","20889.1","1000000","20889100000","PGK","GVA","Constant","2019","2016",NA,NA,"https://www.nso.gov.pg/statistics/economy/gross-domestic-products/gross-domestic-products-2016-2022/","PNG National Accounts 2016-2022","High",NA,NA
"Papua New Guinea","Mining and quarrying","Mining","B","ISIC","1","1","18976.7","1000000","18976700000","PGK","GVA","Constant","2020","2016",NA,NA,"https://www.nso.gov.pg/statistics/economy/gross-domestic-products/gross-domestic-products-2016-2022/","PNG National Accounts 2016-2022","High",NA,NA
"Papua New Guinea","Mining and quarrying","Mining","B","ISIC","1","1","16774.3","1000000","16774300000","PGK","GVA","Constant","2021","2016",NA,NA,"https://www.nso.gov.pg/statistics/economy/gross-domestic-products/gross-domestic-products-2016-2022/","PNG National Accounts 2016-2022","High",NA,NA
"Papua New Guinea","Mining and quarrying","Mining","B","ISIC","1","1","17636.1","1000000","17636100000","PGK","GVA","Constant","2022","2016",NA,NA,"https://www.nso.gov.pg/statistics/economy/gross-domestic-products/gross-domestic-products-2016-2022/","PNG National Accounts 2016-2022","High",NA,NA
"Papua New Guinea","Other Mining","Mining","B","ISIC","2","5","7832.4","1000000","7832400000","PGK","GVA","Constant","2019","2016",NA,NA,"https://www.nso.gov.pg/statistics/economy/gross-domestic-products/gross-domestic-products-2016-2022/","PNG National Accounts 2016-2022","High",NA,NA
"Papua New Guinea","Other Mining","Mining","B","ISIC","2","5","6016.2","1000000","6016200000","PGK","GVA","Constant","2020","2016",NA,NA,"https://www.nso.gov.pg/statistics/economy/gross-domestic-products/gross-domestic-products-2016-2022/","PNG National Accounts 2016-2022","High",NA,NA
"Papua New Guinea","Other Mining","Mining","B","ISIC","2","5","4739.7","1000000","4739700000","PGK","GVA","Constant","2021","2016",NA,NA,"https://www.nso.gov.pg/statistics/economy/gross-domestic-products/gross-domestic-products-2016-2022/","PNG National Accounts 2016-2022","High",NA,NA
"Papua New Guinea","Other Mining","Mining","B","ISIC","2","5","5437.6","1000000","5437600000","PGK","GVA","Constant","2022","2016",NA,NA,"https://www.nso.gov.pg/statistics/economy/gross-domestic-products/gross-domestic-products-2016-2022/","PNG National Accounts 2016-2022","High",NA,NA
"Poland","Mining and quarrying","Mining","B","ISIC","1","1","494069000000","1","4.94069e+11","PLN","GDP","Constant","2019","2015",NA,NA,"https://data.un.org/Data.aspx?q=New+zealand&d=SNAAMA&f=grID%3A202%3BcurrID%3ANCU%3BpcFlag%3A0%3BcrID%3A554",NA,"Medium","used world bank data for constant",NA
"Poland","Mining and quarrying","Mining","B","ISIC","1","1","477872000000","1","4.77872e+11","PLN","GDP","Constant","2020","2015",NA,NA,"https://data.un.org/Data.aspx?q=New+zealand&d=SNAAMA&f=grID%3A202%3BcurrID%3ANCU%3BpcFlag%3A0%3BcrID%3A554",NA,"Medium","used world bank data for constant",NA
"Poland","Mining and quarrying","Mining","B","ISIC","1","1","477507000000","1","4.77507e+11","PLN","GDP","Constant","2021","2015",NA,NA,"https://data.un.org/Data.aspx?q=New+zealand&d=SNAAMA&f=grID%3A202%3BcurrID%3ANCU%3BpcFlag%3A0%3BcrID%3A554",NA,"Medium","used world bank data for constant",NA
"Poland","Mining and quarrying","Mining","B","ISIC","1","1","505778000000","1","5.05778e+11","PLN","GDP","Constant","2022","2015",NA,NA,"https://data.un.org/Data.aspx?q=New+zealand&d=SNAAMA&f=grID%3A202%3BcurrID%3ANCU%3BpcFlag%3A0%3BcrID%3A554",NA,"Medium","used world bank data for constant",NA
"Poland","Mining and quarrying","Mining","B","ISIC","1","1","32966","1000000","3.2966e+10","PLN","GDP","Current","2019","Current",NA,NA,"https://stat.gov.pl/en/topics/national-accounts/annual-national-accounts/revised-estimate-of-gross-domestic-product-for-the-year-2022,7,9.html","Revised estimate of gross domestic product for the year 2022. Table 2 in XLSX format > Table 2. Gross domestic product (current prices)","High",NA,NA
"Poland","Mining and quarrying","Mining","B","ISIC","1","1","30682","1000000","3.0682e+10","PLN","GDP","Current","2020","Current",NA,NA,"https://stat.gov.pl/en/topics/national-accounts/annual-national-accounts/revised-estimate-of-gross-domestic-product-for-the-year-2022,7,9.html","Revised estimate of gross domestic product for the year 2022. Table 2 in XLSX format > Table 2. Gross domestic product (current prices)","High",NA,NA
"Poland","Mining and quarrying","Mining","B","ISIC","1","1","36708","1000000","3.6708e+10","PLN","GDP","Current","2021","Current",NA,NA,"https://stat.gov.pl/en/topics/national-accounts/annual-national-accounts/revised-estimate-of-gross-domestic-product-for-the-year-2022,7,9.html","Revised estimate of gross domestic product for the year 2022. Table 2 in XLSX format > Table 2. Gross domestic product (current prices)","High",NA,NA
"Poland","Mining and quarrying","Mining","B","ISIC","1","1","55171","1000000","5.5171e+10","PLN","GDP","Current","2022","Current",NA,NA,"https://stat.gov.pl/en/topics/national-accounts/annual-national-accounts/revised-estimate-of-gross-domestic-product-for-the-year-2022,7,9.html","Revised estimate of gross domestic product for the year 2022. Table 2 in XLSX format > Table 2. Gross domestic product (current prices)","High",NA,NA
